,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38
PF3D7_1426700,117.9001663,93.9273,77.1360656,67.96321478,61.9636,56.07618673,47.9070744,38.5415,28.74466115,24.90340622,26.0367,38.50446861,40.52715197,54.22426916,108.8074298,213.107,315.2623348,319.8278802,240.337,170.3991443
PF3D7_0935700,6.647845,3.170309499,2.145342469,1.948543346,2.221639961,4.40504,10.94639333,30.06224067,72.114,118.6019675,128.2956964,159.7075,110.4388977,72.13486031,54.7118,56.41787407,55.65690794,48.0771,30.19098442,15.47664975
PF3D7_1458000,41.04788773,51.70536752,66.5334,352.4835299,431.5103538,298.111,200.9981576,165.6711845,157.308,145.6432822,127.254207,99.5093,75.71243096,58.55627065,46.47165,40.01178599,40.55747037,42.47342963,40.8470963,33.2528
PF3D7_1318800,140.8730077,143.451,149.7703324,171.4443346,249.734,656.3501063,682.4199836,318.951,222.6542164,192.0335181,187.591,186.1832646,180.4526511,164.7595,140.841681,126.3179959,120.053,122.016052,129.1771907,135.1244263
PF3D7_1128100,41.89055,55.7270593,70.77879627,84.1718,103.0317128,118.0012708,127.9085,134.2009051,132.2434904,122.3635,121.5473401,130.3729733,126.4609465,110.5437571,78.919,50.95528827,38.69617506,34.3278,31.95802784,30.69555703
PF3D7_0104300,60.8911,46.81355288,38.99574138,35.39595,32.38903762,31.8445164,29.60657571,25.66029518,23.1096,44.01368135,83.43574021,158.963,634.6396599,764.5458618,408.802,191.0058435,105.7919006,89.6581,80.1501635,70.96646845
PF3D7_0105800,165.4240878,138,101.3958189,67.57914761,22.146355,7.452686593,3.392139973,2.840245,3.581305099,5.441190718,9.9192,20.5614713,33.48962477,47.01785,58.89639458,66.05051212,73.23282624,100.7887166,143.978,166.6956343
PF3D7_1227800,73.97263014,52.96736717,41.30605,28.99740473,22.99796541,18.66556767,12.34521375,8.86609,10.96493802,15.40700577,22.9445,31.89955059,47.79879941,149.6855,148.3423455,139.4545549,132.133,125.9998373,116.7919676,102.99185
PF3D7_1364100,44.782,96.07260346,151.1242492,197.2449264,253.6311161,278.487,224.8372951,178.2103911,149.553,96.77662588,65.53276264,27.517375,9.919161692,4.357137611,3.687685,3.283958442,3.103521843,3.026527,8.756393196,21.08507212
PF3D7_1361600,3.655798986,5.316283728,9.615285,26.95936114,44.7586865,60.68455,68.93766627,78.02354327,80.99360497,81.48541503,78.0659,75.03196733,70.87125757,64.4004,51.28481537,36.59753793,13.41284,4.915094871,2.956277949,3.07571
PF3D7_1015600,12.6872,9.905768794,14.62697854,44.7959,104.2034248,175.3543994,234.3755,238.6247964,219.711133,177.1885,125.8581968,100.388424,83.5599024,58.12173367,40.402,27.37332948,24.79427367,24.7551,21.33328339,20.30604444
PF3D7_0919700,25.66337788,16.14390672,11.8034,7.700681869,5.290824134,4.17855,4.402877003,5.490407458,25.839475,40.91605558,53.37976731,61.91655,75.43997925,78.56250335,77.7547,76.70868162,72.17582165,62.17955,44.60149342,35.0129054
PF3D7_1120800,4.665305,7.090595738,15.77306306,38.82095,64.19958996,73.3257855,73.8759,81.04412469,85.93817946,76.69199226,68.36866617,65.2774,46.21400453,41.26592963,43.8363,34.65855185,22.93004225,6.93145,3.13338367,2.885032822
PF3D7_1365700,300.0241016,292.359,230.2693097,157.6638671,100.26925,82.86388061,75.82782665,71.58205,72.54827345,69.07751996,56.6851,47.57114878,46.06211706,47.80795,52.80795591,53.27836723,55.80875254,72.80772888,130.677,264.3353496
PF3D7_1302600,98.05349967,88.8914,81.45275075,73.11563881,63.16985,54.28758486,47.50176807,42.558,37.8668773,37.38262223,36.90971616,31.52471628,19.1303,16.58846218,16.65627709,19.9432,53.04636735,68.95926569,121.161,110.159184
PF3D7_1218400,69.83304865,96.76556154,123.444,127.4482945,124.1612064,112.161,110.5133862,128.6777778,185.673,153.581349,133.7942862,124.508,108.603424,88.83777297,68.9827,56.6237775,51.26150331,50.27065,57.42334397,59.38061467
PF3D7_0613800,263.1894801,215.584,143.1345523,89.77863803,30.394485,9.589251384,4.512271112,4.134095,3.437674036,3.176297998,3.219371,6.517079633,14.27621946,31.3016,69.46964507,92.63466679,140.3974139,240.1078778,315.646,296.6225583
PF3D7_1120900,72.23765,74.75639556,83.76522015,76.42666252,66.67799043,60.2797,47.47569052,36.67708887,28.66,19.0120098,15.34146319,8.49206,3.738898701,2.224458683,2.841865,8.655567573,17.76935418,31.28805,60.56310356,70.84863733
PF3D7_0416100,5.826458137,4.14014518,5.63755,10.52880557,16.20883305,21.66315,28.02194377,33.05123542,37.46695,46.87149382,53.68726879,56.2096804,70.21813573,93.0295,95.77749182,92.02853399,72.4829,50.33989854,34.90400786,13.870345
PF3D7_1138700,11.473546,10.05294658,9.67013,24.69485857,58.13672971,121.642,256.2553343,279.6072896,165.397,96.76451697,64.71477638,53.5619,43.50312378,35.31007748,28.33505,20.62972121,16.03661055,13.91975,12.80467398,13.0326791
PF3D7_0917000,10.12407599,14.71065,21.02310779,26.52368486,30.9328,33.88616705,35.97364862,37.19164962,46.85002458,67.415,72.24495649,70.23088634,56.7287,39.94426888,26.51588857,11.10209,6.212986587,5.133344871,5.238225,7.039895146
PF3D7_1128400,81.2357375,73.49676298,42.7441,25.57872027,19.31566277,17.1487,14.42889843,13.87269904,19.7037,21.10848232,24.33793426,31.42655,43.10336076,55.68086093,66.87675,71.49732837,74.01402067,75.69945,76.48567153,80.65185279
PF3D7_1252700,92.9706,116.6892118,140.9998148,131.0971852,139.6415926,179.289,140.8068765,116.4614444,106.783,73.04958719,58.50459759,64.75185,62.00201289,58.86094722,55.0455,52.76994012,55.43627869,68.3211,79.35284183,87.26183738
PF3D7_1218300,76.25326663,53.82354764,45.93355,42.10775018,36.99924534,30.2168,24.38262952,21.48254567,20.46985,21.56403519,20.98818519,18.45241481,22.64653319,51.6694,105.8938964,116.9736271,106.321,104.1313358,114.0365926,113.68345
PF3D7_1121100,33.5831029,36.67370206,38.87106453,51.63488073,76.0429,85.16481238,81.35311519,61.5156,51.96112184,50.87652592,78.2092,68.23378483,56.34793344,41.0456,27.23395522,19.37900374,15.95965,18.95289084,23.20120855,27.9293
PF3D7_0314000,49.02679953,63.31791221,85.63637873,106.7815402,113.038,83.65018407,67.32114107,62.207,39.06227788,24.54784377,11.111315,6.508014319,6.299318342,8.847425,12.90823772,17.33349797,21.94035,24.80515208,28.716089,35.6852
PF3D7_0606200,115.847,167.0713422,224.3327012,269.973,206.0600715,127.7528336,77.11325,70.08758404,64.73539337,59.62805,52.70564092,45.32820803,38.29955,34.26539854,29.68977312,25.82705,33.0613955,36.24157583,39.02712149,59.25343037
PF3D7_1034400,10.10520434,19.2958,29.64103713,37.95415126,43.1947,44.92031736,47.89525844,46.947728,45.23741838,43.3071,34.20576542,27.62819647,23.9693,17.25165814,14.07495369,7.655475,3.895702385,2.421573577,2.159399,4.728452611
PF3D7_1304000,126.7137479,93.8954,62.74515834,41.61076819,15.732635,6.089714241,2.901781521,2.3408755,2.519769172,3.191644619,5.181455,10.51061072,17.6599356,26.6949,35.95830427,43.66043539,47.79570387,67.35806248,104.201,129.0608448
PF3D7_0528800,5.78646,6.489325739,8.259442828,12.1213,18.90569804,29.73700169,74.00885,73.73971851,68.87006519,65.36615,63.88357959,58.70011501,46.10695,36.56101844,28.96501912,22.9751,17.23533871,13.81156254,11.1239651,7.555190453
PF3D7_0209300,62.31785,65.13947963,70.05248439,62.95661322,53.83238548,48.1584,37.59457573,26.26644189,17.074,13.51681331,12.94728436,19.61465,20.59520613,24.18457489,31.57935,41.84725081,50.25092055,56.9507,63.23223596,64.62310837
PF3D7_1364000,27.0412,23.04151992,18.99931892,15.98025,15.40839988,15.62676707,17.30875,21.97300033,24.067187,29.6834342,48.02562857,72.0507,79.99293198,77.48919847,60.205,43.40849333,30.80989339,34.4353,33.31776142,30.73523217
PF3D7_1453800,43.36773704,45.90685931,70.4149,83.91486661,80.96365556,65.0861,89.01515693,112.8632764,142.6595,118.415701,99.03070569,88.05665,77.9961269,69.20075772,61.6808,54.2545164,51.89774627,51.41785,52.27046445,50.64706296
PF3D7_1431300,18.43925,14.04637332,12.24622252,9.568669725,5.796882043,3.84826,4.309499883,5.469338304,8.13011,14.12679267,23.05374705,68.5287,68.86902764,64.58447798,60.5194,55.35488977,49.44928002,42.98245,32.37599163,23.87582808
PF3D7_0726900,12.15034886,19.62954451,29.3416,42.14534535,47.25473703,48.553,45.98497442,42.25000501,38.09315,32.614001,30.9499089,27.07161761,19.84830523,14.1589,12.10756555,10.01387436,7.89745,6.952092874,6.846954977,7.24723
PF3D7_1134100,24.37925474,31.6464,25.00987056,22.30455591,22.63355,22.16585424,23.57480511,27.5409,35.08840776,48.0109944,71.55205,99.82640376,122.4683517,130.3916203,130.6815991,113.536,65.32358538,44.79516107,39.8826,29.29116731
PF3D7_0304500,30.50727204,46.50675,62.09136575,66.74585617,66.24505,61.35585608,65.06111221,58.23745967,42.82858278,26.6567,15.67812824,9.977134967,7.56431,9.313524815,9.864551378,5.88012,3.144992644,2.659524581,5.396495,16.16054619
PF3D7_0316400,10.3220011,5.8864,3.742197915,2.917986914,2.79388,5.954547245,12.04308612,20.9791,30.41065861,37.71278418,42.1454,41.51432977,43.10188702,40.00649626,31.97189275,23.625,21.7842147,22.15489259,24.0143,15.15994866
PF3D7_0824500,6.6673,7.549404089,9.73622913,16.1121,32.73487794,50.39185207,62.665,62.21585611,57.41427477,46.5568,38.4299116,36.91719905,32.7956582,23.54166344,14.8654,11.47847384,10.34113752,9.84755,7.830872897,7.722217407
PF3D7_1225400,42.3306,33.17023618,24.3336117,17.1344,12.02474981,10.68781253,9.945355162,7.751724434,5.56746,8.000434256,9.549194266,10.20096,12.83116493,21.94135804,69.92965,71.71103354,67.42919065,63.32525,56.55176016,49.02539846
PF3D7_1227100,39.90483164,43.22325,50.1680672,57.16572845,62.0065,59.58396254,56.10365201,52.0861,45.68093816,43.53925245,40.42720027,32.05537163,22.6655,18.80631839,16.78219743,15.4121,12.35722864,11.59748383,25.5525,33.71461233
PF3D7_0805200,154.7048953,290.6403541,451.048,5119.204734,5886.103699,1392.999,363.0089935,74.10777133,25.87385,22.22685573,17.70231796,10.84976,5.315675275,3.56133882,3.154774,4.140734228,3.032245162,4.466705287,11.03798305,32.7041
PF3D7_0820700,6.049869567,7.872200996,12.205685,22.57426151,34.55615351,45.86295,54.6574615,64.49795241,70.08012065,69.93976445,57.1055,39.28023639,30.53176006,27.034,21.71275821,18.4502182,10.54269,7.060671344,5.757929228,5.58668
PF3D7_0310900,37.87241423,29.3046572,13.080265,6.079940723,3.878048249,3.421295,4.950709761,7.247432136,9.932845,13.21761991,17.19522469,21.869,27.37306259,32.90384441,36.41200475,47.95087513,60.6686,51.26869204,46.86948126,45.9744
PF3D7_1116600,40.71816438,45.8694,50.33669053,54.35019808,46.92992949,40.56036782,38.4388,26.83986476,20.02553052,17.9795,20.67089768,23.52815417,16.96564,10.36195111,8.626420063,11.7812,18.12307716,25.50660305,32.1157,36.74205963
PF3D7_1111400,18.28231206,11.9629,10.12966223,10.06914701,14.29335,17.50003895,19.80577806,21.73755,25.42700729,26.83297866,28.7985,35.87622504,42.05197553,47.22415,55.52586968,64.38064164,61.68843885,54.75026977,44.592,29.56848005
PF3D7_1472900,29.37909519,25.18065,22.2212483,21.7223853,19.50609094,17.77643562,17.3949,19.34887521,23.4323572,29.8992,35.92526693,48.46806733,62.28255,55.75814259,52.63983957,49.2739,48.59959143,46.04162991,39.73525,34.04062133
PF3D7_0520500,60.6423,44.51873182,28.6529915,16.04525,9.130696104,6.463144406,5.78344,7.28727026,9.829264808,13.04885,16.35315946,19.60124795,23.4321,29.00224408,29.75382963,25.54467037,25.77176895,36.897,46.92868458,55.40495757
PF3D7_0527300,63.36885,57.06569448,54.37327276,52.68764962,45.47335272,36.0586,39.72858782,43.21898625,44.9169,37.63193704,35.51244317,44.68545,47.52584163,51.96677692,59.0115,65.62194118,69.6690897,72.2194,74.3437629,71.9278761
PF3D7_1438000,84.97409034,84.41338041,82.79400131,82.22079687,83.0348,87.42761794,86.76983333,80.9585,88.329485,98.55579397,202.043,208.2230431,196.5904104,179.0455,161.4046263,142.7555832,124.0875,103.2544295,94.16799504,91.03135
PF3D7_0802100,239.9454509,253.9372537,194.492,142.9080455,96.29161784,30.5524,9.428742501,3.714831055,2.959866,2.53248191,2.475478897,2.6282325,4.458004661,8.17828228,14.990475,28.23645944,35.8138928,49.19420857,83.98085877,135.527
PF3D7_1227500,18.8148,29.02736288,39.35641259,47.33371949,55.66551945,58.7373,50.42957901,41.04481961,33.1693,21.53823183,14.63579541,6.567245,3.447973985,2.318997567,2.0465735,1.955333201,2.027378547,2.6684075,5.588268789,10.68351779
PF3D7_0529800,13.41336695,6.22503,3.507250732,2.885909929,3.09838,4.309648998,6.290054504,9.04927,13.81837813,18.3013276,21.6475,23.61752241,25.59028673,26.6190227,31.15296025,38.0144,39.4087636,36.76613984,25.2663,18.09855248
PF3D7_1476000,13.05135702,10.230155,7.808198504,6.958104282,5.140640991,3.754316718,3.44459,3.823653955,4.953782105,7.76323,12.3770877,18.95614233,153.55365,189.694538,184.0121363,158.791,119.3335207,73.65197902,33.7484,18.98792272
PF3D7_0107400,48.62414105,46.92776678,38.6452,27.20391098,21.62200844,19.3144,13.99634682,13.35321852,9.42601,5.046128911,2.802344052,2.45332,2.673465535,4.120288116,8.373995,17.76620985,26.92808862,36.151,44.59029073,48.62770941
PF3D7_1223900,10.1389822,9.33322,9.749886667,9.849563526,5.9109,4.043878237,3.502840749,4.0162,8.340672632,15.24581597,23.071,30.24529323,34.98747193,37.7537,37.23214253,39.43030182,34.51131475,25.8121463,18.6689,12.68206564
PF3D7_1118600,35.55075,27.35020824,24.06654884,23.2624,21.3742912,20.14999809,18.62070333,15.5294054,13.2549,19.03060749,26.35456226,35.398,148.6751377,170.6318483,97.3622,65.50049201,53.58647793,50.1233,43.71455556,39.12248451
PF3D7_1423600,9.37444,11.51311595,21.87835594,54.8806,105.4449952,121.2289285,120.54875,90.49862234,60.32824004,39.5516,24.82910963,21.66035248,20.41654021,16.14713353,10.97017,10.02254874,8.906700591,7.78438,8.002973448,8.42863041
PF3D7_1346600,6.959705,10.86739783,14.83588216,18.51865,23.41324189,28.22950824,29.01449718,33.87390556,41.5824,40.02305913,37.63124596,34.1693,18.23933733,11.56004515,6.32741,3.278805938,2.254096778,2.1415165,3.600674115,5.291281344
PF3D7_0805500,14.76459148,11.65695212,10.76517,10.95881596,11.84825059,13.9133,18.4232172,19.86080977,20.07295375,24.9261238,36.9021,37.46971475,37.46811481,37.2493,49.86767037,49.76121852,57.7789,49.02104486,37.61505808,23.40205
PF3D7_0925600,8.81774,4.163533836,2.442416183,1.96005,2.077514779,2.41580164,3.34008,6.131088477,9.407768667,13.101535,19.77841727,30.21205828,42.1402674,56.66432676,62.819,57.56934023,49.81819021,41.0785,30.20906097,21.97901635
PF3D7_1401300,15.8521,38.30888907,79.35079292,70.82625,96.95097514,184.0917788,335.333,304.8107252,228.9227419,109.2551,49.1554401,28.03204734,21.4293,18.74330757,19.25355185,21.45714815,20.98876865,15.1455,12.90289802,12.9184069
PF3D7_0312000,25.1753,16.32136489,12.49801322,10.71774,8.665971226,8.582277778,6.46717,3.128611822,1.779274286,1.711315,3.735013335,8.925235737,19.48739,36.12754949,47.58825055,53.7328,54.56476046,56.4981898,54.01432404,43.62036589
PF3D7_1106100,20.687,25.30432349,31.05819938,37.22965,43.0215249,49.99714943,65.6795636,71.96542266,62.055,43.04501243,32.28110288,27.9231,25.07868971,20.55495381,14.9226,16.81093065,17.63448601,18.7585,22.30136852,22.61351852
PF3D7_1240400,10.50665,13.88297918,14.6356037,14.6339,15.4639093,17.02872906,176.8524,215.6794018,205.0991457,144.892,89.14847863,48.6287019,24.57725,10.15713474,5.679781621,4.601305,4.392863224,4.448533504,5.166522564,7.285855293
PF3D7_1325600,3.398044733,5.224595,8.008342569,9.332409384,10.90988,18.06712266,19.20805985,19.82123305,31.96818842,60.567,60.17014195,59.69021828,59.1115,37.79915145,19.24843746,5.6434275,2.092616763,1.298900956,1.247629,2.218750365
PF3D7_1025800,2.309947558,3.99854,5.503294217,9.730641168,16.396,14.00191111,11.27206415,15.46012163,34.97643837,64.1851,50.07404538,32.77304856,20.3106,17.37018612,12.64462252,3.344665,2.122655288,1.396177128,1,1.421871131
PF3D7_0105700,20.29145,22.28269446,24.39831948,23.19332785,20.65418859,18.1047,16.31983147,14.67364367,13.0828,11.52482392,10.52142467,6.24729,3.939813047,2.544775259,2.0850675,2.765400375,4.079519264,6.434785,11.05661619,16.09949681
PF3D7_1432800,44.5325,34.70882804,30.37327628,29.6726,23.29471513,17.65164596,11.36546,12.21259775,16.01522681,24.13475,29.49648081,32.03764165,33.2631,32.89457506,34.03597215,37.23395,41.14357442,43.78447576,43.83940197,44.12799232
PF3D7_1213200,15.6450211,18.70045,27.50496035,34.54853666,39.2626,48.53872037,54.02575117,56.19945,53.88393964,49.03324147,36.58154073,25.43579349,21.7491,17.13014026,12.90604107,10.08892,16.82056477,23.86929967,20.7861,16.43861176
PF3D7_1459300,4.407315,6.687923534,9.433895277,12.106515,18.97267949,19.17097037,18.06702963,24.84533704,45.9103,43.53456194,34.1610788,18.7626,19.46526667,19.14754842,19.01925,13.85180532,11.18263863,9.87891,6.710570353,5.113230685
PF3D7_0715400,27.87577973,33.29515,35.26143976,35.09287398,28.58577019,23.77519463,22.734,19.22015138,13.63433409,8.01192,7.360894527,6.750067708,3.8126785,2.310569238,1.660858126,1.522475,2.661601043,4.952680708,9.076025,19.47559836
PF3D7_1337800,13.097515,8.758787365,6.437537095,4.897235,3.138104613,2.733126838,2.910767,3.402262209,3.201750325,3.313683832,4.615567354,11.6136,89.89580213,209.4837334,399.102,1943.989787,2108.648718,446.54455,110.1798055,25.64940157
PF3D7_1032900,16.3768,14.11857493,11.97671084,9.869485,7.212509627,5.506789423,4.266266687,3.052167737,2.6274,2.758262128,3.044678977,3.68648,6.956680256,9.449128364,22.40695,22.70166955,22.45344647,22.04095,20.8866995,18.98021497
PF3D7_1357600,9.55052,14.16492856,15.38770718,14.77325,16.0318712,18.25036446,19.51971001,19.80281452,17.5964,12.24385988,9.233175898,7.91266,4.585610448,3.901364444,2.945134,2.176359556,1.929808895,2.089482,3.349242916,5.806916357
PF3D7_0406700,3.992264929,7.020123077,11.58772,16.56480879,21.980632,26.39520554,29.82529543,30.6322,23.86344069,17.24681133,13.0455,9.503146831,7.723055071,4.2873495,2.357639002,1.711673853,1.601286,1.642097852,1.728231266,2.2319825
PF3D7_0415600,4.225139231,7.93241,14.03131923,21.35195253,27.98575,30.65616898,30.56156794,28.01435,25.476143,23.76613818,16.18134715,8.835958885,6.3615,4.91722074,5.524610741,7.99707,6.593309194,5.387683536,3.13952,3.275978387
PF3D7_1222100,30.22677006,31.89320136,29.71544716,25.06565323,20.0452,14.86403534,12.17055521,10.79708,8.626742484,7.216526527,6.23452,4.970942534,4.338639751,4.03965,4.113274159,5.233013607,8.561385,14.5783519,21.33889114,27.9196
PF3D7_1320700,3.232885273,2.68082,2.321097711,2.251451211,2.438301,3.969418305,6.172269206,9.11165,15.94145875,17.26625275,21.64802236,52.97496239,124.145,156.2732133,150.5157182,103.84,75.63334268,52.3121289,18.31668,6.643593839
PF3D7_0820100,7.999507016,4.760995,3.095016122,2.676711881,2.994945,6.068233856,10.31298773,14.829,20.34182514,22.39637584,22.8601,21.26897688,20.8453778,20.16140846,16.89309044,11.2701,9.372211811,7.835472792,6.74489,7.880734444
PF3D7_1145500,24.5642,24.35403463,26.21842049,21.82561877,15.47113923,11.5029,8.622341086,6.837974762,5.7534,5.011200229,4.937668889,3.5490105,2.55975087,2.16772541,2.117861,4.083553471,7.862111463,13.46635,18.80254878,22.37720973
PF3D7_1143000,14.72810741,15.2277863,17.3906,18.83348778,17.47305354,11.657,9.736835303,8.640262328,4.666439,2.654509667,1.717428195,1.523982,1.696009941,1.996444982,2.4850505,4.287357922,6.396459635,8.513065,12.75984693,14.81299259
PF3D7_1305200,8.927755644,11.59088162,13.05145,13.2739742,14.02161105,14.07937219,13.92564471,12.8808,9.956763429,7.625251315,6.13699,3.955690915,3.636444444,3.0814805,2.434583316,1.877425678,1.6239195,2.138583035,3.300553083,5.46081
PF3D7_1442700,3.639595143,6.137822656,9.411545,14.16214839,17.40921622,18.94949275,22.58777233,25.6437,22.98709899,18.07928123,12.2612,9.456995185,7.749618333,4.185184,2.549790415,1.799286621,1.5908795,1.469782904,1.50348469,1.892674
PF3D7_0906000,3.277321786,5.32521,9.126032121,13.96022561,18.5889,20.68640114,21.16199476,20.40725,17.72568603,16.0012175,13.27169069,10.01663256,8.3608,7.332816879,6.526581839,5.81507,4.914103173,5.034225185,3.9578225,3.126988929
PF3D7_0806900,14.18628957,14.42553796,14.2698,17.57452813,19.65630621,20.6374,22.2748599,24.71520013,28.66036673,28.18881556,20.0604,18.63643009,17.18416461,15.058,9.549649005,8.350859264,9.60615,11.23411301,12.27853833,12.95995
PF3D7_1223300,24.41469268,25.98095,27.62022696,28.58739593,28.43880297,28.32219228,28.2888,26.44794179,27.21869259,31.2321,23.24836666,15.52961524,12.1628,12.07698867,12.70575619,15.30765,18.4200825,20.53633328,21.7336,22.99393724
PF3D7_0605000,14.651835,23.31220015,29.36711536,32.27045,27.53938347,27.51131509,25.96590838,19.94403605,10.78262,6.849612476,5.347537366,4.6596,3.088445582,3.80308963,4.2733225,2.676907099,2.053424693,2.071255,4.170561729,8.169342349
PF3D7_1369600,21.23383116,21.3283,23.20678908,24.76032022,25.7353,28.27378112,32.18341955,34.085082,32.8907776,24.309,17.72658757,14.34071621,12.6198,10.0897038,9.859448286,10.688615,12.60265558,15.40897995,18.7101,20.61714831
PF3D7_1024900,2.052744677,1.788903888,1.7647255,2.691458758,4.814506783,8.395575,11.68417026,13.66720387,14.87605,14.64136508,15.39780283,13.23086121,10.77818754,9.60277,8.184288466,6.518261591,4.89122,4.192727554,3.909653781,2.75931
PF3D7_1333500,3.304377349,3.12857829,3.13741,5.79049608,10.67772272,17.14325,22.15132784,25.04650173,26.7242,22.99725432,22.49003424,17.78110295,11.15127634,7.40139,6.178220543,4.800357564,3.5029,3.596037309,4.014957136,3.699675
PF3D7_0815300,7.995852238,9.893417687,11.2537,12.1782899,12.81306296,11.63463704,11.17406296,11.6711,10.07916601,7.771761769,6.00385,6.702998148,6.745126981,3.5788315,2.280134464,1.92670083,1.9500985,2.739671642,3.866738186,5.302735
PF3D7_0403100,4.812300516,4.808183387,5.100405,5.922383563,6.652130301,7.284175,9.706414479,11.66231074,12.74855,13.58125829,14.70163213,14.855401,15.68896453,16.9155,15.04086574,12.43478204,10.51857,12.45562926,12.06098666,5.98453
PF3D7_1122100,1.793162,1.926502595,2.393740031,3.4307295,6.324936497,10.11412806,14.56825,19.59111505,20.46873594,20.50035686,19.89221687,16.708,11.65288989,8.432184344,6.87037,5.841203768,5.512860172,4.077565,2.715224975,1.986431723
PF3D7_1456600,12.06815536,13.09829855,13.2826215,12.8194775,10.39339,8.170685644,6.074741305,4.64768,5.800987872,6.462442128,4.72742,2.848634815,2.243628006,2.42954,2.439188436,2.941413671,4.68056,6.65759129,9.124789159,11.4169
PF3D7_1222600,2.111082283,2.006197,1.986917997,1.909004754,1.935928285,2.637113129,6.20437,14.72309482,19.1745015,21.122,37.65921415,42.37275218,23.22592,12.18484272,8.037018296,7.270715,6.396343564,5.191896607,3.702525,2.525103356
PF3D7_1100300,1.78779383,1.699325297,1.464137047,1.249646,1.616484519,1.636679,1.327539,1.578584667,1.964792472,11.408485,9.897466998,11.13323945,15.3859,27.81328216,37.75302812,42.5241,21.70102988,8.141725168,3.669435,2.065140709
PF3D7_1114400,4.767693289,3.95431,3.510238161,3.257953046,2.175251,1.567060468,1.404124946,1.5749765,2.7971241,4.486968704,6.470795,9.705930003,11.21760414,11.63455,11.06721861,11.36546048,9.978215667,7.346709594,5.4254,5.201615291
PF3D7_1002800,6.377804199,5.20942,4.719317943,4.922531111,3.823959,2.683345663,2.098004096,1.8475615,2.862923112,4.524608101,6.66406,9.817302244,12.02368651,13.22695,13.64316412,14.38543748,12.96879719,10.71089266,9.05887,7.714490235
PF3D7_1428000,1.6077575,2.488237489,3.785429181,5.65416,9.672436421,9.289814444,7.328865556,9.247433333,17.7459,17.24467143,15.00221116,9.519,5.76042511,4.232055856,2.431226,1.783082003,1.482141839,1.334722,1.264633468,1.3044143
PF3D7_1002000,1.44029926,1.4155345,1.370381167,1.363902708,1.269800305,1.188009435,1.169569,3.782026971,7.479844582,12.319,27.93331282,85.87417796,234.0605,122.1753824,46.44567873,17.3288,6.784308788,3.529472006,2.494635,1.67992334
PF3D7_1372400,7.470570258,6.263324033,6.13956,5.393931736,5.388154815,4.51426,3.104960424,2.098709293,1.6506205,1.571473152,1.611091263,1.9961195,3.04334973,4.635863494,6.652,8.269083572,11.36487944,13.79908194,14.40546434,11.5997
PF3D7_1039700,21.1406,8.724275371,4.683048996,3.401794211,2.308387864,1.934626,2.497317852,2.571288148,2.21994,4.20854,4.184353704,1.9170125,3.017668371,10.71766326,41.22965,113.211368,160.053735,179.7375,108.4248479,49.44207009
PF3D7_1233300,10.330715,14.8927142,17.83962994,19.2773,17.08182447,16.13980176,13.59186581,9.05458604,5.73658,4.728129764,3.999694929,3.4244,3.102144177,3.185156296,2.5619655,2.330272186,2.123338746,2.0316065,3.635868705,6.442281077
PF3D7_1102900,96.4386,56.90469515,29.41438538,13.966505,6.429283341,4.425076964,4.04909,3.911777086,3.596540038,2.840735,2.100626015,2.36364037,2.78342963,2.607809481,1.460208,1.478336837,2.953632544,10.14787,19.10158612,32.57292139
PF3D7_1318600,6.39151,5.650708879,4.564725659,2.313488,1.530106755,1.258952655,1.20983515,1.362508691,1.644760363,2.1345105,3.527374054,4.774787155,5.758815,7.340274797,7.58205928,7.46916967,7.26276763,7.03441,6.137298255,6.007598889
PF3D7_1106800,11.11056666,9.479557984,8.90523,8.441541121,7.265861281,5.37908,5.17267106,5.109360476,6.57212,6.629297053,6.998650161,7.65436,9.393816237,10.52954444,11.104095,12.03987371,12.62609285,13.0054,12.99388068,12.82406009
PF3D7_0517200,3.102324522,6.60305,52.68306609,87.0560183,57.6676,26.47410686,11.60541743,8.419975,6.957773195,5.478755776,3.470305,2.981551907,2.443774049,1.8899295,1.755910085,1.733078658,1.728751346,1.64520783,1.452488,1.909810203
PF3D7_1137200,2.695654,5.343802662,3.7572732,5.168782837,17.83167673,63.1393,140.8100913,154.7453159,127.519,105.7323512,77.38236689,23.8991,8.724747941,3.817372291,2.80545,2.439900496,2.180507967,1.7779155,1.862215297,2.088121002
PF3D7_1011300,5.79660963,5.954563333,6.67143,5.673576336,4.581798479,3.95753,4.034122593,3.885126737,2.5228445,2.019153515,1.848836691,1.856695,1.917101957,1.860090914,1.7887145,2.567281533,3.508354424,4.374675,5.746812688,5.96923037
PF3D7_1433900,1.38764122,1.557341873,1.774003,2.516271985,3.491215424,4.627815,6.240113961,6.893839259,6.090140741,6.155590741,7.57905,7.469368388,6.344982468,3.52846,3.172885004,3.048206247,2.138212,1.620348675,1.336353461,1.263693
PF3D7_1027900,11.9404,9.175726501,5.854172421,3.45585,3.017631338,2.968855926,2.591785,1.866457593,1.670223352,1.8348815,1.780303352,2.07230654,3.00816,3.641469271,4.808250422,6.675975,10.38927861,13.05055945,12.7166189,12.27475455
PF3D7_0200100,7.164458663,3.688335,2.196000413,1.752446118,1.645784,1.634423175,1.577683672,1.738035234,2.409653922,3.37455,3.416505926,3.45513961,3.51961,3.904023483,4.547345909,45.663695,54.55666026,49.13701751,29.4461,14.98187602
