,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38
PF3D7_1118200,90.376275,66.43949372,53.81098902,35.00683112,22.5093,15.89485399,14.23243275,13.9743,14.29727809,16.08710194,21.8936,26.86611418,40.18954097,76.8892,143.7130756,211.4340575,258.722,230.9755841,190.6848717,143.656
PF3D7_0525700,58.2185,34.91785868,30.76457407,32.9465,26.0750639,19.94702195,9.898455,4.247257261,2.795257725,3.54671,6.655512051,12.69589454,22.64935,32.23029808,41.94154726,51.1359,57.42659382,69.43785378,87.16789911,88.75810429
PF3D7_0424900,8.667121197,15.88789851,27.539,79.09099236,189.5886509,604.9585,595.9513172,500.2298366,320.565,164.2025521,72.79423962,28.0001,10.89825748,5.392302463,3.730405,3.489802042,3.186520218,3.542114881,3.931011162,4.15474
PF3D7_1119000,69.4735,74.0396772,79.15665896,78.0768957,74.05563296,64.9538,47.71178984,36.11080028,29.5559,20.85956097,16.18130965,10.738245,10.07582705,12.66788085,21.87555,33.43437391,42.50622771,49.1504,57.09545552,64.11591559
PF3D7_0211200,7.030135,14.13495587,21.54132608,28.52175,34.58696419,40.35190317,45.8452,52.34107732,59.85145548,62.50837774,62.95737096,58.887,45.72532978,37.99381556,34.4886,24.27827629,16.99844927,7.87867,4.512958833,4.32976231
PF3D7_1345400,47.6816,36.54070954,28.43510974,23.0269,16.95756709,13.64897363,7.213965,4.374378113,4.0082987,5.543695,8.782425877,12.77764458,17.26345,23.77505227,30.36369835,36.15405,40.06611092,47.81641821,55.50295911,57.29695988
PF3D7_1021000,18.99222257,25.15112957,30.5226,38.94631831,49.2878485,56.00726314,56.59444248,44.9077,31.23316948,23.4007796,19.688,17.01896339,14.86387817,8.84132,4.327336675,2.966817492,3.076795,4.019394685,6.405468561,12.01107
PF3D7_1025300,11.47594338,6.445735,6.989488425,10.44251382,20.0547,29.96400517,36.16330904,39.88645,45.35657339,48.23289379,49.67875,50.87483364,52.29595019,48.36345594,40.6613509,33.0573,24.1249829,21.1115136,20.3012,15.14659793
PF3D7_1308800,53.31925334,64.4342501,70.25856135,70.4976,52.31699732,35.42428505,25.6475,18.67501725,15.5279431,8.42807,4.050692035,2.759349219,3.147665,4.017071805,6.069146403,10.48165,16.51713327,24.00613575,32.74025,41.25737921
PF3D7_1413400,5.15274487,9.678685,15.02386888,19.91247252,24.3097,29.72783045,35.576493,42.66382428,43.65552921,33.1643,24.68574783,19.70473436,16.9047,14.45967715,11.42641702,5.272735,3.755488476,2.688386636,2.084932,2.94074642
PF3D7_0831000,3.605399109,2.418727961,1.510882014,1.284805,1.319775233,1.585853794,2.43507,3.018156811,3.748433511,14.01415,39.22434357,80.99686861,121.6975,121.0660577,106.4951544,62.02015,31.16258003,14.90659652,7.52153,4.88883502
PF3D7_1343500,11.118535,15.43769003,20.08038456,24.63835,27.77345014,33.05918569,38.01104285,39.25355446,33.1572,22.70834684,15.69790645,12.4435,11.73967794,10.50518286,5.33422,2.532265916,1.782560445,1.8947185,3.837656695,7.028748598
PF3D7_0717900,26.69995,37.8087317,43.93764451,45.81355,41.94443459,36.4903857,30.292,22.57197492,19.55497468,17.0454011,11.82590146,7.37934,5.884760195,5.721743193,6.10344,6.50176007,6.979335208,10.945365,13.68461516,18.64838963
PF3D7_1364600,17.4265,22.71279032,29.39059905,35.98456619,38.61932094,35.405,25.17185261,19.56678578,17.3415,11.70716792,8.33384185,5.352135,3.768231897,3.012939193,2.694935,2.882755272,3.650589515,5.56437,9.037798416,13.10690081
PF3D7_0221500,21.99771773,64.1128,140.7389846,164.0655584,154.8095,99.51604776,50.05169567,20.05525,8.615250035,4.902651227,3.479949723,2.456160447,2.18314,2.433517778,2.417827407,2.12262,2.254400269,2.41346441,3.194355,7.198606893
PF3D7_1425200,16.9786402,16.26159152,13.46926423,9.09291,7.907572297,6.33670417,4.30253,3.274651485,3.164767778,2.5341505,2.39550415,2.645655869,3.8476,5.407415255,6.981499189,8.527935,10.09556225,11.93294502,14.04175,15.23286907
PF3D7_0424400,2.644145,2.141815792,1.807615821,1.5607,1.250754425,1.140678438,1.1165905,1.098596532,1.077892234,1.103844669,1.15673861,1.213739,1.271585047,1.480568397,1.973683,2.181780438,3.385828522,4.89937,4.409766913,3.598223788
PF3D7_1370300,58.54479428,121.968,365.5208357,835.3571389,9077.97,11212.90981,10564.04251,6894.175,3654.675757,1562.11976,469.284,130.7307408,42.87097224,22.52245,16.38788814,12.81496958,10.47218535,9.635279953,10.73321,26.9138412
PF3D7_0821400,137.10655,112.061,117.9888286,131.4680363,158.915,201.5806347,239.730157,327.3543672,418.9445775,467.946,757.2743655,1346.060775,2334.98,3685.991453,3683.845473,1362.0645,572.836474,289.0073652,213.1925,172.0773505
PF3D7_1134000,372.0904298,301.9679008,209.6333694,149.563,77.32033277,47.81321653,39.9225,46.24707509,54.49179713,123.5594,160.8748317,219.158883,303.115,443.3300056,611.8957898,744.688,731.0346611,702.610608,647.054,476.3269157
PF3D7_0721100,640.7132456,631.89238,581.9421601,444.81,280.2291655,173.8739673,119.432,96.22850339,84.27014513,42.776955,22.07319207,25.01984236,73.9918,161.2441261,257.8224157,344.2535,406.3313474,454.3414552,493.4415,561.8124996
PF3D7_1428200,322.8062875,314.2572257,158.4935,118.4283572,101.4953255,93.20295,72.82347287,52.13975744,35.45285,23.41654539,19.22552401,18.3494,21.43398753,22.80300231,26.57031012,35.37089994,47.2188,65.45697306,105.3749979,188.059
PF3D7_1132300,152.602248,138.0543946,113.629,73.60896404,56.58988937,51.1067,38.8342635,30.19876215,19.92395,11.84198364,11.08950588,19.2663,33.55680877,49.93999602,67.5184,93.35835508,114.8893733,131.8555,142.6782905,157.6165129
PF3D7_0708700,15.56412992,24.0436,36.80699359,50.66184812,64.644,81.37360433,104.6902501,119.5313072,139.9654535,150.255,125.6806346,104.1385289,91.0002,71.19740105,53.7149424,31.75335,17.79196318,12.34605471,10.74286,11.97077928
PF3D7_1419800,139.7008941,138.621566,127.1899698,89.349,53.80483735,39.5192375,34.5885,26.58291442,21.20638292,10.416895,4.970337264,4.2313408,9.040585,26.09494725,49.21700574,73.21195,91.15520011,103.4539686,112.033,124.5142709
PF3D7_0208500,98.82241874,96.30844467,86.0133,76.87190867,70.16859256,64.4004,41.6944961,26.7594188,11.45257,3.841386648,1.799795435,1.841845,5.261832656,11.38688643,20.99545,39.84574654,58.64474919,74.10975,88.73588474,98.89377048
PF3D7_1303000,86.82470129,94.95588985,102.77055,134.1941579,162.5890307,146.9166169,117.6130942,90.3525,61.3276917,40.9508859,30.0609,29.45550836,27.20939177,13.10162,13.07755762,17.7982381,30.8258,38.30023513,50.43574875,69.4506
PF3D7_1478000,3.491948974,2.923322306,2.941395722,3.115365544,4.09017,23.16108604,44.04079823,64.7999,159.1436136,362.9501409,845.969,697.3029306,519.8226269,330.7,167.6592187,72.3605219,25.38325,11.07771082,5.830070345,3.845005
PF3D7_0601200,669.2431476,359.9518481,158.9845,63.35303555,31.7984158,22.34991321,13.93104588,10.89249,13.25931222,12.52413852,8.05682,19.23747185,21.53136667,15.5518,27.89074146,82.32062892,266.8215,681.7001994,905.2221812,976.323
PF3D7_0827500,6.229917846,11.09435728,17.347505,30.28780018,42.08858966,51.6095,63.78010418,81.00105264,93.9714541,98.15556332,87.8288,67.76120991,54.66522852,47.5568,37.53594458,28.36887835,12.415795,5.887997772,3.425323251,2.953135
PF3D7_0715800,30.34873014,26.1496,21.20126225,17.67130423,9.405985,4.869799909,4.436480699,9.231065,19.20326429,29.39021819,38.6898,47.32386648,55.07856484,62.56275,80.29249144,93.9563888,96.4082944,91.83791137,67.0281,41.6343622
PF3D7_1305000,55.28509861,61.86452058,71.9395,63.22901539,52.16077888,42.0927,32.07554462,24.3224649,12.861485,6.262088817,4.256516037,4.159835,6.875828167,11.83932063,19.26915,29.17819719,37.5703869,43.97585,49.67219596,54.1215281
PF3D7_0201700,2.65747,13.44081928,27.41939331,45.3151,167.7589338,409.4065769,1013.9235,802.1253791,534.5068722,280.7595,116.2390892,44.2447441,16.727875,6.550175131,3.74662101,3.014255,2.511829335,2.070138464,2.022667565,2.08023148
PF3D7_0709100,30.4726,24.76721455,20.91326057,11.75169,6.67648174,4.385401715,3.74461,5.566662072,8.873980159,14.30504,24.84957224,34.66298449,42.924,53.92210082,68.50546074,78.42408593,81.47083966,72.2742,46.78779689,34.35362361
PF3D7_0221200,4.905177535,11.4109,18.57524802,36.24978095,75.27855,129.0477757,173.4275895,198.5625,174.5986762,135.0373857,82.3037,46.42557735,31.06636255,24.21683153,14.471141,9.08373,9.033912462,8.719057515,7.38007,4.771384973
PF3D7_0210200,57.27986818,64.47242758,68.5278,55.37228178,41.7695749,32.1715,22.37961759,16.59039207,7.83924,3.892405491,2.673841506,2.591615,4.301844704,7.728178276,13.611915,21.95319327,30.18713161,37.53435,44.84029189,52.54758885
PF3D7_0425200,1.481679246,1.230503376,1.293139308,1.496342305,2.04483,12.92111344,26.24775385,43.0013,601.0163871,772.6975076,425.2505,214.1311257,109.7077773,71.694,44.46883986,24.01316857,9.614455,3.725240506,2.167139045,1.797739
PF3D7_0713300,4.832351398,9.34766,27.42387282,47.47606133,860.3107,955.7260173,829.5997025,547.3155,272.1049937,114.4734237,41.3084,12.88982099,5.174341842,3.325595,2.373275372,2.067943903,2.022908063,2.072756708,2.4506,3.158625362
PF3D7_1303100,72.42596003,82.46445333,77.59016221,63.13323097,42.4197,27.77689896,19.36813021,14.8999,12.70564513,11.57052624,6.8901,7.628898047,9.966224991,15.15585,24.08577054,30.55687398,35.19355,47.53495219,57.9712129,64.97945
PF3D7_1229600,41.5157,34.02960789,31.34318493,30.9883,21.3487648,15.2740597,7.90271,4.395644427,2.665952824,2.179124,3.44303682,6.313366105,11.901865,20.09770956,26.99435123,31.69225,34.81581813,40.22391365,42.7987346,43.5970289
PF3D7_0925300,30.5721476,26.3793,18.42106526,13.13324711,6.07571,3.077856737,2.215006044,2.177253,3.453830763,5.763197175,9.98682,18.2043538,25.97915689,32.61175,41.26429475,50.28201049,59.43837747,62.65368625,56.0575,39.92029343
PF3D7_1202400,46.4055287,52.86623426,52.10111297,48.31299162,39.1303,28.91699068,25.19054745,24.0583,18.25087698,13.66805541,7.763125,4.308245878,3.189906443,3.31183,6.919569601,11.21872608,15.82545,23.85158299,31.05864054,37.76425
PF3D7_0309200,53.50909712,42.4099,27.82703154,21.45906003,14.24062,10.05054269,8.42000552,7.99262,9.674405134,12.32721602,16.2159,21.5268922,26.40918001,30.9435,38.29449557,48.37712899,55.77302027,64.62408119,68.4232,62.65271823
PF3D7_1368700,33.28212612,35.91710622,37.53175,41.5160455,44.78758889,42.71091111,42.60562593,45.4997,38.67988235,30.25283176,22.9569,15.67673751,12.71337886,7.17301,5.389805745,5.81799536,9.350245,16.73117833,23.60340442,28.8405
PF3D7_0604700,8.963173211,15.5272,22.48432046,30.82068703,40.1908,49.50487728,60.3712431,62.72022711,60.71443841,47.3546,34.4979202,24.18260629,16.8162,11.25259806,10.53030741,7.06542,3.820139579,2.813796583,3.306825,5.152562257
PF3D7_0921700,54.13492746,56.9505974,48.2589,34.33044408,24.83920938,19.462,13.66276511,11.1023335,7.263635,5.137456749,4.568791057,4.794515,7.042737252,10.59773686,15.15635,21.01900046,26.90236277,32.4461,37.14833402,45.0438327
PF3D7_0827600,20.86384349,16.35863663,13.6689,10.85656922,8.804151574,4.5783825,2.955263318,2.558262849,2.68665,5.126612574,9.037020265,14.0074,20.49286407,24.34041992,26.5016,29.06623073,34.20345115,37.97478113,37.59034635,28.2625
PF3D7_0208100,47.41938376,33.00613298,24.6249,15.26306419,11.18534299,6.36777,3.979397358,2.767739413,2.29148,2.748077876,4.015150253,7.00502,13.83798798,22.80656113,32.93765,44.01040765,58.1353873,67.79445476,71.34910627,65.9314
PF3D7_0520800,40.81158244,35.1804,28.70981372,22.43294837,17.1714,14.1341636,11.32677717,8.10787,10.47876363,13.43083138,16.52085,19.53962763,22.31594787,25.1256,30.92359265,34.84891631,36.9759,40.67012485,44.52653957,43.70950136
PF3D7_1339900,7.852566492,3.773593,2.575579956,2.358494418,2.71195,4.577619684,7.701384275,11.601125,14.11246343,16.36557041,18.5985,21.24270179,24.8447019,26.70799539,27.04136743,24.3034,19.40220475,15.4532368,12.7919,10.26578951
PF3D7_1201100,2.422010738,2.57562,2.819353224,3.189151451,3.88777,9.141355037,15.63475248,16.765935,35.30310689,84.64478126,176.25,228.4817379,218.2528487,130.5652,49.19243842,15.68237322,6.274455,3.660383474,2.935239902,2.543395507
PF3D7_0107800,6.654980185,10.57625,14.72038654,17.55668501,19.49655,22.22887632,24.48474994,26.08995,27.5597404,30.16431496,26.92945215,21.93173408,18.251,14.22870466,10.49810687,7.8115,7.439664155,7.121394095,4.666675,4.989550208
PF3D7_1241600,29.82683158,20.1967,15.58942004,12.39991747,9.83788,5.745124247,4.862147407,3.384293,2.008270778,1.654370859,2.42438,4.730979429,7.338390515,9.873515,14.10256947,17.34179618,19.31865,20.48909157,24.64698885,29.76363887
PF3D7_0103900,46.07033981,37.50147193,28.6448,17.78062033,13.89190371,12.7951,8.99497141,7.645723175,6.647495,7.789925557,9.345889186,11.30896,15.70789265,20.60208597,25.64825,35.96126147,42.16280483,45.30905,47.75543183,50.31741991
PF3D7_1106200,12.468688,10.54914,7.978725173,5.894923197,4.69444,5.281173333,5.141564032,2.5613745,1.997480276,2.141253663,3.40878,5.424330124,7.506314186,9.55819,12.35106658,14.46832428,15.92855,16.74700049,16.80410293,15.07672808
PF3D7_1430600,15.77049599,13.0298049,10.1231,8.881189608,7.763139537,6.55737,4.925058426,4.005796653,2.915225,2.281897813,2.208691224,2.807185,4.515882306,6.570324493,8.5356,10.10592823,11.94066514,13.9361,15.45971194,16.91737022
PF3D7_0831100,1.337302883,1.57541238,1.941903,3.222177684,4.097949351,4.53932,3.863924256,2.982274576,2.225567,1.693506015,1.39773879,1.25419,1.235975368,1.189204643,1.149822304,1.113918627,1.101143,1.091372062,1.114184384,1.230744
PF3D7_0114800,1.040215778,1.147769055,3.025215,5.673643949,10.66404383,18.075,22.97342311,21.76539295,12.415585,5.612194776,2.811689083,1.7996,1.384376012,1.226855073,1.069785536,1,1,1.089696085,1.142540434,1.155118
PF3D7_1102800,8701.02,4654.957475,2434.312562,1262.05,541.692976,294.8264476,213.5015,136.6741694,101.0221947,103.9168449,116.3078238,161.148,1540.430579,3322.319469,5631.86,37169.59739,51712.4225,48570.1,28599.57886,14900.66539
PF3D7_0716300,325.999,406.9806891,487.1504444,571.949,705.7913305,921.0654153,1078.388263,1086.727535,792.97,496.0749267,370.6677154,324.236,230.608256,166.5860218,73.8127,35.77016338,32.45298489,66.5759,138.9454828,229.859323
PF3D7_1358700,510.035928,530.846,518.1075024,468.0205548,484.108,424.0314498,360.5921424,293.933,213.9876988,142.4725738,94.74795,97.83849931,112.8337971,155.3765,199.5478695,224.8644089,266.6669076,341.7778854,407.016,468.9764342
PF3D7_0936300,814.7686679,393.4046748,149.31455,46.03338466,17.7948303,11.34039,8.057436235,5.618772721,4.85875102,4.261078973,4.0918,18.29926594,42.9157396,84.4249,230.3958545,605.5771006,2360.39,2322.683974,1986.916086,1413.91
PF3D7_0606000,175.4794091,183.8235926,154.151,283.242604,456.2752108,442.076,279.108954,184.8984157,150.438,115.540395,83.23297762,55.6237,34.75874677,26.85412302,24.80765,27.40939134,27.28714734,30.45810131,48.74902071,100.0236
PF3D7_1321800,48.54122583,52.00254056,59.65383183,69.5794,87.21251597,109.2343532,140.571,273.278,381.0703584,378.619,263.1151354,209.9030603,198.4715,189.4483838,172.3207658,139.0925,98.58102944,68.48593349,51.7797,49.07928572
PF3D7_1414000,189.5188437,221.977,164.655893,128.4789152,114.371,73.43527801,49.57705259,23.617515,9.045747812,4.82803371,5.72942,12.06011643,22.55300803,37.2425,56.43145273,72.84496516,87.50755,121.5957595,151.6211242,160.2304571
PF3D7_1439500,347.3625,168.6883814,74.35722394,35.28645,16.47991909,8.058599728,4.59178,4.878269822,6.320085338,10.250445,18.5908534,22.42759841,24.79942298,42.82886669,112.213,350.537538,540.0813534,650.146,757.1411509,714.7902374
PF3D7_0934400,82.89051295,67.32388801,62.2939,57.74654804,47.8400139,16.371815,6.803068936,4.499791203,4.4422,7.621032124,15.78878923,30.97885,45.64388192,58.34038769,69.337,78.9225282,88.06573953,91.10408362,99.82290746,108.381
PF3D7_1478600,358.6464301,247.9222866,119.92175,65.56142856,40.32344071,27.24615,17.33697175,14.39171002,13.61256639,11.07502366,7.94112,6.761991697,6.492606504,6.45576,24.22739204,59.49099816,92.4647,172.4910957,295.1047779,418.6095
PF3D7_0803700,96.08886227,73.1934,44.04374359,36.8769359,36.7966,25.6829176,19.7276656,10.96214,5.704838624,4.279866673,5.503445,11.74402758,21.99095047,35.59655,49.82414626,63.05593739,74.3077,81.37159922,89.87519217,97.40288498
PF3D7_1336200,22.10429726,19.18900046,12.4069,10.52858085,12.56646716,21.70745,37.06271392,53.0290468,67.9263,83.94364358,93.69217942,99.6184,100.2522838,113.0767612,119.4359917,111.602506,70.3307,48.96316779,38.92047309,33.5089
PF3D7_1016800,135.099,1167.970196,1347.730541,592.6905,281.2630158,130.267395,72.01205,40.08689701,23.51608508,14.10185,7.004917729,4.62009144,4.139585,3.91660378,3.72139539,3.91431712,4.604262742,6.58711,40.39239955,82.26936476
PF3D7_0726100,29.6411,46.88318366,103.5725685,474.083,369.8138841,265.1101099,174.856,121.7139469,82.83797031,54.02435,36.3959259,24.05519644,14.96845,8.203847154,5.204890836,4.765128196,5.364469,9.26769,14.74135153,21.2702765
PF3D7_0830600,246.8525,131.0371745,63.8066399,28.9456,16.43860769,11.97893423,10.056945,7.302506535,5.887299881,5.108261271,4.570607115,4.46086,13.37919248,26.93649838,45.0724,82.08360605,235.236652,808.6615,599.1436978,399.7839879
PF3D7_1233800,11.30326317,10.34355,10.47162213,13.03108062,20.60345,32.47365816,43.93723462,53.95515,65.5314839,77.96040942,89.28751609,100.2067626,103.761,87.43817518,74.93570804,68.1503,49.21619396,33.68963878,20.0573,13.6242297
PF3D7_0919800,15.85625,9.411368284,6.726582698,5.75291,8.42452335,13.34064851,21.6319,31.83827929,38.70449309,44.1026614,66.44008471,100.7465,112.9034659,108.0774891,79.067,56.87616257,43.96069919,49.0047,36.09457168,24.39506977
PF3D7_0907900,15.77688549,30.07519744,46.97825,58.32927557,65.8224153,71.0074,78.5612645,87.34123551,85.86932657,79.30462442,64.7243,51.30727467,38.41263382,27.4676,21.59597905,17.64986575,8.77032,4.431601194,3.715176513,6.51475
PF3D7_0824400,15.6014,14.67551681,13.62850217,13.5803,17.55736904,24.50639625,36.32125,65.57760706,95.21489708,118.0965,128.6301175,125.0666052,111.08075,96.77741498,87.82263575,75.99510516,53.21313594,33.5072,20.92026089,16.79436782
PF3D7_0307400,28.25185429,37.19348633,43.91715,51.93150686,60.59998256,68.57801906,72.34471195,72.1942,52.16969611,44.4994938,43.9742,24.61852437,16.14318598,8.62413,3.939585913,2.498975671,2.7424295,5.503612195,10.23612494,17.3328
