,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44
PF3D7_0902600,10.98784,7.600865123,6.506728611,6.0577,4.711412783,3.431805906,2.996315,5.174071733,9.426963994,15.72015,22.23860948,31.65460549,45.62145,79.29789446,98.29503661,115.1215,180.0283132,221.1376055,171.94,95.84244925,47.96190477,25.5749,14.15207719
PF3D7_0906890,31.7214,27.58928966,20.59414803,11.2227,8.738845322,6.324484125,4.812835,4.312188343,5.722917824,10.068015,15.22107162,22.22139715,29.6286,31.90640045,38.38866221,53.46655,58.65704944,62.90752151,57.0764,51.20800097,45.52819181,40.1916,34.40719726
PF3D7_1035400,6.32264,15.77392592,38.04262426,93.6099,285.9307402,627.1311322,1087.7945,710.6973857,434.9924873,269.17005,129.2292297,47.01523694,14.11433,14.19386114,11.84543025,5.03376,3.527138013,2.036157106,1.875569,2.549602853,2.957965914,3.12188,4.723242501
PF3D7_1014700,66.61,41.53523517,25.07167376,14.833,10.33597746,5.838977637,3.37766,2.344890966,1.889888947,1.7378205,2.525209297,3.746230253,5.50993,9.060010407,10.15269801,10.104305,18.70848911,26.44379686,33.6017,87.57284641,115.7208554,122.033,87.25150977
PF3D7_0525200,24.8645,29.43036168,33.30631804,37.3107,45.38492015,50.29905323,45.4529,42.04026109,34.77441013,20.55295,14.61280848,10.28251737,7.037675,6.528006671,5.838775816,4.56364,3.774846076,3.368338196,3.65648,4.911851105,7.500918821,12.3386,20.96858546
PF3D7_1415400,40.9862,32.02640047,25.45364163,21.2571,18.81187581,12.25343838,5.545155,4.345385925,3.327986682,1.6788415,1.667779847,1.673550059,1.7476535,2.941575264,4.276001847,5.538395,7.648374918,12.3976266,25.7272,29.58745479,38.2636388,51.137,45.29337534
PF3D7_1468900,31.6987,27.58419968,21.21048286,13.9652,10.38286967,5.983735293,3.934245,5.509682748,10.32032581,18.6576,21.72752757,24.77577899,28.37225,29.42506218,31.24706985,33.55845,34.43290084,34.69304024,35.9547,37.53406346,36.97750322,33.5552,32.42126081
PF3D7_1429400,14.7819,12.1930187,9.11679941,6.13603,4.752068316,3.569511535,3.00365,2.340792371,2.434880005,3.813425,5.624689765,8.014282635,11.26551,17.1474557,24.75625481,32.54375,35.76688376,39.7835035,40.885,31.48202056,22.48910342,17.4541,15.64924722
PF3D7_0519600,27.674,26.75085568,24.54955237,20.0653,17.95030255,13.47304803,7.774615,8.370450871,10.55608706,16.2064,19.00581507,21.98445536,24.99705,28.04452704,30.180153,31.7263,32.67027761,34.04417376,35.4306,35.93568843,35.27781824,31.9669,28.80854743
PF3D7_0212700,18.7074,17.50069299,15.4360334,12.6341,10.104145,6.249216757,3.971595,3.971868154,4.97436322,8.265805,10.31250071,12.65638817,15.02805,16.89652094,18.40997053,21.9897,26.59817917,31.38029858,27.5637,23.10693093,20.3213808,19.0389,18.83525639
PF3D7_0323600,20.4159,19.93986242,18.34085591,14.3814,11.44142145,7.990077285,4.37896,5.455734794,7.62724765,11.041705,14.51663291,17.42997386,19.39385,19.11345438,20.23657855,24.04,26.80790117,28.52127387,25.0701,23.59586028,22.23073354,21.0297,20.61256138
PF3D7_0706300,2.00422,2.365856757,4.180939221,13.2135,84.60098871,213.3310285,397.1915,231.8716043,124.4840316,81.257,35.75464832,12.00913247,3.996295,3.63107084,3.151108575,2.212875,1.359920545,1,1,1.552817037,1.683843556,1.505388,1.789160835
PF3D7_0316600,301.069,273.622508,250.8529011,224.302,166.255519,97.0123865,49.9898,51.5459941,56.0413969,71.09375,108.1469919,151.1505016,199.353,311.345863,411.491605,562.616,1146.183849,1859.987351,2429.37,1609.215127,846.058835,447.563,330.1830459
PF3D7_1439500,7.9217,15.2509518,24.44940686,37.5176,84.66007815,167.2728397,267.289,221.9479165,192.2413267,184.8675,156.8559674,125.4780416,95.7556,70.78642888,48.73297075,29.9775,15.4851357,5.69994296,3.07998,2.643015464,2.334277955,2.11968,5.259780978
PF3D7_0605900,13.4542,17.03473854,22.43301986,34.8202,134.0628592,672.7886793,2009.995,1902.577954,1687.750808,1110.955,652.1397457,365.3272292,224.058,118.2089193,62.99232639,36.3094,22.14382817,11.01429991,7.8561,5.042618798,4.500287083,4.72626,10.19248893
PF3D7_1222700,25.9231,49.69861121,99.91890916,223.703,661.0687134,1391.435383,2414.655,1509.160074,940.797093,604.53,291.3655643,116.2033938,44.35792,30.14196866,18.5600385,8.507365,5.988650113,3.69636044,2.68079,2.319056597,2.523931831,4.40359,16.39667754
PF3D7_0526800,61.5596,53.44819986,47.17484301,41.4496,33.85537328,25.20252142,12.77263,18.25922829,28.47018402,43.0634,56.75929984,70.7718531,83.59695,92.75477789,100.4318501,105.3976,117.4141635,120.9846755,118.924,98.96684249,87.97686515,84.1672,68.94579661
PF3D7_1362300,74.4082,68.30286006,60.75431944,49.2924,31.92497453,19.14978809,13.7727,18.04432682,27.07259273,40.896,46.52035584,56.38652571,70.27935,71.27675039,74.38690115,83.3913,134.480595,155.5618206,106.86,105.8207207,103.8665752,98.3486,81.79757118
PF3D7_0936600,15.4763,12.17426649,10.53334994,9.48823,7.771179603,7.264128618,8.536805,8.224433072,10.73847076,18.69295,24.8174023,32.31263087,41.9963,58.37209108,77.53252483,113.3181,185.9779008,228.6557831,196.644,131.9334439,70.54066281,29.8412,18.41822513
PF3D7_0111800,54.9212,48.14340517,39.63850206,32.1143,25.69113525,17.3571406,8.245275,5.765921039,4.505717794,2.2736365,1.709300284,1.498381195,1.597846,2.194247598,3.381907801,5.659005,10.03589869,18.89818589,38.0021,44.22915308,49.24710945,53.2577,54.68704576
PF3D7_0516300,16.5173,11.89636645,9.232734853,7.66086,6.283375456,5.414437429,5.22712,6.993105736,10.99999399,17.52925,22.63119489,27.60777747,32.0497,34.73944701,35.13791425,36.0286,49.11627181,51.83194812,47.1864,45.45468523,39.8590313,26.6018,19.32040355
PF3D7_0519500,47.8542,35.84105636,27.21407948,21.502,17.20914057,11.53754496,6.33045,4.759871358,3.796522217,2.234844,2.703377889,3.542946223,4.79432,6.764740688,9.261456575,12.033045,13.54814649,17.79286817,36.7501,52.04836439,60.31111929,63.6403,54.37180613
PF3D7_1420900,21.7891,29.01680311,36.19741134,42.8641,50.41136637,55.50719448,31.6152,26.67257159,21.78220528,11.67404,6.332611997,4.279191885,3.47709,2.529321251,2.251524916,2.379659,2.476005124,3.137346806,3.45651,7.643176429,11.28944493,13.7677,18.71968832
PF3D7_0932600,47.1435,64.4500686,68.19210239,66.6832,60.46457765,39.81576754,15.0444,10.98391988,8.886529949,4.537085,2.848178888,2.375381486,2.21301,1.682259185,1.540360758,1.747282,2.541792889,3.563887102,6.69945,13.64299024,20.37322944,26.6213,39.66528966
PF3D7_1412700,20.5823,16.52160332,12.10634622,8.26071,6.271974269,3.850255454,2.72038,3.274644933,4.599848256,6.830385,9.028223281,11.09093971,12.92095,14.78942541,17.17970737,19.6173,19.68204139,21.94678889,26.7639,23.92323333,23.16456296,23.8376,22.06167575
PF3D7_0710400,14.7083,14.06531233,12.85699226,10.70424,9.057854334,5.22418326,2.945555,2.746096978,3.477498711,6.437935,8.286474277,10.43731459,12.91545,14.95460982,16.83929785,19.342,25.64098981,26.93097404,20.6058,20.55400786,19.4712363,16.0007,15.06737594
PF3D7_0112800,1.883133,3.070479167,4.530022191,6.41555,10.04944469,23.84623971,60.07435,139.7431305,157.8530912,131.065,111.1530747,84.85853961,52.1736,31.97816816,18.44037782,9.060175,4.595589562,2.128076214,1.769609,1.4195429,1.155471623,1,1.474802103
PF3D7_1243700,3.97593,4.544097192,5.722891821,9.33107,28.78553789,78.92592402,170.58025,107.5641785,65.84709918,52.57035,30.73784126,13.53808258,5.722405,4.396501566,3.086816529,1.775492,1.645075874,1.571097222,1.473575,1.525807128,1.65556997,1.976745,3.316038737
PF3D7_1332200,1.790378,2.700741956,6.783221957,23.684,105.7421937,233.8942636,338.3685,212.7131642,132.2555426,68.3442,30.13733432,13.46355239,7.107955,4.697538005,2.982316969,1.76022,1.440960697,1.234246852,1.313955,1.309063148,1.331029386,1.457896,1.636024221
PF3D7_0515400,1.371049,2.127724678,4.395437013,11.8572,52.46383398,109.9361318,164.089,102.2506076,63.62093845,34.2873,16.06143661,6.957460123,3.2099455,2.611545205,1.998643239,1.3633795,1.210735932,1.089829384,1.0603589,1.138204159,1.141920667,1.074694,1.221050169
PF3D7_1417400,1.671915,1.830806115,2.489937317,5.45791,20.95745699,38.34010149,46.0548,29.4531107,19.0011783,10.020265,4.870876245,2.60978666,1.781464,1.622450181,1.457055782,1.271453,1.164107303,1.098838997,1.125656,1.125736855,1.118102637,1.0962616,1.46675956
PF3D7_0817900,1115.48,1599.487906,2098.999298,2626.54,3547.735241,3970.112235,2967.665,2486.822306,1979.317756,1400.99,1093.77774,847.8404899,645.942,498.2564193,444.2788882,418.992,408.636758,384.1198519,311.108,376.6401422,457.7414141,547.505,888.1197028
PF3D7_0702500,270.78,164.9987602,109.9766901,78.6251,67.68495481,44.43423833,30.01195,30.33493054,32.85995131,36.36365,36.99188381,41.431311,54.84085,129.1294602,283.2219413,675.238,2347.001704,3908.948827,4614.26,3660.160769,2196.423367,838.674,384.3077554
PF3D7_0811400,128.083,120.685739,114.7507492,107.582,88.73489943,66.73828078,45.27175,48.52490167,56.24574346,75.1692,80.82407494,86.15476881,92.078,119.6972304,143.577127,159.428,178.6297425,225.6438043,283.838,270.7269093,238.2608779,183.575,140.3185188
PF3D7_0710300,75.1832,58.11571097,42.56273621,30.244,24.78512433,14.43260859,8.496315,7.553110971,8.980611545,15.6376,25.11287835,29.21627456,30.75305,37.17394004,41.97688144,46.34435,59.90005085,74.33914815,73.959,111.0701111,119.3212629,98.8103,83.10276841
PF3D7_1104800,74.7604,69.04673437,61.00245773,47.6298,28.8290601,14.03495728,7.72626,5.010825483,3.682502579,2.6025015,1.919966083,2.03185209,3.10131,4.740359631,7.148906836,12.6464,30.81897403,56.81957153,92.0672,115.497602,115.2815539,95.1843,80.22512008
PF3D7_0525800,14.9217,17.37422649,34.16978438,127.87,736.4995182,2086.398665,4513.93,2683.564227,1649.878861,1418.904,724.1205141,259.2948099,96.5055,60.92446237,36.59162804,17.49708,10.23164016,4.049288117,3.60616,3.824233677,4.366458765,5.72646,11.8659586
PF3D7_1148700,14.0857,8.456443065,6.284759923,5.49852,6.20372,5.729477806,4.231625,4.402540069,5.607696868,8.64892,10.10115233,12.95460014,20.4062,47.33827099,119.2156911,261.8165,436.1531346,655.7820735,768.769,353.81472,106.0010665,39.9572,19.24447722
PF3D7_0916500,49.9398,58.41591134,59.78864895,55.2884,41.61906541,25.23561879,12.43785,11.49325578,9.914959975,6.10788,3.764840484,3.216592306,3.278635,2.646860981,2.474504735,2.675505,3.509827525,4.575214206,6.21189,21.0514157,34.52293838,42.6402,47.46762883
PF3D7_0726900,29.7492,25.59120735,21.01275594,16.2017,11.03243553,6.65025828,3.6582,3.113599373,2.725593645,1.783973,2.101829811,2.837290217,4.28036,6.352392641,8.040710582,9.26211,11.26693499,14.30744399,23.1941,32.29135818,34.36633041,34.371,31.7440162
PF3D7_1017100,13.3602,17.02097439,30.06856895,78.9175,242.6405292,363.4255366,287.0575,181.2879324,121.6096612,47.20477,17.76162213,7.284126993,3.815095,2.638056154,1.931774805,1.573638,1.358192336,1.234813597,1.430854,1.719777452,2.273532373,3.55926,9.866229049
PF3D7_0206200,4.86069,6.085571441,8.767080215,15.8336,49.85112117,140.0261215,314.7235,185.2784945,120.5348672,132.3387,67.39823585,25.60286602,11.899925,9.205700598,6.728356492,3.983485,3.456155701,3.015817778,2.55604,2.7013743,3.137137807,3.99248,4.523399287
PF3D7_API02300,11.5756,14.94616581,16.57010843,17.5953,32.98610425,32.56998284,24.02815,17.88870895,11.93326315,6.860205,5.367864887,4.37950522,3.57849,2.9052918,2.515852652,2.3181385,2.000441764,1.539799926,1.365168,1.885883458,2.84139985,4.46452,9.162295126
PF3D7_1411000,1.735139,2.086731583,2.777160154,4.72371,22.16757082,72.28787671,188.985,123.841744,80.8915531,80.54665,45.74356713,21.07536988,10.902925,6.288211307,4.114301914,2.998935,2.242817098,1.537546082,1.319945,1.172509226,1.146071842,1.158371,1.499814712
PF3D7_1126700,2.35902,2.928429495,5.348053854,16.5063,86.86899361,214.3197519,347.296,218.5806263,135.4875301,72.6491,32.43239798,12.14396353,4.153805,4.042058557,3.566647895,2.070427,1.575751358,1.264634914,1.219448,1.254928,1.252794296,1.211218,1.899206711
PF3D7_1125700,2.31175,2.719495368,3.816240308,7.76302,38.53475359,116.8743503,277.344,162.2651897,95.52240812,82.83205,43.68988154,16.19023846,6.04224,4.753770398,3.545451516,2.174838,1.521358808,1.251549729,1.313118,1.415777652,1.530522405,1.667331,2.064624779
PF3D7_0214900,2.4193,3.729186779,9.770281714,32.6303,94.95294727,166.8626462,148.8625,107.0208115,73.38317975,20.868335,9.432469372,4.46673874,2.236857,2.028219569,1.722069129,1.299277,1.223729669,1.118635008,1.166043,1.240953215,1.249729815,1.220155,1.867230892
PF3D7_1231200,2.08636,1.97362963,2.187075442,3.91453,12.56550091,36.58897664,89.0411,56.49514852,37.77147386,38.3031,22.19421649,9.63813837,4.223105,3.309943924,2.576182697,1.8622015,1.478294428,1.144162428,1.13254,1.076904332,1.07961758,1.205022,1.876253753
PF3D7_0620400,1.412285,1.939502471,4.37138642,13.9916,49.56186558,91.46456908,111.7144,70.09869375,44.88924181,22.180745,10.51449439,5.169442788,2.852574,1.999154237,1.541197951,1.28684015,1.194742705,1.04947664,1.0457274,1.042432993,1.068910274,1.198056,1.317273124
PF3D7_1324600,6.3961,7.015333016,7.314710292,7.44958,6.833590925,6.094962089,4.66024,3.309794846,2.39298271,1.6924155,1.511318271,1.332169262,1.135235,1.149375222,1.149888148,1.1372515,1.179955343,1.265855596,1.591326,2.131331745,2.848512327,3.8051,5.674553839
PF3D7_1473400,1.400716,1.70241301,2.302949696,3.87436,16.03741221,43.23929836,85.50605,49.7843923,29.61643305,24.278205,12.34634063,5.207828353,2.822469,2.322942494,1.83267492,1.34983895,1.280154077,1.182053196,1.0257309,1.052579931,1.082164757,1.111447,1.275288405
PF3D7_0408500,17.0886,25.14713283,31.83916326,35.9872,30.94953396,20.70429965,8.709545,7.278312535,5.879099599,2.097014,1.440647977,1.202676904,1.1182022,1.101489178,1.086605982,1.07728325,1.080183353,1.101633389,1.207711,1.425548788,2.212935142,4.91988,12.56551142
PF3D7_0402200,1.0318972,1.061677314,1.12313225,1.256725,1.932652759,3.504854973,7.256685,6.241629238,4.774054667,3.5696665,2.35826451,1.593334498,1.259942,1.231418488,1.184394301,1.0944431,1.062352298,1.042472961,1.0389157,1.029257128,1.027382666,1.0300988,1.031089231
PF3D7_0617900,1828.23,2364.952393,3040.711954,3893.93,5709.217087,7293.805741,7790.365,5897.135139,4464.531148,3139.865,2271.353817,1738.939595,1428.955,1379.188858,1258.313367,987.025,962.4206295,913.404963,748.842,874.459272,1103.780617,1411.69,1668.249612
PF3D7_1001200,1751.7,1568.307336,1313.581061,989.959,746.2811766,380.6457906,134.139,112.0355997,86.6204939,28.478465,14.60967835,14.81076985,24.19175,31.46920982,39.18102702,52.2413,90.84199113,139.2559744,343.367,1049.736213,1666.010844,1981.87,1849.623634
PF3D7_API02900,143.674,184.3077052,238.6776392,325.046,538.216505,623.2561525,582.663,454.7492918,334.1480801,235.84,162.0770252,129.8551031,114.75095,82.94450714,65.24896995,58.508,57.92896465,40.64461547,33.0537,35.99600004,44.7464763,67.4128,116.6169026
PF3D7_1115300,56.7574,35.48287392,22.35649968,14.1833,10.69277563,11.08595786,24.01025,48.36447778,78.66824364,112.598,121.7574384,137.3995064,158.8,159.3199142,165.0089502,184.115,201.4272815,220.4981978,187.718,182.8281029,169.5036623,131.395,77.85624218
PF3D7_1017400,41.6232,31.38957351,24.33623007,20.04,15.3397337,11.9864925,12.9683,20.79403555,37.04512331,62.3984,79.00681216,97.69216645,119.523,147.2727689,156.7099555,155.2,168.3177778,190.0244559,137.029,102.1096493,72.99296797,51.5737,44.80038666
