,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44
PF3D7_1315100,1.800998,1.906515141,1.924772815,1.920978,1.947676753,4.314592105,9.71732,8.759801403,8.092952247,8.629385,6.306030239,5.040641111,4.562635,3.323572037,2.822801949,2.489205,1.900386569,1.38050051,1.558426,1.572139638,1.559566519,1.518288,1.70200631
PF3D7_1362500,7.48414,9.603313806,9.78140274,8.81389,8.172493224,7.678704904,5.10272,3.892390989,3.18923571,1.9369145,1.591030137,1.359440252,1.2169535,1.215990687,1.195431689,1.1346108,1.115615541,1.051940152,1.129686,1.235727288,1.509311558,2.32401,5.768287167
PF3D7_0304300,7.40344,9.038018306,9.210165729,8.52105,6.845297773,5.157648173,2.806545,2.404142369,2.16892132,1.69055,1.542152365,1.46279569,1.412322,1.19215687,1.133095793,1.1677765,1.15938317,1.194258081,1.0922726,1.156585923,1.367652681,2.05623,5.704536939
PF3D7_0619700,9.15872,14.12420374,20.90866935,29.4795,37.21818466,33.72881071,14.60345,10.28185626,7.959619268,3.2588365,2.316395829,1.842398572,1.6302105,1.597140622,1.561600404,1.4777025,1.373197324,1.30231265,1.333031,1.535823359,1.782843209,2.099,6.283629491
PF3D7_1226000,6.24621,5.425177328,4.148057225,2.66487,2.195876292,1.805192058,1.62862,1.539870179,1.42736907,1.314417,1.299328308,1.266987946,1.2126345,1.189556549,1.206704932,1.2707,1.516449717,1.99447141,3.21654,5.670991195,6.788709833,7.05608,6.605873305
PF3D7_1431400,1.483598,3.365194031,8.74310922,23.7547,76.49019892,104.029745,70.63905,54.72661296,41.03028456,13.10473,5.461571383,2.58113699,1.5256335,1.506803373,1.387083189,1.1586237,1.161629385,1.09667037,1,1.215021481,1.225942233,1.0421229,1.25229907
PF3D7_0530300,7.3245,12.59357046,17.9651195,23.766,37.08495188,38.79272547,20.59715,15.5540365,11.75789433,3.7047755,2.108442751,1.495132766,1.2340849,1.238534269,1.228564295,1.1789085,1.076078073,1.040656658,1.075946,1.176490667,1.320275011,1.563897,4.878481684
PF3D7_0522700,11.2932,16.06022753,17.59446584,17.9037,15.17731825,10.22436801,3.295375,4.145675123,3.771166531,1.571135,1.131667335,1.067550315,1.0790055,1.020482907,1,1,1.043627407,1.083417721,1.380547,1.464169831,1.6687003,2.41278,8.054383859
PF3D7_1245000,7.75144,11.92974526,13.33991949,13.5962,12.82688854,9.728258151,4.44478,3.925895865,3.413709298,1.7720115,1.432834072,1.39392413,1.4720245,1.271874198,1.138147657,1.1065915,1.218893126,1.229344444,1,1.209335956,1.600554483,2.33245,5.671040072
PF3D7_1226200,1.332682,1.420202584,1.425911037,1.392714,1.582366361,2.716473291,5.535735,8.294479197,8.092815135,4.954855,3.595846013,2.793069458,2.24185,1.694632728,1.633993,1.808953,1.543825026,1.283646873,1.121765,1.196393889,1.203891407,1.150684,1.265786536
PF3D7_1206100,1.409782,1.539838082,1.983578407,3.44306,6.890218733,9.394058563,7.917805,8.18635333,7.123313093,2.904013,1.943089914,1.650180042,1.545947,1.439222715,1.297321187,1.0841665,1.119610774,1.109058837,1.0555498,1.081359166,1.119942926,1.171857,1.3211043
PF3D7_0421100,1.0406071,1.045060535,1.058835261,1.0784384,1.052052844,1.026208616,1.0418627,1.066533332,1.106022029,1.1949475,1.377938787,1.755589415,2.34454,3.015958509,3.035412052,2.585945,2.807324662,2.886210505,1.901665,1.369375403,1.134843002,1.0490465,1.041604535
PF3D7_1301900,3.21621,2.76083963,3.595623333,6.43609,6.427778889,8.034459435,9.353815,9.323082709,7.359316052,3.557615,3.659324026,3.800971221,3.763705,2.465407491,1.630741733,1.390166,1.189720074,1,1,1.416662679,1.944966421,2.434,3.069282012
PF3D7_0715400,19.1752,15.1709397,13.33790035,12.9934,9.854497573,7.411267301,3.151695,3.237979394,2.909680217,1.383391,1.095501339,1.048896111,1.057188,1.014826519,1.034629389,1.1335705,1.095877283,1.147903582,1.137729,1.454318154,2.160320692,3.81225,15.46099089
PF3D7_0302400,1,1.079353181,1.34403991,2.02862,3.265924222,3.482291344,3.58247,2.908678654,2.299857214,1.946266,1.430237935,1.24091361,1.22182945,1.145044432,1.10073912,1.0958187,1.02476039,1,1,1,1,1,1
mal_rna_18,15259.4,18340.47066,19309.14129,19402.5,13855.53232,8000.658835,4140.815,3287.976787,2991.682847,1994.6735,757.9497042,413.2953751,430.455,196.4444815,129.0504907,178.7665,285.6522981,286.7438932,313.869,1892.840335,6227.891427,12874.6,14483.45101
PF3D7_1012400,2685.8,2065.177317,1522.417353,1050.88,693.7954075,330.970445,162.119,161.6563179,181.589735,247.417,396.7111237,644.5502362,961.5665,1743.954796,1919.390833,1746.22,2508.369316,3322.873704,2166.57,2214.201642,2720.541321,3898.01,3152.796694
malmito_rna_1,5068.39,6867.721774,8343.525395,9271.49,8814.517826,4891.910346,2976.565,2739.12052,2473.088828,1691.3565,641.8331289,289.0592228,237.402,157.2126805,142.5250815,190.7335,142.6231614,93.01032624,236.52,566.7918435,1089.031624,1931.89,3961.143645
PF3D7_0626800,1128.46,1049.395965,926.0369734,771.004,507.3412459,340.9284077,289.7515,495.7145486,726.4254995,928.8895,1178.317601,1435.392146,1660.06,1945.35956,2000.998185,1975.775,2621.653237,3171.568847,2221.24,1185.151153,963.2718583,1044.01,1113.343697
PF3D7_1323400,1156.78,965.5896839,803.9390248,651.991,518.7633797,389.320693,335.413,596.7441692,845.2898215,1041.1735,1356.281724,1500.134967,1561.145,1862.639232,1965.75805,1808.715,1839.606046,1924.265316,1975.24,1884.906856,1843.884392,1836.12,1388.280767
PF3D7_1323100,648.914,545.1970359,460.8727501,375.967,271.8041557,210.4597903,206.947,347.7534293,538.3600546,738.9915,920.2349843,1032.724988,1091.7,1081.030826,1091.352174,1170.5695,1495.777824,1647.232222,1263.21,1482.913704,1505.112546,1228.35,802.1021873
PF3D7_1421200,1136.28,978.1513736,808.7749219,630.785,470.2495875,295.7738189,228.3435,344.7470891,463.6031704,589.7285,808.6865103,945.5245846,1016.8955,1054.366442,1047.684769,1019.6645,1119.930492,1205.104301,1315.99,1458.582039,1475.234243,1387.77,1226.960864
PF3D7_1222300,308.51,347.5640424,378.1424927,396.506,348.4931971,250.9681977,92.83525,64.15304138,49.22783921,21.33405,17.38945595,19.58221365,28.5619,49.08594986,69.00011529,89.85855,125.9908952,182.0085589,220.892,209.7682963,211.729587,241.8,285.7463798
PF3D7_0214100,70.3825,79.82828036,92.11636314,109.05,132.3262269,220.3077337,365.3855,428.526787,413.8475249,323.191,282.460588,261.6916239,252.0165,230.1225092,208.7156291,186.063,170.9516137,152.0135064,119.858,76.29462878,61.35975612,58.9612,65.49279638
PF3D7_0802000,264.487,220.2284825,180.4660814,139.345,105.2162339,60.70911382,31.0802,24.27632992,18.91154501,8.62476,4.774585536,3.44727349,3.06122,4.050477475,8.306641778,25.18135,114.8716981,239.2546525,492.33,663.674845,652.0647245,460.386,313.4607392
PF3D7_1008700,525.723,640.0728285,714.9578563,753.617,666.4894893,468.2668936,195.4275,162.9786168,129.0413245,39.336545,17.05351911,8.796263778,5.716885,5.968143084,5.704147535,5.04909,4.83743044,3.822511798,8.59019,48.98838353,144.5011552,312.129,459.9404043
PF3D7_0508300,153.539,162.8929962,158.4169674,127.723,89.87729088,46.0186197,20.32565,15.71786385,18.37940051,27.86935,32.10482599,36.80570088,45.37255,53.59337939,60.72085244,68.3224,103.3247145,135.0692616,137.76,145.1531097,142.7596667,130.333,145.2946373
PF3D7_1301200,7.64429,6.064766265,17.02958148,49.5449,28.59925725,9.099236558,5.23243,9.757994386,27.08029865,90.4439,377.7815059,964.1114884,1744.27,1928.224499,1741.261736,1110.052,916.5240126,617.320315,148.399,57.10824726,22.4881911,8.69079,7.969703511
PF3D7_1451500,50.092,45.57686479,38.65636944,28.1464,20.14760669,21.20443865,26.1242,48.68736304,73.60701533,91.84995,93.95775692,100.5885499,110.2512,123.2227689,126.449322,123.7215,134.7703679,137.0463219,96.4642,75.7009728,69.01779312,66.7033,55.39857105
PF3D7_1247400,153.8,118.7754548,87.32737623,62.005,52.91149121,38.02603382,20.6422,24.47838539,24.32593329,19.71035,36.2242397,48.66041387,56.8289,80.98170573,82.37916481,66.21535,69.58673816,78.59635422,88.2029,144.0166092,194.8465418,220.817,179.7174083
PF3D7_1148800,1.9567,2.138747935,2.552116393,3.41569,5.07389072,20.71714803,73.90365,177.2617485,209.8312028,201.7545,190.5270315,168.8804949,144.073,124.9425515,101.2579374,70.577,51.14655687,33.53818788,14.7319,6.760631048,3.62972155,2.44442,2.023730866
PF3D7_0901700,87.6566,85.1587592,81.81673008,75.9248,64.07758867,38.41646235,17.6005,14.77229358,11.13716705,4.279964,2.261590228,1.743535534,1.609755,1.417547566,1.475446465,1.810234,6.061277191,8.492247057,36.3286,107.7316918,120.726579,96.4532,89.71584215
PF3D7_1343300,78.3579,84.42177784,85.6373217,83.8544,81.68935379,67.94066344,27.03945,19.94195351,16.14741362,7.89137,6.301160118,5.695612388,5.66974,5.79781037,6.259892353,7.528995,9.158318653,12.16679843,24.3945,37.42513671,55.5275925,73.8724,76.93332652
PF3D7_1126400,56.6812,49.60846005,39.12772672,25.3859,17.40862751,12.74621882,10.53308,22.02287325,38.83141779,55.33555,63.35460903,69.60911272,75.70485,83.07780621,85.19753186,81.9979,95.7184921,107.0150889,70.2182,70.76397778,70.78771068,69.6167,61.63593513
PF3D7_0602900,12.5857,16.73705759,20.36279518,24.4033,41.60781416,64.76253266,69.5441,83.10733545,82.11283384,64.2257,51.55388525,44.2163562,39.50995,32.1203257,28.59666881,28.2285,23.22726761,16.95054619,10.66581,6.420743019,5.491892891,5.43729,9.755055131
PF3D7_1344900,27.9063,20.08205765,14.88539424,11.7095,10.59217818,14.03541196,24.4669,43.90856279,53.01289646,59.4695,64.80526645,67.33433369,69.9035,78.86189618,85.10719346,87.59715,81.07766852,84.04577778,101.204,78.27268459,58.20762464,46.5935,33.37678618
PF3D7_1427200,12.0015,17.61581097,25.47826833,36.9673,52.84971163,56.73119887,46.88195,47.94894428,51.32929018,54.5692,45.8296482,38.77941712,35.60255,33.13307003,27.201865,17.40255,13.52754707,8.493636868,3.80929,2.714923863,2.204343384,1.96569,7.999648881
PF3D7_0903000,41.5249,42.58112222,42.33804328,39.6341,37.78491154,23.59100323,10.537625,7.03864802,5.110388836,2.429004,1.419016314,1.249738523,1.424558,1.700765279,1.778671073,1.982574,5.955237029,11.03298226,24.4561,47.29766804,51.61972763,45.8208,42.23824274
PF3D7_1132800,81.4155,124.6282664,195.1508602,320.442,576.6686404,739.147999,580.446,368.9591555,258.7990562,127.2196,42.341334,14.0369073,7.322265,6.006790873,4.790510399,3.72179,5.200175185,6.201541852,5.93289,8.211440138,12.45516829,20.3985,57.11340669
PF3D7_1443400,45.3338,53.16186656,54.50292519,51.7854,46.31146332,34.21415435,14.26345,10.13369151,7.778691232,3.470233,2.636814052,2.788776338,3.396035,3.665173087,4.408451065,6.456795,8.915790301,12.95828755,19.8002,25.61505129,31.076436,36.3802,42.26187784
PF3D7_0803700,68.6807,82.91620812,84.57461473,77.7453,62.79155199,36.66845941,15.22815,11.36524871,9.140584663,3.79474,2.572180798,2.352634341,2.47615,2.433267534,2.219894527,1.911054,4.409692244,8.103397248,17.8627,25.20323043,32.08464493,39.8068,59.19791022
PF3D7_0918700,1.973656,2.056283333,2.378689066,3.91462,12.43484915,59.0162442,170.3985,180.6652996,167.1167506,122.933,103.683189,81.3727817,60.17445,51.06600343,42.5619954,29.01425,15.95329787,7.146195369,4.001,2.06587549,1.491104938,1.367504,1.782618886
PF3D7_0111500,53.1705,52.56331481,53.54395774,61.7726,122.6335386,162.2719007,136.259,81.27608258,51.28703498,21.862665,9.269456474,4.71837913,3.119899,1.958320236,1.768786212,1.9094525,1.955017872,1.983739482,2.3777,7.680475992,17.42562652,31.3898,49.04273712
PF3D7_0508800,47.8206,59.43607318,60.1783963,55.0641,55.7101,49.86722919,32.1845,26.07647212,20.01175323,8.00945,4.902271232,3.190709317,2.224475,2.304658328,2.319418817,2.21936,3.072327442,4.052942979,7.27192,17.26276954,25.39463546,31.0907,42.063433
PF3D7_1459300,12.2503,18.094246,27.19925327,36.9175,34.20231481,41.57792222,36.6357,45.4119971,43.85045698,28.87955,21.78972004,18.6877509,17.46255,12.84179157,10.83285214,10.88071,9.343329022,5.847138279,4.0883,3.922596368,3.324949898,2.16776,8.208020714
PF3D7_0110900,26.9508,21.42472885,13.95986189,7.34333,6.819849409,4.194751287,2.163695,4.205776082,11.19199313,25.5831,33.62134927,38.06298547,40.534,39.55616633,40.67625991,45.58215,44.66619142,40.36911395,36.0029,33.13665256,31.60252052,30.6029,28.50147432
PF3D7_0934400,59.9556,73.7708151,80.83130984,83.5106,68.19846261,54.35483186,24.6161,22.654952,19.30183986,7.611786,3.407861536,1.998710106,1.522815,1.390364558,1.423554612,1.464259,1.80090863,1.86812183,5.87913,15.1999939,26.50206185,38.4935,52.892397
PF3D7_1310500,36.8084,39.01499288,43.05423675,46.8992,33.2069563,26.98517185,21.72905,28.95725395,38.96755346,47.14905,50.31678064,52.68403536,53.8156,63.02467928,69.54720935,74.59945,90.48751497,100.3081753,72.7506,64.43464278,54.45629579,42.9552,37.72804169
PF3D7_1025300,44.9932,49.34419461,47.60175262,37.006,30.04366728,17.1966181,7.53842,5.482000185,4.428829873,2.579266,2.972315363,4.122086718,6.206125,5.929516163,6.403561272,8.01108,10.94638247,12.98459924,17.3641,24.52872292,28.68044351,31.0271,40.6912423
PF3D7_0109400,71.8676,62.59905278,49.47135167,35.9572,27.44892348,19.95858292,15.11495,11.66340885,9.357833873,5.39112,7.370096802,8.690240799,9.518015,10.70021196,11.26909999,11.74754,15.62302299,19.5161549,30.384,53.21574268,68.1093511,74.1176,73.0338058
PF3D7_0725300,11.8537,6.873319432,4.419296721,3.30919,4.044239032,6.232020045,11.27333,14.61204396,21.52606672,31.46065,32.82561003,33.13845033,32.5891,39.25980969,41.60691965,39.597,36.67171589,35.41086667,41.7642,39.27934384,35.68425983,31.096,17.56466995
PF3D7_0613000,219.93,217.5411193,206.1818798,170.549,121.6817523,61.62766076,26.38925,16.82828717,12.73770051,6.56605,2.892656611,1.954857862,1.885713,1.810977107,1.71134597,1.6105525,1.716161593,1.60477525,2.27357,11.24412385,30.7383375,70.3887,186.7971289
PF3D7_0201900,38.3099,20.18980471,14.32759012,12.4939,12.93308519,11.24792963,6.61179,4.440693023,3.055275678,2.0118245,2.161074086,2.223201379,2.135463,2.892008775,6.123998674,19.73213,112.1549131,321.7157117,906.304,725.8230959,434.4872628,151.521,59.80571085
PF3D7_1323700,15.3993,45.1984574,130.9672821,354.845,843.0183211,1224.711514,966.107,617.2948974,434.4615172,207.51545,80.73941194,29.43996221,12.09794,8.388947125,5.516855965,3.339225,2.748372034,1.815305816,1.709805,1.765474471,1.849811473,1.98818,8.731069595
PF3D7_1149400,139.597,72.58270075,38.42507135,20.8398,18.16414065,12.46121877,8.39216,5.862996615,3.723456906,2.23112,2.272773379,2.41703517,2.592055,2.836990088,3.066432742,3.68199,33.90211122,62.30859711,285.23,711.6794089,756.7179839,464.11,218.6120528
PF3D7_1432000,28.556,31.29439323,30.81384967,26.5433,23.54189256,15.03077594,7.41756,5.371349163,4.431368929,2.769686,2.155224787,2.244367313,2.73206,2.6688966,2.938019524,3.97638,5.620573269,8.031405749,14.1238,17.44415861,19.335073,20.7307,26.09622608
PF3D7_1446500,58.3232,57.85106033,55.3594738,47.1995,40.21808659,32.73026992,27.67215,42.95384097,54.47506698,59.9188,59.91224824,63.29618938,66.9443,69.43926915,73.66907899,79.7444,86.58483003,86.84458892,94.4531,82.43215795,69.3923982,61.2226,58.90790418
PF3D7_0407400,53.3406,49.179889,37.6311239,19.3824,14.02858656,9.437094414,3.77595,4.488679285,4.8075031,4.725645,5.245390818,6.00025479,7.135755,10.27149291,12.02585756,13.49655,15.06421079,15.39910009,27.1234,43.76305447,51.39134545,53.4427,53.39694354
PF3D7_1238500,21.0316,20.51984034,19.29520834,16.3939,13.78999446,9.965493384,5.647285,4.215778128,3.326055919,1.8713745,1.546572238,1.443362787,1.377809,1.385455536,1.421670975,1.596566,3.676403443,6.866285896,20.0976,28.75538762,28.93623765,23.4598,21.57888052
PF3D7_1147300,55.0122,64.89636925,67.05391059,67.1777,60.35857564,41.26010637,16.0799,12.17703649,9.2710167,3.2296265,2.153423524,1.597663299,1.2928445,1.42780226,1.44986889,1.3713405,1.407414333,1.441716256,2.99099,9.000808111,18.85920924,32.3488,48.35028671
PF3D7_1439000,44.8198,78.08202579,133.5652837,205.759,240.0233894,232.7833519,99.5032,73.13911538,57.85834759,22.96762,12.40080424,9.633598068,9.48963,7.181734474,5.60315112,4.485745,3.926222521,2.89416656,1.996953,2.169872929,3.004124179,6.62888,28.8148049
PF3D7_1134100,53.9417,78.99549083,98.37321438,109.505,96.85262502,69.44448842,30.95685,28.05233238,25.972917,18.28605,15.03544814,13.21438761,11.79422,11.849262,11.72714809,11.392505,13.93751006,13.57736667,12.5887,13.66626526,15.3497226,18.0344,39.8220943
PF3D7_1335800,34.148,35.11059363,34.3344963,31.7262,32.19908889,29.10064646,12.173885,9.669625702,7.616761876,2.8411145,1.982786712,1.654276874,1.6168045,1.766508339,1.851414627,1.915341,2.302659915,2.667794165,3.85241,8.805547622,15.56971652,23.0253,31.78158786
PF3D7_1252900,3.21827,2.129215185,2.195301772,5.36426,23.91873179,152.0070582,509.2645,797.7494049,796.302051,507.3315,287.6135352,170.9073079,116.31245,64.39543595,33.21904431,16.91508,10.19840719,5.480934865,2.80424,2.31018723,2.257900742,2.39547,3.024698518
PF3D7_0918600,19.8812,22.05499803,21.67261059,18.475,16.58861039,10.86305954,4.967065,4.10599928,3.270329332,1.5768855,1.816529816,2.305012907,3.03115,3.831148152,4.514997662,5.305065,6.659799162,8.021968352,8.28777,9.237833997,10.66539842,12.783,17.78616286
PF3D7_0311300,32.5451,45.97471655,59.76493435,75.2543,102.449358,112.488083,66.15105,47.79233079,35.38119737,12.20132,5.590608047,2.925764717,1.845386,1.905601924,1.808676171,1.5638215,1.402291786,1.224115646,1.141841,1.689366085,3.66940257,9.74711,24.29114781
PF3D7_1441000,11.6719,8.888340481,6.86355858,5.40765,4.203078925,3.960864286,5.14037,9.777280764,14.69195218,18.2709,18.66757462,19.8780888,21.17615,21.16602185,22.08572613,24.36865,24.44588079,25.62493271,27.5968,23.76265799,19.96749115,17.2712,13.45013193
PF3D7_0105300,34.0423,58.58655238,102.9971462,190.695,392.2871523,459.802667,303.4325,214.9055002,153.2494603,48.022645,17.43751965,7.657629922,4.4962065,2.980448646,2.125790811,1.765481,1.602532111,1.17133537,1.660865,1.320430185,1.438907998,3.18085,21.05374811
PF3D7_0923400,25.0384,20.03718379,16.5396468,14.1825,11.68166987,8.039881865,4.589875,4.253039166,4.050292985,3.79765,4.100809317,4.219159333,4.129735,4.413627884,4.846071788,5.781265,8.131607276,14.39308822,31.9031,33.3555922,33.21935723,31.3191,27.40810736
PF3D7_1137400,31.6382,28.01756715,22.72999977,15.973,12.09893968,7.705670302,3.6503,3.288839869,3.10297392,2.42811,2.306304122,2.531916811,2.897995,3.148085854,3.292751837,3.467085,4.24926712,4.573896162,8.48764,18.62080443,29.57304082,36.7969,33.78481331
PF3D7_1229300,10.35576,21.83259393,40.57845436,72.1582,148.3571866,197.0682947,124.3965,77.77298075,54.40277206,19.44467,9.947683636,6.546984828,5.12924,3.838139048,3.216212894,2.949385,2.90583256,2.66686642,2.02116,1.584636698,1.548376203,1.926705,6.482403373
PF3D7_1430000,14.1674,12.5355932,11.22448704,10.34998,6.997868208,5.098446064,5.461375,3.356199314,2.727354867,3.017455,4.818107021,5.972879023,6.573965,9.746302089,11.88014737,12.84408,12.61220593,12.72958519,13.1484,12.42595556,12.76371852,14.4512,14.31648604
PF3D7_1212400,15.2717,19.14410017,19.04246584,14.8311,14.44054988,10.07039446,4.60335,3.279658606,2.55907546,1.9042372,1.332947436,1.319010559,1.601719,1.454060227,1.389604819,1.397494,1.953105435,2.208066544,4.91193,8.841975406,12.40024052,14.7162,15.05138172
PF3D7_1251400,11.2908,9.87506497,8.437533742,7.18614,5.680532138,4.42351832,3.934185,3.909855421,4.829470189,7.058675,7.600167377,9.238277754,12.073895,10.02138759,9.975408504,12.90485,16.18370012,17.35855926,12.5653,13.0953,13.01391398,11.9919,11.56304363
PF3D7_1229700,78.7373,74.11285556,76.32412963,87.2665,71.6624472,43.81903234,20.59035,13.59255887,7.409878647,1.462147,1.05491444,1,1,1,1.06313339,1.2721595,1.778580096,2.197661111,2.07775,3.996475166,9.34564269,23.0063,66.22554326
PF3D7_0918200,48.7824,56.25614663,65.22734432,73.6423,61.82165503,41.7761122,16.9154,14.82833752,12.15285564,5.0714,3.245850791,2.854500807,2.824895,2.289222757,1.885308676,1.68449,1.687913333,1.952495148,1.921347,5.29799052,12.69256484,25.4099,41.96168604
PF3D7_0729600,34.2345,49.94098646,50.25210178,40.3083,39.90248395,29.28461319,11.90715,10.60184953,9.120643039,4.031,2.596018298,2.168480263,2.3585205,2.051720241,1.729271716,1.48666,1.310307278,1.335083045,1.871983,3.524090415,7.72904626,16.7815,28.03243484
PF3D7_1113300,51.6829,89.76035562,124.1435131,145.616,138.1523958,104.5788068,40.55985,29.19146058,23.77669653,11.10337,7.032378966,5.815486509,5.678155,4.391898721,4.251199838,4.973125,5.027195617,4.900908889,3.57962,4.670538134,7.195016611,13.0649,35.81887596
PF3D7_0921700,29.5535,36.52008261,39.32483831,40.1555,38.63551154,26.06152383,10.131245,7.29914028,5.811135821,3.57016,2.640708067,2.357493332,2.361385,2.398888879,2.213041056,1.6608155,1.718317398,1.746173311,1.834403,3.864830451,8.44754924,16.4627,25.46403773
PF3D7_1133200,42.5044,49.21150245,57.72534987,66.5463,66.77079721,62.64142796,27.951,20.99864386,15.74354463,4.611017,2.461676058,1.652797213,1.319603,1.269316611,1.265737659,1.260138,1.162555388,1.130832226,1.28207,1.8716465,3.612904737,8.95084,32.35555674
PF3D7_0607600,20.3729,33.22914255,51.22676978,73.9495,94.75155304,86.39502009,38.5134,25.02235525,17.40627121,5.8850425,2.854746603,1.762397097,1.3651655,1.377160224,1.358645932,1.274462,1.177861182,1.086416739,1.237411,1.542206021,2.415852496,5.09681,14.20906584
PF3D7_0512800,12.6815,9.472645088,6.399439204,4.53994,3.448275831,2.208773373,1.5840825,1.43387087,1.35510021,1.3129675,2.101691214,3.056476839,3.8634,4.616601401,5.07094601,5.294335,5.297477178,5.172438607,4.54636,6.829333591,10.18902641,12.8016,12.74739929
PF3D7_0508500,4.78674,6.146859744,9.249825874,17.6684,42.99066826,56.53012721,37.93305,27.14801389,20.76058333,9.16155,5.066074745,3.926333067,3.63316,3.474071579,3.229964234,2.89843,2.77836562,2.741877868,1.907491,1.864969598,1.859700236,1.862681,3.643771045
PF3D7_0611600,6.41798,19.23460817,40.19289508,70.0439,116.4486619,132.0801694,68.5567,48.7993742,35.89422704,11.25962,5.907546927,4.095950356,3.468795,2.964212386,2.477696104,1.668085,1.729908704,1.663009676,1.502944,1.385567213,1.424767872,1.866903,4.185217444
PF3D7_0408200,3.59819,3.788857097,3.731521852,3.48947,3.957020504,5.434742042,5.214555,10.57577419,11.64143697,9.119775,8.293262617,7.538836588,6.539165,5.903066894,4.921203949,3.748445,3.578781792,3.324578898,2.1321,1.555725546,1.46456133,1.583738,3.036436031
PF3D7_1439700,41.4661,60.86752891,64.31625251,59.869,47.45910242,27.11546309,11.4729,10.6260729,9.149611246,4.19193,2.115808532,1.707261706,1.739582,1.618123629,1.830856775,2.5514195,2.711459884,2.64942612,3.01346,4.287869254,6.804676675,12.1626,30.81729748
PF3D7_0415800,4.56948,5.336423822,5.080240741,3.9641,13.36899025,32.0285234,69.70745,37.40712644,20.81912715,19.225755,10.63230492,4.544593593,2.235473,1.827669433,1.521330044,1.2526805,1.108735486,1.035661732,1.0777658,1.479329264,1.777578063,1.96235,3.732004454
PF3D7_1346900,29.8193,37.63614406,50.76819727,69.2595,76.0650749,78.16418711,40.812,25.26488307,18.22691587,6.9519135,2.975279719,2.023297176,1.6720065,1.289903429,1.192405778,1.198848,1.200681333,1.223396148,1.113788,1.304114445,2.244132643,6.06924,21.82409513
PF3D7_1372600,8.7019,5.451434574,4.460429528,4.05452,2.122111251,2.050538612,2.10725,1.418018675,1.194739358,1.240517,1.460378714,1.689216793,1.8110535,2.006348681,2.177222333,2.336115,3.795179679,6.899246732,18.9761,41.25391569,42.88901426,25.4572,12.59874319
PF3D7_0405200,10.01906,9.79546,11.47384771,22.0124,56.81702636,80.35411961,73.5949,59.98517762,43.75580159,14.26133,7.706701628,5.383793376,4.36597,3.503429417,3.083532622,2.935875,3.20773937,3.329326816,3.9861,3.8229,3.851774714,4.44218,8.662570472
PF3D7_0716600,11.0703,11.93630006,11.51830294,8.80708,5.694828387,3.678100913,2.6869,1.930907331,1.553564559,1.289821,1.167438757,1.152413627,1.228063,1.212747815,1.197469726,1.17049235,1.245810749,1.467884622,2.39914,4.339452735,6.530873174,8.57499,10.41308787
PF3D7_1226500,9.24987,8.174537892,6.358068068,4.20305,3.518419666,3.100932933,2.317664,2.063062465,1.924421793,1.82884,2.165539575,2.48065242,2.6665,2.852443833,3.01108577,3.227855,3.306577194,3.64683021,5.15132,6.760956245,8.53129947,9.87752,9.550958596
PF3D7_0303400,3.18882,7.656496447,16.25436101,27.5425,32.41560595,31.38818015,13.0526,10.62981177,8.861354364,4.4057,2.789603014,2.181787493,1.9154715,1.86186179,1.712406588,1.4258255,1.418586674,1.429598963,1.152596,1.16608072,1.178497041,1.188837,2.200315054
PF3D7_1363700,13.7033,14.79919413,14.31445471,11.4982,9.627710599,6.44900224,3.18379,2.939275057,2.561831319,1.3038235,1.174880739,1.099369081,1.0655117,1.096910742,1.099008922,1.0787187,1.115002203,1.142757422,1.405567,3.019443048,5.590775994,8.83304,12.49146567
PF3D7_1201800,17.1364,23.45960053,24.49297822,22.8286,20.11764897,15.93202554,7.320745,5.545851124,4.613898774,2.841956,1.830465264,1.643125537,1.6460785,1.439991107,1.302643864,1.207268,1.204251666,1.344770004,1.970485,2.13956693,3.081856669,6.91908,13.66383912
PF3D7_1021300,20.1614,35.3837509,44.42181356,48.2182,44.10754528,28.29184121,10.861365,8.299090541,6.157432596,3.47825,2.655866679,2.458564897,2.2486505,1.875963294,1.754476637,1.7647495,1.864116794,2.246013806,2.40698,1.767654815,1.608735797,2.10495,12.69841379
PF3D7_0511600,2.58198,3.282915279,6.19621458,17.1933,56.77699446,77.14035385,61.0254,34.85654327,22.07884634,12.169245,6.291956835,3.736719235,2.78166,2.830108049,2.700358706,2.3168,2.118338698,1.729637679,1.593868,1.635532497,1.775737468,2.10237,2.385670143
PF3D7_0311900,9.27748,8.787625082,7.532440863,5.52027,4.611189994,3.11261512,2.0398935,2.059639977,1.851102924,1.2625378,1.144386106,1.206311614,1.364087,1.547393083,1.597983081,1.587345,1.830706629,1.866328315,2.07561,3.841134104,6.125380744,8.08054,9.094715134
PF3D7_0704500,4.16319,14.31210075,33.01531236,62.2934,105.7186403,109.3075209,49.0759,32.24419083,22.45407321,7.676655,3.665869314,2.346384955,1.887344,1.603084277,1.436201071,1.3504435,1.310250839,1.278289437,1.272735,1.256764495,1.243368461,1.236256,2.657280302
PF3D7_1141800,4.77938,19.11837738,48.79491055,96.8742,149.8028893,164.3332931,80.2334,61.42821456,47.00246318,13.025299,5.766599004,3.123753637,1.9425615,1.395602088,1.270628939,1.3021075,1.230287735,1.039209238,1,1.077615158,1.130779678,1.158502,2.904017591
