,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52
PF3D7_0512200,23.70420588,29.79402835,34.7357,21.94654392,13.94085866,11.0773,5.806660381,5.038225923,7.67778,7.272376972,6.397760982,4.643915,4.301773179,4.311761743,4.85962,5.710056897,6.522679555,7.32281,9.76311736,9.873701111,8.23179,10.66644219,11.70265522,11.7953,11.36922593,12.5217991,18.4075
PF3D7_1117500,17.82272809,22.97721561,27.5328,23.37794707,20.08417179,18.2065,12.91125578,9.270215366,9.20215,8.380685799,7.294576628,6.12467,6.55918848,3.56683259,2.21448,2.625941829,3.137048449,3.50857,3.587948715,3.786256934,4.10585,3.57567963,4.101381567,6.49257,6.961349712,8.677539098,13.6859
PF3D7_0210200,8.89172882,12.11348055,15.5479,21.45908083,22.43031111,20.9952,30.85438519,28.98027514,16.13185,11.83338148,9.666192386,9.79223,14.85802431,4.212680165,3.47331,3.073289344,3.022357037,3.07892,2.700564444,2.581226073,2.66956,3.064387159,4.153156397,5.65162,4.525153333,4.430532757,6.05773
PF3D7_0804400,6.111899476,9.203721973,13.0297,14.04589981,16.9698194,22.8546,24.7062704,23.52689502,17.50015,14.28318811,11.00963798,8.287635,12.82688281,5.209076748,5.14744,4.772372964,4.080261161,3.20974,2.784347956,2.643650616,2.60678,2.929644552,3.947841744,5.41501,4.05103963,3.694969684,4.41532
PF3D7_1222000,5.427753669,8.373110486,11.6348,10.29625185,10.47171852,12.3116,8.153859259,6.870603704,7.353705,6.098282231,4.90429234,3.77738,3.672590347,2.216185784,1.831396,1.474324456,1.466802993,1.670049,1.692927599,1.659067593,1.553055,1.860027507,2.650322308,3.64138,3.395994815,3.396865475,3.93155
PF3D7_0519000,18.23061991,18.97080144,17.1239,15.14072559,12.67259646,9.89352,7.678361555,5.714968284,7.18139,8.157551388,7.61512066,5.2876,3.719320175,3.560845603,3.4233,2.331178911,2.259809259,3.03623,2.159747778,1.945816209,2.2282,2.247354986,2.594440604,3.60705,3.718025766,5.639730675,12.8501
PF3D7_1313200,7.484187531,8.204027703,8.52125,8.241328369,7.182523853,5.48258,5.969705926,5.274118519,4.87733,4.980128334,4.475306947,3.460255,3.001987646,1.977831116,1.523461,1.76960269,1.946934426,2.03618,2.345308578,2.564023365,2.71052,3.740966015,4.063357904,4.05921,3.863291726,4.270354025,6.19853
PF3D7_1130500,4.897454731,6.93132858,10.85036,14.22934703,15.32236827,15.6393,20.75592961,20.73126362,15.16855,12.1825412,10.39707797,9.38202,9.875957032,3.79349452,3.01764,2.72290617,2.550708172,2.44647,2.410529061,2.41688662,2.49637,2.802554398,3.438093797,4.15658,3.17958,3.042447334,4.0083
PF3D7_0200100,3.100609731,2.119600603,1.6325,1.361211015,1.409701259,1.686602,1.49343163,1.567276704,1.8495945,1.830545611,1.828788149,1.905568,2.691233758,3.405108559,3.52314,3.608701502,4.102822238,5.26486,5.391413297,5.730611014,7.00033,13.44371248,13.32713842,6.77356,6.052818544,5.411026128,4.59114
PF3D7_1411600,9.031098722,13.88249735,18.2567,16.75173704,17.97165556,22.9621,15.76128923,11.80116188,10.04126,9.70328752,8.402644065,5.94619,6.209836559,4.162062657,4.04555,3.362822096,3.217008148,3.39646,2.754156296,2.532676343,2.5577,3.04088662,3.203934815,3.20212,3.267855323,3.746295275,5.67253
PF3D7_1123200,2.924415556,3.154991912,4.55017,6.68073386,9.653417908,14.4571,32.81037391,62.22816686,52.45005,52.09851614,47.18214214,36.14255,29.44289891,5.42300592,4.70171,4.593734649,4.30538794,3.60708,3.106818113,2.728024503,2.46719,2.332129019,2.72328037,3.90931,3.128324815,2.896326667,3.01446
PF3D7_API04400,3.155983771,5.089984028,7.77542,6.794921562,5.76469066,5.20177,15.88117436,29.55930977,26.28725,30.17225405,25.59741923,9.578675,9.212115213,4.590117447,3.20801,2.458931412,2.286863985,2.25803,2.042760678,1.897716042,1.839859,1.812975097,1.914822963,2.21888,1.945558519,1.934591461,2.39966
PF3D7_1320200,4.452266865,6.90486488,9.97029,9.673356667,9.774705684,10.5734,11.06493135,10.50472333,9.581715,8.586636075,7.730545638,6.871485,8.096786631,3.578297803,3.04958,3.658565185,3.618581253,2.73876,2.477274228,2.257463778,2.09594,2.299572234,2.64470221,2.95129,2.641445556,2.656328625,3.3327
PF3D7_0828100,6.472497267,8.088706505,9.26037,8.492677138,7.20988417,5.81989,5.011329433,4.926008903,5.734185,5.533799941,4.761465888,3.29205,2.793030925,1.857600614,1.621126,1.656207342,1.792268259,2.173,2.701518795,3.249753086,3.63226,3.306037778,3.301939928,3.64384,3.675399953,3.92563894,4.98867
PF3D7_API04700,2.793269934,4.531533279,6.65234,6.290465926,6.458338689,8.43871,18.86197854,28.80736573,22.70645,22.70135127,18.83112928,8.57329,9.70364308,3.141507619,2.16504,2.128862937,2.037665489,1.834615,1.730062109,1.65384663,1.580115,1.287653893,1.568262593,2.61459,1.972226296,1.785257527,2.02572
PF3D7_1312400,3.66570825,4.827426175,5.87807,6.632838634,6.328370131,4.65697,4.017303866,3.158474892,3.172135,3.033918012,3.037126214,3.09443,2.730912046,1.896169706,1.368815,1.360447905,1.354649984,1.35043,1.363242,1.389492138,1.440752,1.604176504,1.744627691,1.856385,2.199996044,2.484149156,2.71447
PF3D7_1452900,2.714712536,3.764908215,6.14974,8.049455545,7.255612222,3.84679,7.686612222,8.680793704,9.349995,8.920692633,7.951484287,6.32806,5.444039876,3.996978971,3.75327,3.101407555,2.582360188,2.31901,2.782987778,2.535107407,1.3629,2.217588889,2.419948519,2.14343,2.543237407,2.619425926,2.4373
PF3D7_0932500,2.398299372,3.427566801,4.79784,5.498232583,6.4906003,8.47483,18.16635154,18.89862453,9.64209,7.376398799,6.221776131,5.596145,6.296517292,3.027861158,2.44916,2.225662282,2.088935394,1.983517,1.804244536,1.717576993,1.691525,1.720325718,2.040960763,2.79362,2.342434647,2.004658908,1.884598
PF3D7_0107700,4.257683351,7.257414321,9.69166,8.944965477,7.996614542,7.14161,6.261339413,5.826555384,6.858725,7.258143519,6.703820581,4.367465,3.773657131,2.328994472,1.963508,1.809661223,1.742036762,1.700621,1.527417638,1.483212889,1.501184,1.448218074,1.447263276,1.550676,1.815290795,2.033965442,2.22153
PF3D7_0102800,2.479238408,3.665496488,5.45653,6.327926117,6.029081111,4.72297,5.179732963,4.631184444,3.903015,3.594327628,3.371680498,3.347555,2.704574108,2.604051202,2.5458,2.383513105,2.17712373,1.95075,1.726553017,1.519549375,1.378842,1.466715541,1.585260944,1.682094,1.70827686,1.767055124,1.949259
PF3D7_1319700,2.627045425,3.695326796,5.91829,7.393722327,7.968061461,8.13468,7.350557314,6.511544905,7.05436,6.078752837,5.646252888,5.6599,5.236527333,3.101449822,2.31918,2.366957778,2.266420959,1.8953,1.842384048,1.803554468,1.757451,1.531629933,1.540364519,1.760606,1.648545259,1.722574361,2.23343
PF3D7_0808600,2.015083889,1.75447289,1.605976,1.274823713,1.344164667,1.786378,1.321369886,1.1265823,1.147062,1.299399539,1.416462825,1.530239,2.078071863,2.679197519,1.997019,2.030108782,2.220298942,2.74803,3.072632366,3.396237398,3.83909,6.739611882,6.712443283,3.77093,3.41194577,3.01917727,2.49726
PF3D7_0729900,1.956445778,1.989238734,2.18756,2.444184969,2.47829963,2.39747,3.107509476,4.184597733,4.8361,5.667051766,5.625893447,4.887945,4.554900387,2.986085665,2.66516,2.752700741,2.747123911,2.60483,2.537549981,2.390534997,2.18426,2.387326667,2.372202537,2.04172,1.851013759,1.857555407,1.982748
PF3D7_0107300,2.085651303,2.103448111,1.949957,2.802996259,2.942265926,2.48714,2.610503922,3.22242867,4.32763,4.184526296,3.951625802,3.22945,2.197706803,1.866757415,1.864184,1.834796319,1.741815877,1.586504,1.550095254,1.585830407,1.704143,1.455050407,1.372743508,1.406749,1.663322461,1.800217469,1.846608
PF3D7_0215900,1.723200416,1.953314041,2.0892,2.461517643,2.758884004,3.00962,5.395205913,6.793838754,7.245005,6.247887113,4.889478319,2.552395,3.016566593,1.696031728,1.135117,1.20642663,1.195170656,1.0917011,1.116252137,1.092477778,1,1,1.065951407,1.254384,1.065951407,1.057924437,1.342601
PF3D7_1309100,1597.586707,1110.908983,498.271,779.3591481,810.5167619,614.963,611.2602739,470.3448198,220.97965,213.9476731,257.7295847,354.8775,522.0535037,1270.287925,1641.17,1595.288519,1658.13037,1883.56,1857.834074,1978.464815,2348.85,2341.640796,2261.423278,2073.14,2162.473333,2129.833828,1839.7
PF3D7_1323100,1006.426796,980.4502553,942.353,746.8387214,741.2305185,896.012,513.0484226,294.3224985,224.8945,199.7553913,196.0224363,217.3765,356.3824468,773.4580736,1061.42,1427.357748,1481.008798,1366.57,1306.634905,1372.694444,1594.05,1579.938026,1506.589011,1369.24,1477.521481,1396.883561,1036.23
PF3D7_1408100,530.5788492,471.0056595,462.384,359.3573246,371.39,501.27,206.6025926,110.1781657,114.33905,117.4440412,112.9249581,101.25235,171.3851076,305.8572615,388.111,733.2498589,820.2128148,777.878,799.9497059,880.8186645,1008.36,927.6681481,936.7408791,1120.88,1400.408751,1326.46113,790.516
PF3D7_1412500,375.1658116,328.1949874,229.095,131.9905222,109.2858498,108.395,49.88894014,37.11652222,52.9153,52.99113932,51.37831809,48.57775,62.25106611,69.06884915,76.4609,87.34907999,107.9116225,140.778,162.2557213,194.4386471,239.783,275.3833958,270.8104815,236.909,263.418579,322.9303099,390.151
PF3D7_0501000,1133.865986,1074.987078,753.82,408.3840328,347.2879259,401.462,160.0879569,73.41640712,61.06525,43.55843078,35.88794534,35.9654,38.88999259,49.02681111,45.7237,58.75676889,71.58355749,80.9633,96.6035092,115.9239435,135.576,144.9818125,163.2054556,210.231,333.9264156,629.4135178,1049.87
PF3D7_0808300,68.68097117,58.8727404,56.9996,63.8119429,88.44452114,138.525,160.0036975,190.4721681,174.878,189.0533644,261.0935618,425.975,289.7766899,361.7487148,413.946,388.4778723,347.3360017,300.508,259.632635,244.4622495,238.987,222.5532013,203.9790847,183.161,127.6886914,101.4853452,92.6373
PF3D7_1351800,76.37146569,65.93198451,61.4659,36.93137597,30.37555185,32.7957,15.60276667,13.37377834,24.24535,54.45154235,58.38803784,41.25905,49.42328083,98.83565465,121.138,126.9708158,133.8579109,143.877,155.1777021,166.4062702,177.17,190.0925809,181.1006296,147.071,170.0250741,162.7523812,105.143
PF3D7_API02900,61.96927012,94.42433814,126.529,105.0468844,93.08632671,90.5551,311.9959821,475.7448893,381.7875,436.212961,410.2681115,289.1045,307.0815502,201.2871322,128.829,101.4797971,85.45088452,73.9753,59.85689521,47.60628571,38.0176,30.5056679,31.78916667,39.7265,35.43198148,35.19553247,42.7927
PF3D7_1025000,19.78486093,13.86249979,10.78913,11.74247517,12.95693515,14.4446,25.89029395,43.69501393,39.72135,47.25398804,66.13804907,108.26715,139.7570427,228.087371,188.782,180.1762031,161.5803492,126.602,110.6154816,98.00386063,87.7686,82.72842005,70.92289014,50.5311,45.83797078,39.13196352,28.5852
PF3D7_1333000,87.57257742,86.79436296,93.8174,87.0974,85.00154815,85.7334,49.40293922,29.00212096,35.28985,31.11058823,28.11884538,27.08225,19.46983609,20.58752593,21.4796,21.02288223,20.04313999,18.9762,22.48756835,30.33983425,43.5239,57.15491593,68.21831923,78.2423,107.7359622,113.3051263,101.308
PF3D7_0810500,25.83841019,17.65062614,15.4016,17.571859,21.71402989,25.8034,12.597397,7.633962998,10.65873,9.827353704,9.96664577,11.125685,20.59415604,42.0032005,67.857,73.42180064,80.50878305,89.1241,91.23657141,97.64404172,115.46,136.8752145,132.4545023,92.5948,61.06559873,47.76220343,42.1197
PF3D7_1315700,39.3592111,36.28093034,33.6943,22.77569125,17.65769752,16.1533,11.40702115,11.17665185,13.45765,11.86801871,10.33527244,9.41127,14.02177638,23.11763641,33.0505,35.88239528,36.29665556,36.1871,50.15969259,53.14552963,47.7039,55.49271481,55.37293704,47.2419,50.84078889,50.50285605,43.8909
PF3D7_1119100,39.79683568,28.23148736,16.9521,16.89643415,16.17280032,13.212,10.44876079,7.753803023,9.7086,8.91742896,8.371953699,8.6088,9.96142472,14.85396113,22.4125,30.76334575,36.82371952,41.4285,52.21205053,54.4237963,52.6175,53.80505556,53.07853333,49.8152,59.66142222,60.27609244,48.2172
PF3D7_1362400,14.73944248,12.12080695,11.1561,10.7515196,10.99888019,12.5564,14.96226055,15.45728148,15.90385,17.44618333,17.86916372,18.67665,32.53147878,67.83870473,77.2376,83.83558805,81.4118875,68.82,65.72619437,61.027066,54.0938,51.10119811,45.65577844,37.038,33.76569996,28.67273252,20.7265
PF3D7_0934100,47.47944687,39.96095381,34.3717,30.97133641,31.33144074,34.1687,21.68758202,16.84585522,15.23525,14.12655252,13.42094313,13.523775,17.94054338,27.66546879,42.5973,54.02910401,55.12600741,51.6086,52.03918198,53.93764024,57.238,56.14175452,53.501164,50.3504,56.12158519,57.67129255,54.874
PF3D7_1125600,18.66047778,24.13831548,47.3424,62.0361647,77.08208098,97.1914,166.6128153,288.8928532,260.5055,247.9383953,190.5039771,98.47385,58.52654723,18.19171127,17.8153,17.70009977,15.98621216,9.77864,5.469160372,5.032718746,7.52127,13.47308792,13.38650055,7.69692,6.426909816,9.549114815,19.0387
PF3D7_0720500,24.78637063,37.13510763,53.2329,43.73430741,42.4578963,48.3096,36.95226667,41.30692593,50.3885,49.65937799,42.05023029,21.74305,19.29612837,11.06376812,10.33055,6.9739844,6.408858148,7.59631,4.838843333,4.822554074,7.53348,4.941317037,5.809244444,10.8812,10.87772593,12.3247699,18.9903
PF3D7_1423200,22.04367774,16.69087377,12.8046,12.79064986,13.03768519,13.7485,9.208042356,6.194161718,7.244405,7.122777414,7.408965842,8.03949,7.976319665,12.82860116,18.4808,23.61061936,27.09702542,29.6788,34.45174392,41.25560614,47.4559,41.76901111,39.89498148,40.2275,40.04331531,37.31081295,27.7865
PF3D7_1227100,45.61926201,47.68979237,47.886,48.71570175,48.12875341,43.1167,26.99079968,17.38306173,16.78985,15.49936238,14.41702116,13.6099,11.70716915,11.77075065,14.8354,20.37367518,22.96793118,23.9237,27.1313395,28.69099184,29.1219,29.25540893,29.88320453,32.05,34.45829821,36.74676979,39.1186
PF3D7_0925500,39.2823126,59.41838619,81.4511,70.80828519,70.14367407,78.8876,39.26241481,30.0033966,42.20455,41.9292324,37.30241355,25.03535,22.92261306,15.95086517,15.0811,13.80042069,12.16677351,10.26699,8.47852624,8.134114931,8.4099,11.74814995,15.0771166,16.8661,14.60306296,16.17643825,27.5075
PF3D7_0217100,14.38815556,21.28928453,38.194,58.74009522,91.0585089,123.86,86.95261114,67.66325646,54.37985,43.34366994,37.08936167,34.5728,37.95116972,19.10367407,21.5876,15.78336959,12.81734265,12.0828,9.429831223,8.21025432,7.94382,8.124679838,9.069444606,10.84226,9.29106,9.265089119,11.7957
PF3D7_1242200,39.11180012,37.40120821,30.9205,29.43885528,27.4792368,24.1232,18.88401392,12.78804765,11.846105,10.29919782,9.384163136,9.614385,12.64087669,18.25156871,23.9389,32.63038142,34.08734815,32.2292,33.50482963,33.94600007,33.904,28.39977771,30.22684444,40.9244,38.92958519,38.25994062,38.4365
PF3D7_0303700,17.50593169,27.67145474,36.6879,35.09878889,34.70188889,35.157,30.20825926,32.00554815,33.82955,28.92200181,23.9558182,21.0354,19.06206022,9.875993431,8.73607,7.077702636,5.860104477,5.18167,5.099751772,4.769569566,4.10638,5.93808362,7.361837862,7.89566,6.652652593,6.858745415,10.46059
PF3D7_1322200,13.83265382,17.51838295,21.8236,24.08754748,26.48582227,30.1536,53.01287305,57.13350698,39.89495,36.02316718,29.67749465,21.77435,26.28667483,8.640278132,6.56453,6.246382257,5.720549899,4.88158,4.476740234,4.386108012,4.37726,4.948652365,6.732704672,9.28706,7.474593333,7.613372275,11.0473
PF3D7_0220400,2.918653249,2.201403368,1.38769,1.294715296,1.225847888,1.175574,1.198844861,1.702800788,2.6248095,4.165892566,7.480292754,12.9878,12.59552318,26.2819665,29.4809,29.5965605,27.81322311,22.4445,22.18701714,20.39674565,15.1359,13.35175361,11.28464866,8.68049,6.583638968,4.801249289,3.44195
PF3D7_1025300,20.68958192,26.1262896,29.5719,26.70746877,23.96254501,22.1222,20.03927323,15.85605188,15.272875,12.83945388,10.67865439,8.17866,9.826356161,3.184578728,2.40351,2.651097223,3.226493303,4.31316,6.094227415,6.855646133,7.03336,6.797345185,7.314388519,9.02767,8.979418148,9.956398847,14.7901
PF3D7_1365500,25.59111432,30.24705238,35.0782,28.90568148,28.26982222,32.6256,16.91241481,12.15260801,15.5936,17.01984843,15.01980331,9.693435,10.45290975,6.473932371,3.92373,5.076381852,5.171270741,4.28973,5.012492963,5.154102963,4.83594,6.625641315,8.389247826,9.72753,12.41663877,16.73038688,22.3135
PF3D7_0105200,21.33321624,30.99802861,43.6709,35.47009889,26.328881,19.5853,13.83022804,12.59870318,14.0323,15.8501374,14.3913893,9.58035,9.741723079,4.48832732,3.65536,3.900967407,3.789698519,3.22618,3.393253016,3.78498306,4.55828,5.828367454,7.214291673,8.42534,8.945615279,10.930698,16.7432
PF3D7_1242300,9.589120471,13.72591497,20.9166,21.31293403,21.69041789,22.0311,17.14954444,15.84800878,19.64805,19.65877999,17.70092642,13.18911,11.47244301,5.789048889,6.69596,3.588322963,2.574157778,2.78418,2.662091111,2.858038196,3.69987,3.961563146,4.22243815,4.50584,4.66639726,5.556469221,8.22132
PF3D7_1313400,15.15195752,17.08525727,17.8734,17.70746878,15.3444964,9.55218,12.83486148,12.45782333,10.939295,10.52799016,9.999208138,9.280755,7.16303625,4.004290837,2.60691,2.204797062,2.314944444,2.8099,2.604144444,2.683825333,3.35573,3.895324837,4.580990155,5.44143,6.148000926,7.894089881,11.663
PF3D7_1224000,158.7730658,85.9852173,31.3992,26.4754976,17.67546532,5.27138,4.756793305,4.139830697,5.997635,5.710422045,5.06422008,4.23318,3.366648554,2.14908068,1.729012,2.149844266,2.33965384,2.37435,3.2774028,4.547262301,5.7644,6.34315861,10.56442672,32.4914,128.4076638,190.9698019,212.548
PF3D7_0918600,11.55944654,14.28308848,17.0127,17.02854959,17.27385639,17.9153,16.72096387,15.90516206,14.47165,13.70117521,11.68836834,7.884825,9.067760909,3.874999046,2.85484,2.680922106,2.669328336,2.76774,3.782038082,4.584908587,5.06775,6.1571324,7.44816619,8.63433,9.227407431,9.626716487,10.00599
PF3D7_1245100,7.483616715,9.987228908,14.7341,19.38813399,23.90884404,27.084,24.00854869,19.75171427,18.7791,18.12843125,16.8729391,15.2457,14.81012088,8.389704825,8.04518,7.471440103,6.431744732,5.09233,4.746842888,4.530216372,4.40101,4.541324749,5.160488955,6.2373,4.679677778,4.521103759,6.22776
PF3D7_0531200,9.197649296,10.93401918,11.6372,13.49614755,12.91203059,9.69284,9.492951971,9.397764387,10.30173,10.06854016,9.966206203,9.61088,5.66507602,4.586090142,2.96445,2.456962728,2.522190741,2.93925,2.05279963,2.120632222,3.20089,3.015941852,2.959795509,3.01734,3.251785526,3.950940716,5.75464
PF3D7_0316400,8.714598386,11.70588388,15.7993,21.66739175,20.8920037,14.6443,17.41511481,15.34114444,11.05895,10.89314017,10.95993934,10.81196,8.903842009,5.074775729,4.04952,3.920851111,3.646911564,3.08846,2.74910432,2.521880805,2.39768,2.478074338,2.709021725,3.21823,3.78881435,4.797992605,6.5708
PF3D7_1345500,10.95296646,13.85802704,17.6607,14.94373704,14.7234899,17.0429,17.31835439,19.75758534,19.6303,13.19482683,9.101512379,7.467925,7.775904871,3.489184713,2.23595,2.496290741,2.436824444,2.00658,2.0811299,2.198795879,2.38471,3.61589311,4.76464,5.36297,5.35557,6.194374646,9.46146
PF3D7_1440300,15.58763302,20.27106638,25.4222,24.81701481,25.67187037,28.7195,14.62303333,10.01172505,9.614135,9.607534141,9.051134333,7.778815,6.847328444,3.588574649,3.31851,2.653292616,2.548380608,2.8901,3.400538913,3.628933874,3.72178,5.543702369,6.582360444,6.96823,9.325645483,11.42347002,12.9667
PF3D7_0710400,15.34185556,14.6927352,10.05442,9.231867235,7.93298526,5.9703,5.004526382,5.049750174,6.70152,6.311760264,5.466135516,4.29153,4.468388282,4.503997057,6.42642,6.675513872,8.159431189,11.8108,12.3246527,12.65160533,12.8649,12.87707844,12.92705464,13.1524,14.14032158,14.10696667,13.1503
PF3D7_1209900,9.656433772,11.45862617,12.2084,16.60881004,17.81461111,17.4275,18.09053704,16.61851481,12.73905,11.48158352,9.767526832,7.67539,8.79196483,2.883424597,2.22489,2.203190329,2.143487853,1.988579,1.864416941,1.756628761,1.686156,2.711182722,3.618631055,4.02284,3.440232593,3.669817426,5.91054
PF3D7_0410900,17.60471102,14.5066525,13.4404,14.68921481,15.1155054,15.0315,12.07498949,7.896632517,9.04541,9.148456979,9.459612981,9.796725,10.13605093,12.46105556,11.9795,13.93107852,15.7859055,17.0122,18.50706742,19.98441154,21.5552,24.9105037,25.72858148,25.5571,27.64547037,27.52665871,23.3517
PF3D7_0504200,7.637825578,10.46498751,12.6548,12.7713119,13.6129085,15.594,13.33422222,13.46076667,14.2169,12.61708013,11.93588663,11.98586,8.346161194,3.251549455,2.43914,2.001216529,1.937803111,1.976712,1.798829296,1.695629259,1.671811,1.817159469,2.071295565,2.41117,2.733498266,3.462850139,5.14321
PF3D7_0824500,25.56094564,32.81382894,36.9582,27.12304276,22.41694321,21.3988,12.84869552,11.68814444,12.49757,11.34382381,9.096790393,5.752505,6.52732544,3.808242379,3.55706,4.203800741,4.245743704,3.71884,4.738425185,5.073367407,5.01076,6.294151773,7.016444572,7.17818,7.191364771,8.855732451,16.6689
PF3D7_1239500,10.57205785,12.94852731,14.4995,16.79740327,17.16242222,16.6642,19.53886667,18.4795138,11.41384,7.911162436,6.806319288,7.73936,8.111739007,3.476138052,3.13921,2.686408812,2.416745239,2.301,2.473444295,2.603509615,2.68079,3.815056728,4.454631584,4.60904,4.157580741,4.548294534,7.21666
PF3D7_0917500,6.000417895,10.22574012,16.8493,23.33894432,25.66978345,26.3905,28.78752645,28.11507388,24.1073,16.76932025,13.50317028,13.12015,15.73993869,4.952006598,3.63408,3.351192263,2.96310017,2.52819,2.690167778,2.62098963,2.26136,3.095703111,3.938859852,4.37944,2.984528889,2.68488704,3.77392
PF3D7_0932600,7.876853139,10.30495272,16.8305,17.12056269,20.6908231,29.7944,22.12497473,17.07280044,17.15295,13.3529109,9.952951985,7.488895,15.82536386,4.070529853,3.31792,3.34674963,3.179146296,2.67145,2.771901852,2.59104,1.97384,2.885082722,3.9926593,4.81845,5.08745128,5.970906157,7.70382
PF3D7_0925300,7.147791483,12.88257052,20.9188,21.48548854,23.9627699,31.1034,36.04493916,35.68949498,28.123,20.4684168,14.5225489,11.112115,15.01831304,4.164267532,3.90401,3.546215272,2.861778501,2.03731,2.332465556,2.426094444,2.39845,3.635149857,4.570923476,4.90869,3.277149259,3.024338929,4.71399
PF3D7_0833300,4.530979616,3.043612129,1.964478,1.339233646,1.418015481,1.970634,1.630774741,1.555487057,1.78614,2.905351442,3.241403015,3.06619,3.99909545,5.043602726,4.90839,4.679192089,4.698783329,5.16829,6.280325392,8.237517414,10.60655,11.5457872,11.10127629,8.84636,7.907321921,7.075617588,6.1573
PF3D7_1472700,5.474305739,7.296897972,10.57872,13.7050255,16.7041808,19.6134,23.61703252,21.72217497,12.78525,11.3899101,10.18667109,8.452585,10.1581409,3.237079302,2.44561,2.193448139,2.224351481,2.42707,2.280692222,2.24839649,2.36194,2.6182193,3.539689024,5.06701,4.358847037,4.187092292,4.62384
PF3D7_1334500,23.69130812,52.86212209,89.3044,109.1865551,103.2377726,62.555,30.23286061,15.00835604,12.767065,11.20843849,9.65556149,8.088475,7.08702507,4.073189326,3.43,3.062555701,3.080411481,3.32233,3.164253328,2.869193709,2.58348,2.720474092,3.23496813,4.05774,3.55314,3.931815471,7.63303
PF3D7_1006400,8.538367953,13.55385089,19.3026,16.82400741,16.72522963,18.9216,10.25072593,8.350485185,10.12466,9.746848312,8.573423795,6.284975,6.540520501,4.205333945,3.46899,3.679982593,3.611010939,3.02842,2.592369802,2.547887906,2.80164,3.253240948,3.651616125,3.98167,4.531526536,5.187039275,6.06594
PF3D7_1242500,4.832949199,6.873388346,8.96078,13.51117507,15.77723661,16.7237,20.68525459,18.69798519,14.0483,11.20971418,9.121870098,7.28528,9.450119144,3.703473161,2.82742,2.240168656,1.95871175,1.845613,1.873024852,1.798554963,1.558372,2.560732751,2.992218138,3.03301,2.024429259,1.859413964,2.89556
PF3D7_1147600,4.913784146,7.64051646,11.1142,11.11323704,11.49386354,13.4679,16.35592237,19.97396224,21.5568,18.00295349,14.73000805,12.65455,10.42750523,5.536402076,5.09278,3.902409173,3.561904977,3.54342,3.410358866,3.376503569,3.4308,4.318429765,4.456737774,3.76189,3.11005704,3.077890504,3.71944
PF3D7_1024700,4.859078508,8.012200419,13.199,20.56240051,22.07323819,20.6485,18.58951251,14.70939856,11.099845,10.79529857,10.03145481,8.836145,8.572128117,3.329887271,2.64167,2.623317155,2.597075692,2.52682,1.675164242,1.466265418,1.817447,2.197733486,2.753675467,3.28945,2.685731481,2.575699078,3.19693
PF3D7_0204800,5.270942761,6.594815585,7.72751,9.673656415,9.875038867,8.67992,7.90102812,5.958491902,5.212735,5.676071641,5.712234646,5.35023,4.599766365,2.692260575,1.896836,1.73955138,1.681651906,1.659387,1.963804037,1.966517185,1.669852,2.101188931,2.317385958,2.37188,2.821228801,3.343606881,3.88989
PF3D7_0108600,4.08009895,5.339254655,8.47697,19.16445682,25.77112436,28.0004,19.1559761,12.86822707,11.421985,10.2996666,8.989996234,7.857735,8.67490848,4.561994444,4.92835,4.12324142,3.193403395,2.62928,2.729398519,2.698794043,2.46705,2.378194846,2.661771111,3.51666,3.005867407,2.938883732,3.49018
PF3D7_0526400,2.684913396,4.956175925,8.50892,7.29514963,7.327539485,9.99625,16.72325478,22.57301685,21.26125,14.06177649,9.746815998,8.02289,7.776611321,4.096392222,4.10497,3.380458889,3.199845926,3.40832,2.778016296,2.604577037,2.73934,2.168917778,2.140168519,2.62845,2.029248519,1.844657346,2.01224
PF3D7_1469200,2.913563333,2.933876296,2.72598,3.768991097,5.558456518,8.75592,32.74078691,68.97297745,61.2449,96.04110401,102.2035176,85.9198,45.93591419,10.63199428,6.55691,5.080252531,4.445833855,4.10225,3.705027707,3.234935134,2.65685,1.774164813,2.201962593,4.03735,3.690296033,3.127543226,2.64763
PF3D7_0906000,10.66910794,11.19266284,10.30629,9.564201947,7.794255981,5.1799,5.011165296,4.263215051,4.812225,4.56656461,4.054642783,3.450015,3.284221886,2.279270905,1.738919,1.839352131,2.011743865,2.17697,2.199321504,2.20892218,2.21644,2.388396975,2.870661688,3.8533,4.70868929,5.932744164,7.7679
PF3D7_0828400,4.879034793,7.159381904,9.43708,8.763731852,8.678229974,9.24318,9.542337433,8.772310192,7.398025,5.777262965,4.731828163,4.424585,4.526860637,2.571730417,1.949462,1.513779458,1.501593963,1.712211,1.595070259,1.659965388,2.09173,2.354133542,2.65183033,2.90515,2.712135185,2.774467748,3.50248
PF3D7_1034500,3.49018486,5.922288057,9.51982,10.72701557,12.6873091,15.0461,15.04249669,13.51545739,10.32834,9.122572925,7.490816909,5.37746,8.04025799,2.84506418,2.35499,2.198873877,1.914571821,1.539502,1.663654977,1.772378813,1.840003,1.938063935,2.236533608,2.70919,2.06899,1.922215015,2.38574
PF3D7_1436700,3.624957112,6.11756515,9.4726,8.534115531,7.657431506,7.24011,7.270991481,6.714722222,6.64286,5.815122457,5.170839977,4.476405,3.933856255,2.817879316,2.27652,2.047575061,2.023795926,2.06627,2.016497988,1.845792642,1.586731,2.211722852,2.379319904,2.17084,2.015314911,2.077957738,2.61837
