ID_REF	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
10433219	1192.8	1114.481223	1059.9	1023.050027	1005.5	1031.15	1056.8	987.15	917.5	952.0935921	996.9	1010.665016	1024.4	1063.315124	1102.9	1118.261332	1132.9	1164.766776	1195.3	1211.948159	1219.8	1213.75	1207.7	1213.65
10438769	584.2	676.7182592	728.4	745.4754908	752.3	708	663.7	689.7384255	728.5	755.8115745	770.4	696.0963102	583	507.1431354	450.6	413.2605544	395.4	397.2586777	400.6	403.187529	407.5	449.4702285	498.8	511.9674362
10443463	105.8	159.5895151	184.4	184.9979849	185.2	152.8	120.4	133.4	146.4	129.599705	112.7	112.5996005	112.5	107.0405468	98.3	90.30348093	85.4	84.95666667	84.8	89.12420382	97.2	108.5757962	116.2	114.95
10446376	1773.6	1785.85	1787.6	1743.789898	1688.8	1673.12087	1659.9	1642.278606	1615.9	1522.110626	1445.8	1557.55	1669.3	1645.65	1622	1665.85	1709.7	1684.6	1659.5	1695.567595	1743.8	1764.351636	1778	1788.230769
10447167	707.7	682.43125	675.1	697.95	720.8	698.9	677	720.9593458	767.6	771.7906542	773.3	764.3710302	746.8	717.6289698	697.1	718.2	739.3	730.585044	713.9	692.1476721	671.1	656.467284	649.1	681.7130099
10448441	487.8	498.8055473	508	514.8635316	521.6	532.9184211	540.3	519.8	499.3	531.8643612	574.8	594.2856388	603.4	602.1709167	599.1	586.4616955	573.4	569.5173878	567.9	575.85	583.8	560.1394286	530.2	520.0497489
10449452	576.4	567.33125	565.4	577.45	589.5	501.85	414.2	446	477.8	420.4	363	438.4	513.8	498.55	483.3	543.5	603.7	599.45	595.2	656.8	718.4	703.7313953	674.9	637.4859814
10451110	5261.5	5032.988233	4891.4	4821.718017	4791.4	4878.65	4965.9	4768.884258	4527	4448.165742	4414.2	4457.65	4501.1	4416.9	4332.7	4384.2	4435.7	4330.05	4224.4	4571.141488	4996	5109.522891	5191.9	5305.63562
10451123	371.4	358.4133264	351	348.2991736	347.2	349.15	351.1	348.1575221	341.1	315.7924779	294.6	322.4	350.2	339.6	329	341.7	354.4	352.95	351.5	389.0820401	428.2	430.5679599	431.4	409.8971869
10451495	997.5	980.8451821	962	934.6485679	917.2	950.7	984.2	934.6	885	902.5144836	921.5	923.1395814	924.7	935.7454983	946.1	946.8310956	947.6	996.919341	1045.5	1022.620701	999.3	998.8493117	998.4	982.2576894
10454286	717.8	643.7703437	607.8	605.118505	602.5	565.9174013	531.8	562.2	592.6	587.6	582.6	589.05	595.5	592.15	588.8	621.9483105	666.4	684.0841456	698.3	717.6175439	729.1	726.95	724.8	738.55
10457862	612	624.0375	627.4	618.8816162	604.2	591.6756807	577.9	562.1115383	543.9	515.6311648	497.2	500.25	503.3	458.55	413.8	453.4842417	494.8	496.6782583	498.2	501.9373943	508.4	522.2392078	545.5	600.7608979
10460157	2878.8	2864.0125	2861.9	2937.6	3013.3	2969.8	2926.3	2933.453962	2952.8	3102.404131	3258.2	3280.04357	3300	3364.199899	3456.6	3583.098438	3664.9	3613.276469	3508.5	3333.064793	3176.6	3127.658933	3090.5	3032.599805
10463224	590.5	548.05	530.3	538.8	547.3	541.6008123	527.9	478.1991877	436.5	469.5	502.5	497.6	492.7	506.5214286	531.4	562.7285714	583	574.85	566.7	587.9338624	617.5	634.0661376	642.3	611.113584
10466304	276.2	329.865163	361.4	372.0538632	379.7	390.9122238	397.6	366.4249097	329.2	321.7068083	314.5	292.6944743	261.1	216.0738077	186.6	196.6	206.6	203.5829749	197.5	186.5670251	178.7	212.6859624	263.1	290.604312
10469867	207.3	199.8728969	194	188.8708531	186.2	191.4192841	201.6	215.7449328	229.5	237.5816381	243.1	245.8322234	248.8	260.4719216	269.9	268.75	267.6	269.4	271.2	244.2	217.2	219.4	221.6	213.2
10471880	67.2	63.08134328	59.5	55.83115672	53.8	55.2	56.6	55.22413793	53.8	53.72586207	53.7	56.85	60	59.8	59.6	63.65	67.7	63.5	59.3	62.05	64.8	64.2	63.6	65.05
10472923	6809.1	6134.852066	5735.7	5582.715738	5497.1	5459.290258	5416.1	5102.941938	4825.4	4882.395817	5006.7	5221.955524	5529.5	5936.833419	6349.1	6668.118801	6898.9	7030.323245	7110.1	7154.573194	7174.4	7134.491055	7042.9	6842.941101
10473224	533.1	494.70625	482.4	510.7	539	516	493	501.5	510	482.9727768	455.6	455.0772232	454.9	454.9251667	455	462.4748333	469.9	453.6	437.3	439.2954449	443.6	450.2098043	460.9	486.0243368
10478424	2134	2157.9	2162.4	2137.668595	2092.4	2043.672094	1993	1947.387947	1910.9	1884.421364	1871.3	1897.81804	1942.6	1989.18196	2017.5	1970.519095	1912.2	1892.080905	1883.3	1934.969517	2007.4	2037.91655	2069.8	2156.963933
10480035	161.2	155.861	152.8	152.0018641	151.2	146.5121359	142.5	147.7692913	153.7	154.4248413	155.2	166.6450851	183.1	194.5005862	202.5	206.7101961	208.6	207.8978395	206	190.5021605	176.2	178.65	181.1	172
10485514	2906.5	2879.48125	2867.6	2868.774923	2872	2903.125077	2932.2	2817.04828	2654	2557.00172	2507.9	2572.25	2636.6	2562.55	2488.5	2490.783165	2495.6	2501.699977	2513.3	2586.004068	2687.5	2752.877335	2815.1	2894.684016
10490946	2783.6	2698.663019	2622.7	2541.455731	2495.7	2553.15	2610.6	2367.986257	2089.5	2041.296785	2006.3	1961.811166	1906.7	1789.655792	1705.9	1711.502235	1724.8	1751.67123	1807.7	2128.922111	2472.3	2554.799685	2615.8	2713.154739
10491780	549.5	504.3111014	472.9	451.8201486	441.8	486.5	531.2	465.5427041	394.2	385.1572959	381.8	385.2	388.6	372.65	356.7	361.5190909	368.1	370.3303084	373.2	410.8902858	455.5	467.8204781	479.6	516.3398367
10493086	1408.8	1321.9375	1283.9	1291.85	1299.8	1256.15	1212.5	1235.3	1258.1	1233.55	1209	1227.95	1246.9	1213.05	1179.2	1205.853846	1248.5	1286.196154	1307.9	1304.6	1301.3	1313.416314	1339.7	1400.833686
10495035	811.2	903.4175106	947.5	949.98376	952.4	990.4487294	1026.2	899.7757725	760.4	745.9311008	731.7	637.1074983	508.7	408.3109639	349	342.5387048	337.3	319.9359597	306.8	351.2018388	432	516.8287584	605.9	680.9082948
