,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34
PF3D7_0529100,46.52536901,54.95714587,66.4417,73.039571,65.77717199,42.90825,34.38144985,18.86056497,12.5797,6.104698302,3.516163662,3.089595,3.950410778,6.303492144,11.6159,18.46926638,28.62933617,40.94475
PF3D7_0730400,5.881732542,8.817322565,13.737395,20.18706756,36.70775187,93.1027,670.3869571,1439.733649,1699.105,742.8112258,207.4832895,68.3606,29.71808439,16.4817859,11.08513,8.66305425,6.308975679,4.450175
PF3D7_0508800,40.23169124,48.99235788,60.9568,72.98758346,73.54171253,63.0391,47.60505374,26.43374598,19.27045,9.012414689,4.71278479,3.76504,3.14159353,3.761031301,7.83884,15.55392211,24.63025327,33.8626
PF3D7_0717600,10.49143536,18.09758395,28.3425,43.56652096,68.25247571,103.9767,140.6307167,139.0731067,36.9653,17.52271629,8.134161008,4.42373,2.717826699,2.1013674,1.8601635,1.568795088,2.039284362,5.009645
PF3D7_0618600,45.32150835,50.95434605,52.1686,54.35934627,52.77825704,44.03535,33.90625677,19.70342835,7.032185,4.078461168,2.483376429,1.891725,2.060672595,2.40749255,3.312,7.797158434,16.0482746,29.22825
PF3D7_0810800,77.9555293,75.96204333,64.5011,53.1420469,39.04971437,22.0717,12.70013903,6.503112082,4.92184,3.216365599,2.949010132,4.146575,7.318747139,12.43205518,20.6979,35.82392647,56.11661882,74.67015
PF3D7_1017100,6.539636028,9.233075854,12.4078,16.02792342,41.90791957,143.9729,329.9004826,454.0110374,178.1515,68.23603077,21.96805109,9.69492,4.405457769,2.880363077,2.429965,1.957241668,2.343664396,4.493045
PF3D7_1023400,20.95492261,29.03185508,39.95845,52.35382164,52.45652999,40.62965,27.57739458,15.01019314,6.3882,3.78681563,2.935129454,2.290995,1.543984934,1.549043811,2.44047,3.576614636,7.147624809,15.131
PF3D7_0717900,38.81035516,34.60916462,27.2017,19.10214625,12.0288177,6.799935,4.36947895,2.958460259,3.82927,3.575190579,4.225558503,6.43647,10.96067326,16.65803606,23.07575,30.54889822,36.63781635,40.6711
PF3D7_1348500,30.24077613,45.20771474,57.59575,59.97199654,60.61996167,60.7126,53.02304761,29.13050201,10.69026,5.942565193,3.601309202,2.53059,2.132589188,2.2120739,2.83033,4.111377097,7.697652265,16.61765
PF3D7_0607600,7.982117316,12.71413911,21.04605,35.7361687,62.50165834,98.61195,111.2245261,80.56327002,16.7913,9.163804748,4.919053897,2.847575,2.125553685,1.789775748,1.6392185,1.772449444,2.545253033,5.11038
PF3D7_0802800,2.134474806,3.352940372,8.59673,21.90474049,58.05665359,143.3205,280.8320405,307.7038714,180.4855,77.5582783,25.60984702,9.450605,5.247615568,3.426325364,2.489385,1.884755253,1.747625952,1.9140995
PF3D7_0408500,16.25670782,26.95117794,40.20165,61.85958019,69.72694392,69.12905,57.80837993,23.37059163,9.91557,6.214022419,3.81160238,2.4416865,1.685150646,1.565036289,1.654248,1.870703335,3.147466472,8.083
PF3D7_1320200,11.33908843,14.116071,17.3117,20.98532275,21.62350886,20.2692,17.92268352,13.12702348,7.75457,5.28096388,3.498377257,2.44501,1.99447848,1.916440565,1.9542305,2.854731265,5.047366003,8.72091
PF3D7_1025400,2.429122757,2.94601645,3.255195,4.640383168,8.451743359,18.11375,43.50994903,47.3646823,21.82745,9.627769915,3.83043751,2.0367725,1.623292839,1.446949702,1.3358695,1.135819501,1.15688464,1.575938
PF3D7_0400100,2.242193524,1.647623062,1.3974605,1.257655424,1.199501686,1.220477,1.317413778,1.881761906,3.41851,7.897158481,14.12970336,20.3798,23.28365309,25.50819803,25.82095,17.07157089,8.728694548,3.849955
PF3D7_1106600,14.27270437,15.10995137,14.9132,11.15299254,7.727855816,5.49225,3.772043713,2.336267995,1.9016895,1.541802219,1.492212467,1.745368,2.096114334,2.559735428,3.221695,4.629375028,7.664429542,12.24275
PF3D7_0424700,71.74111377,32.35286605,16.62875,9.316839164,6.154333012,4.84062,7.230783265,23.41072795,127.50695,258.2232239,367.2109425,438.1035,494.5948283,585.0549849,684.628,575.1530036,383.1163273,170.2845
PF3D7_0705500,46.87626642,47.95406512,59.99345,77.17278953,113.5533831,180.3735,261.5147645,342.9758953,355.2125,388.3465858,383.1865266,323.745,283.9058722,240.6944034,192.6895,144.5051789,95.80026538,55.8798
PF3D7_0320000,175.0508525,233.3497465,290.295,346.9582791,349.0350794,300.4105,237.1460569,95.14088077,62.2791,31.74840201,17.11294602,12.174175,8.668402939,8.032871271,11.265475,25.22579494,57.26064061,118.969
PF3D7_1224500,72.28988462,99.73084037,146.8175,207.0898309,288.1642092,363.0105,346.4420102,261.8495199,77.9951,39.99020231,20.17631509,11.335575,6.142988543,5.337484121,6.468055,15.89313756,32.62335285,55.3648
PF3D7_1477500,77.99531354,45.16111186,28.3249,14.43729231,7.80019669,4.992525,4.494737129,13.8423695,52.67785,82.42385031,112.7546223,146.7395,228.3301719,357.5835188,483.4485,422.440692,302.6099415,146.882
PF3D7_0613800,7.95004472,20.23883495,49.9392,92.59642671,172.5240658,274.984,286.1701419,204.3140023,60.78,29.42448619,12.87801262,6.130195,3.630849288,2.775867232,2.419205,1.931099776,2.040920095,3.476485
PF3D7_1465000,15.48389863,24.02818423,33.3031,41.24626122,53.44281765,70.97085,86.4981577,90.21912418,29.8997,12.71149231,5.738621868,3.7073,2.836948742,2.065833474,1.4278185,1.854859133,3.473476682,8.29133
PF3D7_1106300,36.65225153,39.10740798,43.453,43.45396623,41.16941024,35.7035,28.86868159,18.51572205,9.49812,5.653328006,3.474522816,2.451825,2.204047946,2.787209497,6.25608,13.58681293,24.65855217,35.45395
PF3D7_0504000,43.84372295,49.20311286,56.1149,53.12722719,47.79446899,40.04045,24.09844069,11.47908088,6.757715,4.416170633,3.157371941,2.6794,4.268778088,7.317933609,12.2475,20.43011663,30.62431734,40.6901
PF3D7_1436600,4.226743092,7.196195929,15.34315,33.87481283,75.32960691,165.412,362.7918997,433.220153,304.546,127.354084,38.50547465,13.51505,6.888451075,4.317702107,3.15456,2.472393838,2.472679119,3.129605
PF3D7_0501800,30.19799744,39.90582378,50.2243,54.74973882,60.49655106,68.35105,51.81479942,27.79351621,13.7515,8.018150188,4.748424738,3.25128,2.285208402,2.243918232,3.119725,5.983810927,12.07974186,22.1801
PF3D7_0505400,13.72308534,18.09158431,27.90015,40.25488441,54.63355649,66.044,56.16412568,37.20565709,12.845,6.646089556,3.502293345,2.2024175,1.883228214,1.71279818,1.665647,2.802396387,6.010515553,11.54542
PF3D7_1215100,34.58532132,26.86616114,20.59835,11.19848374,6.500139902,4.702515,3.611624463,3.874416866,6.293535,9.16788619,13.51374836,19.3052,24.1826965,29.25525542,34.984,45.64227798,47.37846396,42.94955
PF3D7_0919900,3.2854117,6.932559107,16.90605,35.96214667,78.74307397,149.991,190.7709272,189.9928092,50.8861,23.34084969,9.840893429,4.685555,3.186332871,2.3925231,1.897367,1.746643981,1.764941504,2.0615225
PF3D7_0504600,3.932346107,8.158992387,17.05655,30.88423905,50.36404508,75.39875,107.5410713,63.02751232,23.07715,11.03894878,5.390904738,3.42018,2.268076019,1.787233604,1.607272,1.867271398,2.07461737,2.2875415
PF3D7_1123200,4.045399309,6.465798339,9.706395,17.23718138,28.33610904,44.9427,88.558558,110.931047,48.1928,21.17264983,7.963536977,3.62101,2.60479772,2.097341439,1.7039225,1.638736369,1.729049026,2.274716
PF3D7_0305100,18.51518876,20.8650028,23.51475,21.22948929,19.40741941,18.41265,13.56086582,6.581138512,3.97045,2.738072333,2.00178859,1.695957,1.718121818,2.035297185,3.290535,5.365668264,9.621519019,15.7466
PF3D7_1136700,2.401596691,3.485768145,5.473735,9.154873091,19.17102931,46.8838,130.5127235,188.9867635,69.9393,29.99305381,10.97314345,4.645545,2.959168344,2.120993429,1.666195,1.513493837,1.532924661,1.7986235
PF3D7_0621100,2.498166738,3.269419606,4.93687,9.437844362,28.86928856,89.19055,183.335103,235.6230771,82.18975,33.12435332,11.96325653,5.625225,3.242629966,2.455041115,2.201275,2.068548543,2.001128817,2.1116045
PF3D7_1126100,15.32664797,17.88177462,21.62735,25.0098451,25.27035816,22.7215,17.70709716,10.56283078,5.062485,3.345159551,2.615583959,2.39152,3.379484038,4.234540903,4.969935,6.082251661,8.779786456,13.52365
PF3D7_0503100,12.93756031,16.00499844,19.3535,22.85771046,22.20251155,16.11955,10.06581657,6.232814725,3.300735,2.199086888,1.630188229,1.4021395,1.397094667,1.738568995,2.78198,3.976966816,6.226976992,10.05347
PF3D7_0817600,2.837201881,3.278439307,3.789,6.065699921,26.43776714,116.9773,331.4845703,424.6391485,194.6195,79.12904595,25.89680304,10.26733,5.14159693,3.252041467,2.4529525,1.766321814,1.761429822,2.2777485
PF3D7_0712000,4.033222548,2.809252964,1.883152,1.73517247,1.664082735,1.703849,1.923065016,2.990002997,5.964305,13.57286798,24.10704511,35.0589,41.99187112,46.11513613,47.78995,31.6249363,15.35131847,6.06161
PF3D7_0416500,3.332435532,5.36124177,9.305945,15.40541337,25.11718734,38.7631,49.75630788,53.22548165,10.616945,5.309690294,3.241012179,2.492715,1.909385866,1.643526373,1.4519975,1.39402498,1.586534408,2.29393
PF3D7_0314200,9.827769663,12.95310409,16.46875,17.21449531,16.81662222,14.9104,10.10516054,5.014019588,3.204565,2.165764851,1.55505219,1.304525,1.299948774,1.414131289,1.7628215,2.104123808,3.479433379,7.09145
PF3D7_1333900,8.720828746,11.01387162,12.77525,13.46260135,12.98366113,11.85028,9.770215012,5.07459271,2.75336,2.061006651,1.608232181,1.368257,1.308942015,1.266172177,1.273174,1.671394048,3.01708491,6.091065
PF3D7_1305600,11.44161075,16.74893038,20.9286,27.37806226,28.5067321,26.0608,19.1997495,10.22349266,3.41597,2.284626334,1.770008894,1.587008,1.52666754,1.672881045,2.25468,2.463064328,3.175334935,5.674695
PF3D7_1226500,10.42596452,10.28996937,9.193735,7.051015224,5.656251042,4.932325,3.881352354,3.429255966,2.70391,2.151372983,2.122524074,2.696955,3.388304438,4.176230829,5.14898,6.412970775,8.032513886,9.866705
PF3D7_0412400,2.990054264,2.168283558,1.7091875,1.371696193,1.1966891,1.11578285,1.151897887,1.552976849,3.68223,8.344441695,15.11766158,22.57775,26.87542939,32.52796916,37.72235,24.01786171,11.4762524,4.79168
PF3D7_0810100,25.20396967,28.1830689,39.3586,47.53354737,46.98450012,37.71205,27.11254874,13.0322908,11.4212,5.468900209,2.18912211,1.188167,1.209847936,1.568007267,2.451431,5.342869952,13.47020504,26.4475
PF3D7_0417700,1.182514,1.376424085,1.801968,2.780913846,3.891390417,4.832935,5.553095775,3.991073468,2.09165,1.510595446,1.296631418,1.248216,1.128482049,1.059037407,1,1.066390084,1.095777584,1.09358615
mal_mito_2,241.0231397,355.4490197,495.557,632.0789777,898.1024578,1287.5145,1589.124159,1374.390077,629.491,321.9714941,138.8780529,57.5746,34.01728906,27.05959863,25.07285,31.19304808,61.62051708,149.045
mal_mito_3,261.2893433,404.1163212,594.318,896.6995874,1136.679598,1360.205,1753.911569,1799.100402,746.499,368.4119153,157.3967767,68.4345,41.74571947,29.2737322,23.4258,30.87106045,62.72840591,154.073
PF3D7_1238100,316.0604279,294.2625815,265.0625,206.8254218,149.3635826,101.69435,56.78520686,26.46621953,24.85755,41.34382902,72.09141445,113.7205,133.4788027,155.7200608,184.5735,222.4439588,277.5904728,331.15
PF3D7_1223100,22.177745,43.26041578,86.63715,175.9842402,389.542031,869.45,1848.346382,2518.310299,2094.88,888.279788,257.7659579,82.828,38.72808906,21.46517932,13.3764,8.540218533,8.253383703,11.82375
PF3D7_1406800,20.60893614,34.83175936,69.7658,144.9131246,371.4542477,959.2235,1979.870319,1901.535949,1010.5355,411.040873,129.9614125,50.14625,25.45244402,15.57783568,10.616345,7.07883964,7.853483988,14.104305
PF3D7_0413700,97.25370742,132.8581783,165.266,186.7570853,185.5795722,158.8285,120.6174147,59.9080266,27.93225,16.03085629,8.336920615,4.467825,3.411616391,3.182854681,3.655005,8.994072381,25.28181798,61.81245
PF3D7_1125400,93.98343035,68.02349722,47.05015,24.31677944,12.28982331,7.05677,4.714587172,4.935569225,10.18555,23.74179681,45.98933091,73.55855,89.09604399,93.15046576,91.62365,107.2183063,117.0079085,117.9045
PF3D7_0923800,58.16765365,88.46232765,117.499,147.2948505,154.4246538,146.0865,120.8697072,63.52251071,57.12705,28.05292911,11.89558351,6.32554,4.207146131,3.564692927,3.66844,4.724025081,10.82305859,31.72175
PF3D7_1350500,39.84455306,36.89249862,38.12115,41.00242683,50.43979664,71.4943,84.59067224,110.6384248,121.969,133.767368,133.1290715,117.304,105.6280244,96.92660102,89.9662,81.03450006,67.95535755,50.91375
PF3D7_1132300,91.34571195,106.5159576,117.0185,137.467005,139.1236057,122.5555,102.8988957,57.52514987,17.8852,11.00165863,6.858862649,4.78393,4.771297852,5.961420266,11.038955,22.45310131,41.11755287,66.7097
PF3D7_0928900,97.02067929,71.69000305,51.5319,37.18452525,25.45589133,15.76425,12.42439234,13.2036816,15.955,17.83259766,27.02572828,53.1877,71.62927725,85.38716068,97.88945,127.1572229,132.8257551,121.502
PF3D7_0113000,118.2623504,97.68864261,47.18215,26.35284622,14.28844757,7.60404,6.419989503,7.356736641,10.97424,13.97507387,24.13655852,53.29435,114.5320677,191.4070236,268.937,321.526349,278.1686304,128.64285
PF3D7_0924400,41.14205812,45.00628734,51.88385,60.04544132,69.19267539,80.395,135.5002345,246.2585657,293.531,166.6919408,95.61297658,76.21015,69.75808201,62.28402142,53.059,47.06563257,42.56698772,39.21005
PF3D7_1019500,17.49451087,29.387624,41.6705,50.24608832,56.74726626,65.5702,76.13867692,62.50538853,20.38145,10.3558292,5.257460183,3.25475,2.450263766,1.891759308,1.545057,1.731282067,3.149748809,8.730755
PF3D7_0525700,38.84574441,56.45345644,77.06485,99.77625517,99.20235584,73.8617,51.58598185,20.56094813,15.43175,6.408192651,2.833623405,2.204235,1.887496667,1.786660447,2.086648,7.248445173,15.11893621,25.77925
PF3D7_0824400,70.97901987,70.58665958,66.434,64.49524527,56.00374671,33.95915,19.72090957,10.11536503,6.08708,5.255612549,5.903066578,9.5292,14.88568482,18.16504971,20.6175,32.37606592,49.77836493,66.779
PF3D7_1345900,39.45473687,52.70066905,70.14365,84.78262766,88.35111057,84.219,65.34255175,37.02722219,16.57615,7.973171587,4.641832883,3.98296,4.974263036,6.816325136,10.19304,15.32723332,21.99467784,30.052
PF3D7_0112200,68.02967064,70.47636913,69.58375,65.02491552,55.46585482,37.90305,23.3377459,12.65642714,5.977785,3.833503321,3.362752898,3.687115,6.011214618,9.231842627,13.65295,24.33582463,41.42898288,60.76495
PF3D7_1125300,47.40304976,38.45688483,30.98035,21.94592912,14.42111316,9.19907,7.105049503,4.205282224,3.77334,4.035241749,5.783424153,12.12065,20.0929576,29.38860369,39.24055,48.96943276,53.64433685,55.71255
PF3D7_1410700,19.12717671,36.72822587,65.46445,108.7798166,130.7601007,138.366,112.9142981,71.87957398,19.21195,11.22081549,6.178450464,3.214665,1.973570189,1.845534227,2.167391,2.325384877,3.547918211,9.063615
PF3D7_0516600,37.70452432,40.15648594,45.1624,42.74028735,39.58609266,36.2951,27.85881367,16.55014694,10.669835,8.000853554,6.711114613,6.35558,6.947671518,9.325632479,15.90435,23.17201868,30.8296732,36.80755
PF3D7_1229300,4.669022672,9.029521411,20.5643,41.87282884,91.81803024,191.9535,314.0706631,307.4796699,108.51595,45.95788815,17.99888262,9.199015,4.890026793,3.891931868,3.87638,3.331396432,2.985408182,3.13865
PF3D7_0504400,40.94837304,54.4713199,69.9582,79.44409403,77.12051169,64.7529,41.061153,18.33113787,8.669945,5.826052301,3.882334989,2.756382,2.268834185,2.285516973,3.0162,5.863602,14.15401657,30.62595
PF3D7_0617300,4.683413585,8.420204295,15.70523,30.74392245,64.70870813,123.8335,175.0888877,184.2816004,106.2615,52.63355766,21.0287866,8.366015,5.671887955,4.144025719,3.1489165,2.629226409,2.532113408,2.858975
PF3D7_1218000,2.04016109,2.294135943,3.6525,6.266892066,10.67023193,20.5206,146.106826,477.8369694,648.704,308.588699,93.6458595,24.8044,11.68159281,6.666704359,4.24828,2.959504326,2.386982759,2.124975
PF3D7_0506900,5.49968573,6.738008503,12.97308,42.76460469,129.2883498,322.8525,561.4041842,495.7895972,186.5085,79.85349016,29.26906296,12.5277,7.033153395,4.881705335,3.96464,3.682298064,4.168422387,5.8721
PF3D7_0411900,23.91556374,39.2027748,54.32825,63.84440426,70.76013469,74.7094,67.29580106,31.45161991,12.41045,7.080935004,4.202500265,2.97745,2.332852931,2.240101854,2.51752,3.255369533,5.487724471,11.759355
PF3D7_0802100,4.996757168,10.66409648,23.27525,40.09993048,73.85881071,133.62,193.9475293,202.4165114,79.9333,34.28251046,12.46543915,5.315385,3.418661153,2.498066398,1.9535775,1.662356695,1.76128798,2.68863
PF3D7_1440200,28.18236573,30.84640174,33.5945,30.14905107,25.05900888,18.24755,11.03098695,5.279788142,3.863775,2.746622529,2.039101126,1.730869,1.820635743,2.558949214,5.619605,11.08593996,18.57975328,26.01975
PF3D7_0521400,20.61169801,21.90073811,23.91715,25.66545636,24.35762243,17.96885,12.7488937,7.302668741,3.169375,2.375997599,1.907098594,1.707005,2.30104405,3.649083944,6.15541,9.76626362,14.46735943,19.12925
PF3D7_1458300,3.512448162,7.167458529,14.15905,25.99235517,44.43984834,68.8035,90.64091059,91.17228004,27.1659,12.09224178,5.209700433,2.86918,1.961681817,1.603831886,1.432397,1.289029469,1.325208927,1.7525985
PF3D7_1460900,11.37708718,16.9487014,24.94885,39.84432828,51.47069117,57.94885,54.63903651,30.75547334,10.30691,6.034714075,3.291528764,1.8512795,1.83105063,1.82935729,1.8994375,2.602667693,4.192051306,7.257555
PF3D7_1306200,14.97144536,27.18908156,44.65845,70.007193,74.97781636,68.6546,49.29899166,25.42574216,8.879375,5.605414902,3.352695436,2.0623525,1.624777666,1.574485084,1.656202,1.638967178,2.561929965,6.944205
