,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34
PF3D7_0420600,19.19164935,22.4729073,27.69945,36.59680133,51.73890376,75.13395,108.0894554,128.0585284,29.6314,13.89914374,6.743839003,3.921,2.695944499,2.561804038,3.050305,6.508417692,11.26275028,15.94645
PF3D7_0207100,11.48938307,16.41489251,20.62245,21.88526016,25.78299679,41.1853,143.1855298,267.0812133,233.9605,105.3638835,31.68317115,10.25666,5.722201108,3.605565908,2.53585,2.40678197,3.232502671,6.96217
PF3D7_1469400,40.16477767,33.60121696,29.91685,25.85975147,20.59302564,14.1051,9.677628376,7.690958111,5.66555,6.966535002,9.453748988,15.7321,30.73020361,52.93091247,76.24285,86.58657912,79.77327346,53.49615
PF3D7_1330300,48.68323391,46.68447918,42.79895,45.18299826,44.66562355,38.48875,30.61170718,17.5359401,11.762375,8.656034294,7.952746941,9.644835,12.80503069,16.46633876,21.22145,32.01653531,42.19046294,48.54915
PF3D7_1422400,23.89527603,18.98791418,15.2062,12.01140267,11.60735215,12.9486,15.28486968,23.16631546,38.1644,55.38794659,59.30775282,54.56215,49.53106858,43.34633501,37.53895,35.96444471,33.68637267,29.52615
PF3D7_1365100,85.12128944,76.16444696,59.45585,46.8327312,31.70810114,14.22572,7.169227305,5.948371018,8.894365,11.83620505,16.21186899,22.97935,28.44353006,41.26023638,67.0913,89.37862542,93.57019371,89.6176
PF3D7_0318100,64.41286572,61.85446617,57.119,45.61687777,33.01906103,21.2883,12.9409954,6.889831292,6.5037,4.291248903,2.7800428,2.1457695,3.50852371,8.237092462,21.1279,39.16481253,55.76316063,67.56555
PF3D7_1472700,19.83774226,24.25105938,27.27555,30.14732207,32.10362279,33.7431,37.81982379,40.64431814,25.5323,12.79435091,5.599326376,2.931525,2.229420999,1.957212606,2.000495,3.014683451,6.285950419,13.59149
PF3D7_1472900,28.63364566,24.58279182,21.04885,17.70044492,14.89990644,12.81992,10.38129488,9.264499135,13.4619,21.61284672,31.33198261,40.69055,47.74792078,48.90334544,45.83815,43.02495568,39.041197,33.8796
PF3D7_0104400,31.47135219,33.45838795,35.55275,37.06223605,38.95944169,40.925,45.12529459,30.66160474,17.64325,11.24469675,6.866626276,4.587205,4.016000561,4.656820842,8.345495,13.72191041,21.33366425,29.1659
PF3D7_1143100,3.24956797,3.881741289,4.48631,3.899735926,7.535563867,34.7024,277.4290185,674.1803874,785.4475,354.0389558,100.6970005,28.42115,13.77480187,7.592618703,4.540375,3.458056096,3.051381177,2.90414
PF3D7_0321900,20.42995217,21.59574734,27.9352,35.06194961,42.19299008,47.44725,37.81439815,39.27827241,61.92325,100.7824045,111.1819644,104.671,91.36203378,73.10761854,53.21165,40.61187133,29.85201162,21.98565
PF3D7_0505000,19.22731332,14.98495635,11.175795,6.930046199,4.657795419,3.61998,2.93793961,3.120564504,6.488825,17.80532401,28.34198285,35.36875,38.79953285,38.35193068,33.94505,30.92202529,27.61204062,23.82785
PF3D7_1447900,133.0720176,102.3441316,78.9483,56.65681944,39.51875572,27.64045,22.37407509,16.26725927,12.72705,8.277585182,7.40721546,9.96992,16.9419897,29.69142011,50.63055,82.31997166,125.5363283,164.134
PF3D7_1463900,2.148582403,2.007815569,2.16632,9.415996696,51.68393532,196.651,425.740672,587.3805345,245.1675,96.98480297,31.49971311,12.9766,7.16399106,4.263215255,2.743763,2.274637261,2.306349567,2.650469
PF3D7_1208800,18.05444869,19.22524497,21.63055,19.96235877,22.34944833,29.20955,28.62285539,30.5182583,58.27185,76.10063752,76.77577201,60.9576,53.20413461,45.67214258,37.3226,32.10093496,25.78601094,18.2503
PF3D7_0934300,14.84993791,27.14273628,41.10735,45.4962822,46.93829178,48.4272,49.40302143,27.4065491,12.7734,5.4444154,2.584413757,1.9561715,1.59576135,1.393553902,1.289115,1.229349114,2.257603945,7.1813
PF3D7_0704200,20.54538756,16.91482132,13.6427,9.400117965,6.075370172,3.87823,2.950228968,2.796219528,3.64489,8.703998083,17.39994833,28.4829,35.78419265,36.01980856,32.0742,31.33108815,29.44807954,24.81305
PF3D7_1459600,26.44012147,27.2469718,30.04445,33.63801436,37.90646634,41.38475,40.71808333,42.71409047,53.3763,76.42305106,81.97753555,75.6469,67.3479117,57.77754155,48.37755,40.81188682,33.5146856,27.1332
PF3D7_1003200,29.51197862,30.01141306,26.44685,23.35515502,20.4949608,17.7776,12.91529834,7.513921371,7.50934,3.587331068,2.159572313,2.023024,1.842711583,1.927897226,2.824155,8.758990753,16.20875044,23.0545
PF3D7_1243000,11.9524924,16.50106159,20.31095,25.19448802,33.24678785,45.4128,46.47465545,46.15954411,12.2662,6.263269115,3.627251022,2.7538725,2.142453574,2.232634665,2.914105,3.110772939,4.347187568,7.28559
PF3D7_0215500,19.05359935,16.87904756,14.3712,11.26511382,10.37761962,10.38422,16.60663423,25.15304696,30.1056,42.46029368,44.74997167,39.7067,38.24914761,35.34834406,30.8029,30.23513632,27.74156625,21.5758
PF3D7_1123700,46.56903599,67.18325146,82.1407,83.69077571,71.64427947,43.3746,28.69330447,8.017677236,8.703835,5.576081015,3.46072493,2.42468,1.839866311,1.92535692,2.8505,3.51167969,7.899117355,23.8446
PF3D7_0728800,26.00776555,29.83374645,32.7346,28.56193333,26.40011489,22.5941,15.34071301,9.46265266,3.688725,3.089574824,2.581374498,1.9281955,1.594150311,1.57425215,1.8632055,4.236111044,9.645954693,18.4673
PF3D7_0517900,2.871844095,3.885767149,6.8178,16.38250266,41.64985976,80.5107,90.66200973,90.32100058,33.51665,20.87765462,14.37938274,11.59045,10.35060708,8.347599685,5.13268,3.223619961,2.576637995,2.485475
PF3D7_0907300,24.13962575,22.60833921,21.0543,16.98247531,12.64331329,8.773555,5.260734098,3.610586614,4.00934,8.976931146,17.14575265,25.85355,28.22898489,29.90288641,31.0364,29.55177722,28.03500102,26.0321
PF3D7_0908800,23.25311443,19.10411534,16.6159,14.82589717,12.4547534,9.786075,8.976286703,8.07379086,8.58926,16.25930041,27.61953576,39.72685,44.09269293,47.31193351,49.60475,44.42991685,37.48646446,30.3032
PF3D7_1423300,2.281412259,2.01948992,2.33326,4.383253495,26.6265423,140.061,573.0685999,895.2305882,672.968,289.8837481,88.43286665,31.04965,15.22125871,8.667591096,5.609145,4.249686603,3.581777206,3.241315
PF3D7_0623300,18.26800077,34.84493249,55.50345,71.98941312,79.35998199,77.6175,65.55000077,20.91594263,9.60437,5.225064977,3.296853554,2.67804,2.140895205,1.743726631,1.3821475,1.327362988,2.284463407,7.653505
PF3D7_1306800,19.93415893,18.48841549,16.63175,15.95687079,16.98233578,20.62475,22.97498856,30.67601216,33.40555,37.70018628,39.41170411,38.77605,37.11208418,33.93019538,29.91445,30.30365109,27.84055049,22.701
PF3D7_1116600,38.51296974,42.35444893,45.91075,45.26043461,40.95840582,32.0982,22.21061948,11.04312278,9.304935,8.07693452,8.302886448,10.57103,11.73755234,13.56529111,15.8411,16.83645295,22.05441255,33.4977
PF3D7_0206200,8.184975384,8.043512662,7.96878,9.11169116,14.40617107,38.3471,245.4274714,660.1576282,989.7295,466.7061285,143.6528295,41.30505,21.60338588,13.08012959,8.890115,7.915988045,7.883809151,8.23258
PF3D7_1231000,6.493163241,9.195733813,11.45221,11.64834619,12.23495741,14.10655,14.56980926,17.0446521,11.5257,7.508661796,5.289901755,4.365125,4.073985866,3.478700487,2.4858145,2.168421808,2.325966753,3.43841
PF3D7_0419300,12.75207401,21.48646308,30.0515,36.97901056,41.95641301,44.98165,46.37445766,28.69511392,8.772075,5.595761558,3.436752037,2.143261,1.623344856,1.433003995,1.411452,1.376863947,2.09685362,5.58962
PF3D7_1448700,12.96657635,10.54524685,8.293525,6.167336087,5.713687422,5.86493,5.907003046,9.231061825,13.12615,15.92751586,19.83733281,23.5803,23.48498798,22.79384729,21.17915,21.25518774,19.98678259,16.03595
PF3D7_1223900,46.24303875,49.20357369,49.86205,42.70953685,35.1080816,24.18785,13.81114649,5.300742443,5.04539,3.450482805,2.497250048,2.17399,2.183725111,2.891278501,5.64906,9.000418656,19.03374556,38.3456
PF3D7_1334600,3.334867643,7.204358437,16.78795,40.09193321,72.96498345,102.17265,97.02188871,48.9090728,18.30865,11.97593454,7.781637052,5.47158,4.502639537,3.955311122,3.440775,2.418965033,1.956971837,1.8559965
PF3D7_0709400,16.70153803,24.08890045,31.2965,35.05284291,38.50425858,44.5465,35.07054451,23.42116437,7.840965,4.556907566,2.813292504,2.130431,2.063190809,2.117893813,2.42836,3.510674881,5.916094954,10.5631
PF3D7_0409500,15.43738519,32.72846149,53.042,68.18415035,69.84056841,62.09045,47.74649568,26.21128417,9.962425,4.958552905,2.871367353,2.278339,1.937811364,1.828176483,1.6689715,1.380239441,1.714414823,4.288045
PF3D7_1455700,10.2366344,15.36589009,19.37895,22.52834326,25.052059,29.19385,28.19898361,27.36744233,7.23371,3.898583918,2.393871691,1.8427205,1.549156638,1.401250494,1.3310355,1.369645992,1.969515592,4.81561
PF3D7_0516800,5.481650775,12.63636793,28.69845,46.6480406,61.19912153,73.05865,55.94397134,31.31499571,12.35955,7.46279673,4.38809956,2.87487,2.639316763,2.526864956,2.403035,2.019299871,2.056225089,2.968305
PF3D7_0715400,21.28576674,26.4034523,28.3844,27.98083957,24.95767718,18.00635,14.57505962,7.825574718,4.09651,2.039476811,1.421941569,1.4526315,1.412021801,1.361490595,1.276417,1.624853388,3.944363931,11.834785
PF3D7_0607700,1.330259904,1.73524019,4.762005,20.76058727,56.0624126,108.2155,131.2455195,98.39653716,20.42045,10.10929215,4.918264011,2.784765,2.042832511,1.680366726,1.465214,1.273331977,1.330010738,1.6318875
PF3D7_0503200,13.17932261,15.89871796,18.2401,18.11153273,21.30471557,27.62325,25.85227049,20.84336261,6.14538,3.443836526,2.20764929,1.7659435,1.549526161,1.536057756,1.685835,2.579536765,4.987494381,9.5133
PF3D7_0704500,1.488491777,1.891570741,4.478105,18.4118878,50.18848002,96.3838,111.6985955,105.2383894,20.48855,10.14822363,4.939737313,2.761325,2.03407885,1.813573031,1.732357,1.443724725,1.42583362,1.6282625
PF3D7_0612300,8.133340034,10.3414364,12.40147,22.72911021,29.43844808,32.12235,33.56921246,25.72083101,8.542755,4.407080823,2.567538916,1.63913,1.805886452,1.804575798,1.5995465,2.117656693,3.14003593,4.94035
PF3D7_0406800,20.00393507,23.97802162,24.87635,23.23730594,20.15024502,15.66489,12.2087298,6.002487305,3.652145,3.272738037,2.589222505,1.5020765,1.254114221,1.274908866,1.5241325,1.559148021,3.093781376,9.928855
PF3D7_0934600,1.388437485,1.412538006,1.305306,1.51060347,2.734515954,8.994145,79.09010829,184.0075587,189.741,85.98802535,26.27372375,10.22238,6.149801042,4.623765578,3.854595,2.389478263,1.525449533,1.199767
PF3D7_0316200,9.696959605,12.85256531,15.78195,17.22313478,18.71760892,22.1157,21.15744676,13.45891447,4.686565,2.996644095,1.93680691,1.430389,1.315910833,1.301050978,1.380821,1.908633996,3.385358145,6.46494
PF3D7_1322300,16.37734182,19.88146293,21.5566,19.37683293,17.54362985,15.20095,9.616321005,4.972154459,3.568995,2.42825929,1.788493777,1.5486095,1.473913538,1.431486176,1.4060895,2.029957899,4.368732218,10.23286
PF3D7_0416300,12.21859811,16.34832088,19.6213,19.52863287,20.8933697,24.77045,24.45345922,16.82010512,5.446075,3.618635014,2.479243797,1.8323785,1.607860144,1.646750735,2.0090085,2.559871829,4.308127293,8.47914
PF3D7_1218900,14.20587129,13.60014829,12.07802,8.734796478,6.014756713,4.636955,5.778706852,5.560020425,2.60363,1.992161148,1.830376139,1.8729245,2.643538233,4.355193765,7.16925,10.03045194,12.73474632,14.7203
PF3D7_1361500,2.316494486,2.18751066,2.2161075,4.061744929,15.76539416,66.40845,243.3139829,361.9510208,336.8175,145.5410836,41.52739182,12.99905,6.489957887,4.462583581,3.62044,2.237960818,2.039165926,2.4204
PF3D7_1435600,1.372897893,1.359313076,1.600367,2.526271301,12.12590084,57.3778,178.4317471,279.0286448,105.72995,42.61920034,14.47571511,6.038915,3.298313054,2.209256454,1.676931,1.39390948,1.388922327,1.5249125
PF3D7_0833300,2.919263049,2.190855221,1.890524,2.053625689,2.29087611,2.615165,3.615309749,4.557431384,5.451095,8.178038671,13.45628148,21.13765,25.71729337,26.61211602,25.8214,15.96163209,8.157091687,4.51832
PF3D7_0413800,7.111135506,8.885802481,12.50675,20.02101756,25.43762452,27.7199,25.89309364,19.55967455,4.15902,2.738946487,1.820243783,1.271779,1.265619089,1.290275536,1.4329395,2.117600236,3.482144274,5.635485
PF3D7_1352800,22.09568732,21.50059667,20.1815,19.24547151,18.17669471,16.7129,13.44166009,10.06223732,7.297945,8.075036802,10.3073483,15.10015,19.78080389,20.14152037,18.20615,21.43879658,22.44492194,21.92305
PF3D7_0718100,9.798414598,15.51014446,20.5215,20.58993762,20.24727322,18.18535,12.67284062,7.051435035,3.7798,2.584567644,1.922988892,1.624228,1.399093288,1.351041499,1.3547375,1.416329005,2.180308184,5.44877
PF3D7_1248600,7.153499601,11.90859464,18.59145,25.9257255,27.38407592,26.0828,18.89055715,11.29923142,6.51935,5.405019598,4.721307222,4.294305,3.856370716,3.663247771,3.249855,3.047903504,3.303513053,4.27165
PF3D7_1455900,8.245146323,10.06883292,9.809705,18.10738171,20.81614975,18.6181,20.58605883,15.94202083,4.882865,2.865281581,1.899982346,1.5661765,1.469649451,1.400222648,1.2588045,1.372693657,1.783213731,3.24043
PF3D7_1019300,3.129465038,6.363587538,12.65222,18.31708378,25.03060421,32.7261,30.76051077,17.72082583,6.29251,3.73648632,2.4350425,1.978794,1.90413217,1.899906207,1.919109,1.644079101,1.590960361,1.8729275
PF3D7_1003000,1.192726321,1.196167116,1.458311,3.320721113,10.84525752,34.50515,84.82459646,115.1075494,30.28865,12.82203654,5.020208044,2.383685,1.874075936,1.609507124,1.354024,1.251280623,1.244248829,1.2942465
PF3D7_0315000,7.690695397,9.958641496,12.81865,14.07629329,13.25582281,9.07798,6.942337592,5.305228709,2.336385,1.672391281,1.462512088,1.3848475,1.243820224,1.209561563,1.3698425,1.476150743,2.35824748,5.17521
PF3D7_1343800,1.436480335,1.464929345,1.7175855,2.871149928,9.95203167,36.2494,85.02639623,118.7739881,33.9372,14.66327385,6.321580965,3.63855,2.789984851,2.23686353,1.8102675,1.687399125,1.582529292,1.4885535
PF3D7_0321200,13.25946762,13.14263281,11.085565,10.96670399,9.358150303,5.71919,4.116987379,2.561704974,1.786909,1.525192318,1.415964586,1.358621,1.204703218,1.275546395,1.853785,3.316277184,6.48507547,11.059375
PF3D7_1229800,1.375372267,1.351493432,1.340086,1.802691327,7.636712473,39.08515,176.5859519,294.5299995,224.9005,95.42335097,28.35241087,9.61438,4.905867286,3.00560768,2.118002,1.658184525,1.495739896,1.4315715
PF3D7_0924200,8.648507008,8.057324797,7.40574,7.614508071,7.062886389,5.24453,4.805967636,3.686739514,2.34963,3.05042333,3.995537522,5.14741,6.462833784,7.105721818,7.42126,9.057124069,9.568554708,9.472515
PF3D7_1305200,6.739287234,7.832389183,7.914,9.182508999,9.588558889,8.93081,7.434948623,4.800995105,2.642785,1.708813517,1.383750547,1.3501555,1.261853648,1.190399333,1.074546,1.212685032,1.830292046,3.70182
PF3D7_0514000,3.137947603,3.637601796,4.20141,4.529731326,4.892119686,5.55094,7.662344651,8.371853671,4.353675,2.834507333,1.73610288,1.14751625,1.170829802,1.181600007,1.1830055,1.303483721,1.771335432,2.728397
PF3D7_0411200,9.051028162,7.566007003,6.40615,4.99362173,3.672681483,2.588935,2.005982665,1.355460062,1.4171735,1.342545278,1.29102124,1.252288,1.574730464,2.658270606,5.12692,7.42904739,9.293648244,10.406965
PF3D7_0913100,13.47076649,13.94374137,13.83495,10.49680515,7.237420977,5.22728,4.183874372,2.520282792,2.111559,1.960842022,1.73444964,1.475259,1.445560008,1.551221865,1.989871,2.963254034,6.090131795,11.76484
PF3D7_0311900,5.871273952,5.905599479,5.396485,5.048668545,4.198709807,2.86848,3.061813993,2.467027596,1.925161,1.381231422,1.204707992,1.20002,1.307321555,1.462715932,1.6668245,2.281884219,3.53075421,5.25131
PF3D7_1230200,13.89732122,14.18084784,11.94315,7.822593905,5.097600396,3.608915,2.569931942,1.981818219,1.844189,1.609693483,1.371498555,1.1944895,1.170287673,1.204780479,1.3978895,2.460724283,5.432483649,10.672345
PF3D7_0808000,11.68128335,11.23322686,9.27672,6.759145868,4.556673915,2.90057,2.331225732,1.797828746,2.003202,1.593755325,1.386615649,1.342275,1.474478637,1.982164631,3.37989,5.004036799,7.817438688,11.153915
PF3D7_1236800,3.108585928,4.773078523,6.87489,14.74389358,17.9220152,18.08615,18.22318889,11.69414887,3.58911,2.256925702,1.5339853,1.174666,1.215343951,1.317733286,1.533584,1.508202061,1.580113444,1.8032725
PF3D7_0705600,14.5544432,14.62814377,13.7795,11.0054065,8.064886912,5.7524,3.968809339,2.81506259,3.195825,3.18094694,3.051650292,2.824785,2.76956832,2.995964857,3.62081,4.937133834,8.343723131,13.6427
PF3D7_1205300,3.633557591,5.816132102,9.141505,14.6975246,15.63151629,14.1828,12.52097686,9.070828434,2.10998,1.90676422,1.68371712,1.190158,1.179249454,1.167337848,1.1244554,1.158139983,1.399781561,2.25376
PF3D7_1240300,2.433695063,1.986912191,1.4171485,1.544826393,1.624096077,1.7809125,1.943143242,2.750657648,3.14005,6.035655722,10.67492695,16.51035,21.39214457,23.044301,22.85985,14.37764546,6.751583621,2.952895
PF3D7_0919600,8.753187898,9.979144046,11.034175,9.537082336,7.139168246,4.614795,3.48196767,2.102491896,1.583364,1.442249142,1.401621865,1.29488,1.119297061,1.107314642,1.319885,2.142577571,4.077030795,7.13287
PF3D7_0929600,1.202211529,1.335390722,1.7082995,2.344505238,3.877601679,7.196385,13.55937398,12.59464957,13.250275,7.041990207,3.560348265,2.3675115,1.891506498,1.596040957,1.385293,1.25867613,1.196315693,1.1607529
PF3D7_1426300,1.587730233,2.457081871,4.288845,6.930844167,12.48138576,19.73875,19.69842548,14.23500287,5.18921,2.713613889,1.798678535,1.563186,1.406854668,1.371589708,1.327707,1.148242774,1.111045304,1.2204305
PF3D7_1415500,3.449564239,4.747294824,6.04114,7.066889025,6.879873059,5.740015,5.643054894,3.048232498,2.1318905,1.507261241,1.24036859,1.1849699,1.131044779,1.090056902,1.0702123,1.120291129,1.380671099,2.24548
PF3D7_1432400,2.843062232,4.012506861,5.202635,4.58410652,3.916870518,3.399905,3.583397593,3.333025641,2.2095065,1.680852652,1.341305598,1.179448,1.144865204,1.16266223,1.1969215,1.195146885,1.346019525,1.986447
PF3D7_1312400,8.914445525,9.555742658,9.57414,7.237375002,5.040418374,3.68795,2.691480606,2.074752669,1.6957135,1.37533191,1.238907567,1.207334,1.183830212,1.170183474,1.210573,1.468955634,2.76459437,6.23971
PF3D7_1005800,1.113444337,1.109360209,1.04459795,1.599408406,3.873329577,11.44563,34.46695837,42.59521616,19.5704,7.538412249,2.792539904,1.796745,1.386977615,1.283597693,1.3670215,1.095153722,1.010633774,1.0506835
PF3D7_1241300,4.134708983,6.022663241,7.451675,6.961507362,5.960779512,4.41166,3.026249458,2.195841751,1.698317,1.55025782,1.378416409,1.200922,1.101983724,1.079117978,1.1144675,1.165282441,1.418280318,2.384841
PF3D7_1026400,1.515065324,2.214582143,3.14758,2.988211404,3.375842428,4.515455,4.117328391,3.807998773,2.644965,2.53309183,2.191785426,1.5761565,1.422186204,1.36934188,1.283183,1.252717247,1.247076775,1.2473295
PF3D7_1440400,1.191744887,1.263629426,1.8560935,5.566311454,15.03962217,32.4613,47.91781899,48.78447784,12.302435,5.492111579,2.678421855,1.8242035,1.393483152,1.225574432,1.16236715,1.184148182,1.206715111,1.230714
PF3D7_0604800,8.214992112,7.877356114,7.24665,4.946422572,2.976425089,1.873295,1.495653802,1.366177803,1.46567,1.339978808,1.264146183,1.2560415,1.428993666,1.873815121,2.74886,3.536681898,5.504470584,8.43197
PF3D7_0935400,1.57854414,2.313942955,3.890795,7.284231921,9.846954899,12.010065,10.8958687,8.278202753,2.2735655,1.84723003,1.488783852,1.2430125,1.190405844,1.133846978,1.0636465,1.066651237,1.09754437,1.24380855
PF3D7_1230100,1.479698481,1.629019166,1.8104445,1.837631796,2.153888957,3.78705,8.707632745,11.86853245,8.595615,4.73888722,2.346833711,1.446241,1.23338224,1.1573143,1.15243855,1.123673686,1.201804116,1.339866
PF3D7_1012800,4.644743472,4.939512588,4.91899,5.010847911,4.573485069,3.055855,2.615703395,1.902639498,1.494149,1.262623026,1.153709096,1.121094,1.12885264,1.125252393,1.1054846,1.334296821,2.147790311,3.79654
PF3D7_1342200,7.445026192,6.825563313,6.193765,4.754506742,3.183898254,2.0220535,1.880059585,1.607414292,1.3389655,1.241175592,1.166097754,1.1094619,1.181793693,1.524377691,2.474323,3.309872885,5.300218335,8.108505
PF3D7_1126800,2.02387435,1.662036467,1.5153485,1.261225849,1.19530857,1.262458,1.34566693,1.554210488,1.7787095,1.58212913,1.643650323,2.42109,4.82002839,6.070126051,6.24046,5.652528212,4.521640284,3.007685
PF3D7_0630800,1.084209856,1.178790624,1.5392465,1.77412098,2.510057256,4.027505,4.366574886,4.742144495,2.0547325,1.742103835,1.425970389,1.1269992,1.121580077,1.079772705,1,1,1.01838998,1.07684755
PF3D7_1128300,3.573689262,3.369149238,2.837995,2.256124818,2.042356054,2.000546,1.638848481,1.367866064,1.306997,1.320154227,1.355728569,1.4126795,1.341210241,1.364297198,1.627496,2.305928879,3.021892927,3.53559
PF3D7_1334900,7.96870371,13.29078156,21.8851,120.3321087,271.2620812,479.5295,736.4160633,734.8397518,215.469,96.67077448,33.70625609,4.2311,1.410078751,2.128825185,5.35404,2.128825185,1.575771595,4.11004
PF3D7_1024300,24.41191096,29.70785402,29.84985,35.89897168,34.98582408,23.65065,16.46707386,10.60085922,3.35465,1.68321148,1.450403463,1.8250905,1.478934574,1.450146531,1.8447725,2.500228517,4.645240333,10.945485
PF3D7_0828600,1.173409035,1.224215397,1.5165595,3.450453511,11.43552901,35.00035,72.20799296,88.97856593,30.0646,12.3922837,4.987066056,2.81415,1.802134221,1.56250668,1.5011365,1.173946353,1.103451426,1.1840555
PF3D7_1334400,1.772424909,2.794307836,3.924625,5.100609189,6.986317933,9.939075,12.01210036,13.96766461,2.457485,1.856168685,1.601881287,1.4679115,1.370202247,1.215891519,1.0466295,1.087730981,1.089063188,1.06957015
PF3D7_0811700,1.023550828,1.022203793,1.0617495,1.410944251,2.318579884,4.32551,8.217335209,7.688235119,2.850125,1.894631757,1.434861067,1.2601485,1.168293869,1.084634891,1.01954575,1.028834396,1.043556021,1.055845
PF3D7_0617800,9552.824554,14810.68483,21993.9,36295.8659,41957.88485,47017.15,87115.98606,51151.31496,33282,13920.74579,4742.422888,2267.32,1214.95796,1071.623375,1368.815,1294.020178,2083.657949,5647.555
PF3D7_1252300,1106.045627,655.0515734,459.5675,358.7830298,265.3850154,169.0435,149.9384082,309.2901529,1513.495,1597.929738,1628.662281,1761.31,1863.788272,2561.183336,4044.625,3849.617404,3245.507279,2029.04
PF3D7_1465900,2398.978654,1924.524549,1484.635,1249.018146,957.6762746,609.5555,371.2239727,331.6200495,1109.065,1798.198802,2462.034437,2915.295,2977.566853,3079.701572,3202.79,3215.445575,3135.671089,2832.355
PF3D7_0721600,2181.568527,1833.571874,1577.99,1438.402403,1181.278457,725.773,483.2429142,316.3678645,808.198,1276.342569,1837.897565,2388.025,2687.978551,3066.264233,3475.505,3159.406981,2930.510335,2671.78
PF3D7_1331800,1969.017755,1662.29999,1437.0415,1281.653997,985.1444795,483.8855,356.1436826,252.7685642,699.4935,1120.696048,1574.629233,1940.69,2041.1689,2410.992881,3157.15,3078.941592,2843.221341,2360.255
PF3D7_1124900,1659.165087,1399.805005,1306.206,1139.830279,870.130629,474.8145,272.6512856,212.5925599,723.462,1091.714351,1516.758644,1869.415,1799.215166,2052.461358,2796.03,2655.010757,2445.136042,2183.57
PF3D7_0503400,407.9413833,628.366194,854.194,904.4537808,1034.555979,1440.11,2345.391193,3792.158339,6285.175,2886.928862,869.5536077,256.449,112.7868157,65.97438317,49.82195,51.37819658,88.26986595,243.919
PF3D7_1136500,435.4234652,459.4760585,467.6475,505.3465367,601.096828,821.2465,1400.875955,1606.001875,1793.605,1160.39425,829.597991,749.4675,711.9495963,664.5850397,593.629,432.6896916,382.5170085,384.1635
PF3D7_0213700,209.9722711,156.3285726,111.4089,68.09730108,41.06960949,24.6762,14.82793398,19.2629295,48.865,107.143546,189.5994857,282.0355,336.4534768,339.8714416,289.018,296.5010051,295.8726809,273.0615
PF3D7_0501400,7.390881776,5.69516488,4.47592,4.385675556,4.401622108,5.03229,10.04240621,102.688344,488.099,662.4552352,669.8762506,533.0925,427.0710608,335.9245248,259.9975,121.3114353,41.12167967,10.96085
PF3D7_1343700,46.62562631,41.99010825,33.0062,29.17908836,35.82054617,76.86245,160.4975199,329.4923597,583.1865,548.1172437,456.8437844,276.69,205.2092355,157.3902307,123.0325,102.1278172,77.20092352,48.84485
PF3D7_0726100,25.62762944,18.52447411,10.577215,6.589122218,5.735734502,7.08384,15.10522388,97.77178824,276.8715,496.51294,545.9108074,472.5895,358.7980756,238.0080558,138.4425,88.73822954,55.74909381,33.7695
PF3D7_0918100,88.32924819,77.15805332,61.33215,52.04590262,58.38978293,104.16205,203.4601977,194.4134815,132.329,207.1558162,347.925613,496.0985,469.6664192,412.5430937,319.8615,196.8424117,127.5831491,99.26485
PF3D7_0701900,5.621358334,3.554943648,1.7717685,1.378752422,1.399775935,2.084565,21.59479802,220.4325293,626.631,548.4295332,420.8384533,245.835,161.0617119,103.3943603,62.28465,34.74106676,18.27354172,8.517445
PF3D7_1215300,836.6780623,679.6531846,465.1525,295.7429727,153.8609072,52.5239,29.10277226,12.89543333,27.37605,14.25575,10.01940183,12.4288,23.39733043,65.18251412,192.534,413.0124406,695.796576,926.527
PF3D7_1016800,9.48379262,8.1899322,4.421625,4.250424249,4.729595486,8.03335,66.49153939,438.9027897,940.229,720.8660598,483.3623897,283.408,165.1348952,92.71240467,49.81325,31.90532101,19.42705373,10.864035
PF3D7_1402700,119.6256522,105.738296,92.69725,77.31456909,60.99515514,46.56475,34.14327088,15.93324417,16.3896,22.69900543,40.95812012,80.1605,116.918667,138.8262511,148.922,148.539167,145.3275185,137.742
PF3D7_0927600,36.90133638,45.75897228,52.4542,56.33956383,69.27960876,98.8609,131.0065959,153.6136661,63.9671,28.30945173,10.90290652,4.990035,3.206270398,2.830692656,3.13173,5.4331815,11.77360184,24.7761
PF3D7_1226600,88.07010118,114.0629275,134.1533,122.8591148,126.0683296,146.5317,121.4819193,116.170734,43.90025,24.45838747,13.07247692,7.37765,5.221277397,5.074918016,6.93302,14.17170361,31.20691556,61.7874
PF3D7_1425900,38.08766472,25.91346311,18.3502,14.39844961,10.70735732,7.066945,7.522988949,19.62888094,48.9824,74.17153102,93.71523585,104.689,106.7593231,104.8808852,98.9777,96.98941025,85.20719605,56.3376
PF3D7_0206800,4.058185447,3.328245109,10.517475,67.63902002,225.4576984,632.7205,1759.934922,1718.310916,1447.63,607.2249808,175.1279497,57.2984,24.94683076,15.86598505,13.10548,7.411134312,5.910716419,9.008105
PF3D7_0804900,43.43944276,39.71520865,37.90835,43.75082908,56.32808109,81.30845,154.8418607,222.7087022,228.9205,171.6123203,125.5264905,101.31075,91.68126153,83.42196409,72.5768,67.76148099,61.08494455,50.70635
PF3D7_0831200,15.70087043,15.12516804,18.81855,21.1220842,24.94426832,28.8248,23.29717037,58.04937216,157.0725,230.985851,239.1303122,182.593,130.0694512,89.03282786,62.27945,54.00542005,40.96900878,22.16975
